jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,17,24,25,26,20,27,29,12,10,9,5,3,4,5,6,11,5,36,7,5,7,9,9,""
02,9,15,21,18,19,12,36,30,31,8,8,20,11,12,13,19,20,18,19,17,3,10,22,31,""
03,22,35,29,32,48,39,60,38,32,15,18,20,31,35,18,18,18,12,14,10,4,11,19,17,""
04,22,17,18,17,27,15,18,36,27,-1,-1,-1,1,20,51,18,12,17,12,10,12,22,18,22,""
05,16,23,10,11,10,14,15,18,11,8,6,17,19,27,12,17,34,25,27,8,14,16,26,21,""
06,26,18,33,24,31,38,33,35,26,23,21,28,15,21,25,30,21,23,7,5,11,8,18,17,""
07,23,22,22,16,33,19,39,37,25,30,21,20,27,17,18,21,17,63,29,8,16,21,19,26,""
08,22,20,20,24,32,29,28,33,33,20,23,15,12,10,16,14,23,14,10,9,17,21,22,29,""
09,18,24,17,21,18,19,25,26,18,15,10,43,14,14,16,15,28,16,29,8,8,14,17,15,""
10,19,18,29,18,21,34,43,23,16,21,20,13,36,15,39,5,13,11,23,20,28,22,34,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,10,23,9,7,19,22,37,21,19,19,16,27,10,13,10,11,8,20,22,27,""
13,23,6,15,14,19,15,29,37,21,16,12,7,23,12,9,54,20,3,11,17,11,17,28,25,""
14,23,25,26,12,20,25,30,30,25,20,13,18,16,9,7,18,11,13,23,11,16,20,22,31,""
15,22,27,48,21,30,27,49,25,17,26,17,22,12,14,20,21,12,8,6,17,14,15,25,23,""
16,30,20,20,34,31,20,54,31,18,14,28,15,11,4,23,17,9,5,19,11,15,11,12,17,""
17,37,25,29,24,22,22,10,12,31,27,34,21,26,13,20,10,17,11,16,9,15,16,11,16,""
18,16,27,26,27,31,38,59,36,29,46,17,16,43,65,21,24,17,18,27,55,13,15,13,28,""
19,20,15,19,20,25,22,38,29,25,24,16,18,10,17,34,16,18,13,22,41,11,20,20,35,""
20,21,21,18,31,16,36,50,22,19,20,69,22,14,14,18,18,13,52,15,27,33,21,26,17,""
21,37,20,19,13,37,20,62,25,42,20,11,18,9,16,18,16,32,18,27,19,23,21,25,22,""
22,24,29,22,25,18,17,42,28,18,12,3,15,25,15,21,12,13,6,19,22,17,21,23,27,""
23,15,19,43,42,32,37,43,24,11,38,12,16,15,16,14,18,18,27,18,16,25,30,38,32,""
24,31,46,40,23,39,31,27,26,24,17,23,17,27,27,11,12,38,20,12,22,24,20,17,13,""
25,23,34,25,31,26,38,29,16,20,28,5,19,14,11,7,24,20,19,30,17,17,21,30,25,""
26,36,22,20,46,32,20,26,21,14,12,20,18,17,25,28,23,17,22,16,20,17,42,27,27,""
27,43,32,44,31,25,37,40,17,11,22,19,9,14,8,14,11,14,41,33,21,12,22,35,26,""
28,20,24,27,32,33,43,17,42,33,24,16,17,23,14,20,23,19,35,38,9,15,29,38,44,""
29,63,53,58,53,54,43,25,22,23,19,9,13,11,4,12,13,15,6,7,7,8,18,20,28,""
30,51,48,45,43,47,42,51,39,35,23,12,17,29,39,46,62,23,37,10,42,17,22,20,19,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
