jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,2,2,23,60,17,16,45,34,66,36,44,27,48,49,57,48,15,4,11,15,4,6,4,""
02,5,2,0,9,9,16,22,21,28,21,23,42,39,47,55,61,35,24,17,10,14,3,1,1,""
03,3,2,3,6,12,11,22,24,34,43,25,41,36,37,34,46,29,29,15,9,9,15,6,12,""
04,1,3,6,9,8,33,34,27,15,17,23,25,34,21,36,55,38,28,18,14,8,14,6,5,""
05,5,2,1,7,8,11,19,17,11,25,23,39,44,48,45,44,-1,13,13,6,5,3,3,1,""
06,3,0,0,7,6,10,23,15,12,33,38,31,32,17,28,22,6,6,4,6,1,3,3,2,""
07,2,2,2,12,1,10,16,13,20,40,45,34,18,25,26,20,8,7,2,4,3,0,1,3,""
08,2,1,0,1,3,14,13,19,29,30,17,21,17,23,29,38,28,20,7,5,8,2,1,2,""
09,0,2,1,12,9,11,16,22,33,65,42,43,50,20,49,50,22,17,7,2,8,1,1,1,""
10,2,1,2,4,11,10,6,8,12,31,16,25,23,18,15,22,29,5,4,3,6,1,2,1,""
11,1,2,8,6,12,14,16,29,24,27,25,51,41,29,51,43,27,8,9,2,4,3,1,1,""
12,2,0,0,2,8,7,7,16,16,25,20,21,41,26,27,25,24,22,1,2,1,5,7,5,""
13,3,2,4,8,22,29,27,31,23,32,54,60,39,34,33,22,43,34,34,9,6,6,5,2,""
14,5,12,6,10,10,2,4,1,18,27,25,30,24,19,29,30,20,11,7,9,3,6,5,3,""
15,2,4,6,8,14,18,16,23,31,47,36,19,18,49,47,51,25,15,6,4,7,5,2,5,""
16,3,2,7,15,33,41,30,34,31,42,57,59,40,29,30,27,17,36,13,4,12,11,7,4,""
17,6,5,5,13,24,19,29,46,22,24,23,22,25,27,23,30,17,12,7,5,8,2,0,0,""
18,0,2,3,5,22,26,19,16,36,52,59,53,32,27,21,25,24,10,2,7,6,6,7,5,""
19,1,5,1,20,53,61,39,54,61,68,56,47,49,58,38,43,31,18,11,2,8,7,2,2,""
20,1,3,1,6,20,23,29,13,27,35,48,41,33,29,22,24,18,7,4,3,4,2,0,3,""
21,1,5,3,7,16,19,27,43,39,37,63,51,40,34,30,23,23,14,13,16,3,3,6,3,""
22,1,3,6,15,9,20,26,30,33,38,32,37,25,13,16,37,18,14,15,10,8,9,1,6,""
23,6,6,11,13,20,32,37,50,56,87,72,35,35,41,39,31,27,19,10,7,8,8,7,5,""
24,11,8,14,16,38,61,61,64,44,55,53,52,53,38,40,51,22,24,12,8,9,1,0,3,""
25,2,3,3,13,28,21,34,38,39,31,53,64,61,44,44,40,27,21,13,6,6,5,12,7,""
26,3,6,6,13,12,36,50,40,28,44,62,62,49,36,26,34,27,26,12,8,8,5,8,7,""
27,1,5,5,4,19,31,43,23,47,84,75,61,44,-1,29,30,39,26,14,10,6,2,6,3,""
28,3,2,7,13,15,30,57,29,35,52,44,57,43,40,39,-1,25,13,12,5,6,7,7,1,""
29,7,2,3,12,27,59,93,91,123,140,127,63,61,46,56,26,31,16,12,2,5,7,5,4,""
30,4,22,6,43,31,52,79,76,97,105,104,59,49,58,73,26,26,9,5,2,4,0,0,0,""
31,0,0,4,10,19,23,62,48,69,76,79,56,44,31,30,37,21,23,12,11,8,8,6,-1,""
