jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,5,5,3,11,6,8,6,5,5,9,11,21,5,13,5,6,1,6,10,6,7,2,1,""
02,6,7,7,10,12,6,3,4,8,4,2,8,10,16,10,7,4,3,9,11,1,6,5,6,""
03,3,4,11,8,11,9,10,6,7,4,6,13,9,14,6,7,3,3,6,10,4,4,4,4,""
04,-1,4,2,7,10,8,7,3,9,5,4,12,15,9,10,8,7,9,3,6,10,7,9,2,""
05,2,2,5,5,6,6,10,6,9,10,8,9,-1,-1,-1,-1,-1,-1,4,5,6,6,1,2,""
06,3,2,5,9,11,17,8,7,5,5,4,11,11,5,10,3,2,3,4,1,6,5,1,3,""
07,3,5,2,-1,-1,8,7,7,6,7,10,12,14,9,11,9,5,3,5,6,8,2,5,6,""
08,1,3,6,11,10,4,8,4,2,6,5,5,10,9,5,8,6,9,9,3,3,4,2,4,""
09,2,7,6,11,9,11,5,9,11,3,3,7,5,7,9,10,4,11,4,8,3,3,1,2,""
10,2,4,4,12,7,6,7,6,4,8,5,7,13,8,9,6,2,2,1,-1,-1,-1,2,4,""
11,4,2,3,5,6,9,5,5,4,3,5,5,7,13,6,2,3,3,5,8,4,2,4,1,""
12,4,2,7,8,12,13,7,3,7,5,5,6,17,8,5,4,7,2,2,4,7,2,1,2,""
13,2,4,3,8,8,7,5,3,4,7,4,8,11,11,9,5,3,3,-1,3,-1,-1,-1,-1,""
14,-1,2,7,5,8,10,4,4,5,9,8,4,9,6,3,5,2,7,4,8,1,1,5,-1,""
15,5,4,5,9,11,5,8,11,6,6,4,9,11,9,-1,4,4,5,8,6,1,1,1,3,""
16,1,2,7,5,12,11,5,4,11,11,4,11,3,5,12,4,6,2,10,8,4,1,5,2,""
17,3,4,4,8,14,9,10,12,5,9,7,6,6,11,2,9,5,2,3,5,2,1,2,-1,""
18,3,5,4,7,7,6,6,6,7,5,8,5,13,7,4,2,5,4,3,3,5,3,5,1,""
19,1,4,6,4,9,7,2,3,5,6,7,4,7,3,10,5,5,4,3,2,4,6,3,1,""
20,-1,-1,-1,-1,9,7,6,9,2,6,7,6,6,11,8,11,4,2,7,5,6,4,-1,-1,""
21,-1,-1,2,8,7,11,8,5,5,4,3,4,10,15,6,5,3,2,6,2,3,2,4,1,""
22,2,1,5,4,8,11,13,4,8,13,6,11,11,14,6,5,5,5,5,4,5,5,2,1,""
23,7,7,9,14,18,15,6,11,12,8,7,11,12,6,6,9,6,4,7,-1,-1,-1,-1,3,""
24,5,-1,7,10,13,21,12,14,11,14,11,16,16,6,6,5,2,7,4,2,3,2,2,6,""
25,5,3,5,7,16,17,13,13,10,10,13,20,8,8,4,9,4,4,8,4,5,1,2,7,""
26,1,4,5,16,21,20,9,10,11,10,4,15,11,8,4,8,6,3,8,7,7,3,1,1,""
27,3,4,3,-1,-1,-1,12,10,11,9,12,11,13,10,6,1,4,3,5,6,-1,-1,1,3,""
28,6,6,12,19,35,30,29,16,25,14,15,10,15,4,6,10,9,2,4,5,5,4,7,4,""
29,5,5,9,31,26,38,24,23,22,18,17,20,20,9,11,5,4,8,7,5,3,2,5,3,""
30,-1,5,10,17,26,32,12,12,25,19,16,14,18,11,12,8,10,6,5,8,2,5,5,4,""
31,4,4,12,19,26,24,22,24,14,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
