jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,19,17,25,23,29,16,24,18,22,29,29,12,16,14,16,9,13,6,6,3,13,6,13,""
02,13,16,22,20,24,26,28,20,30,17,21,27,18,16,20,14,9,4,3,1,5,3,3,12,""
03,12,11,19,17,19,22,16,16,14,14,20,26,24,24,8,3,7,13,7,1,9,3,5,14,""
04,4,12,13,12,15,17,14,22,13,16,16,20,11,11,14,19,7,7,6,3,3,5,9,12,""
05,8,15,21,25,8,16,20,16,9,13,14,10,12,9,6,6,5,7,5,2,3,4,5,11,""
06,15,19,11,18,17,20,23,24,15,15,21,17,15,17,17,10,6,10,5,8,6,8,4,7,""
07,7,8,23,17,21,19,24,25,11,18,12,22,15,14,10,10,12,6,5,4,4,3,6,12,""
08,16,9,20,17,21,13,30,22,18,22,17,10,23,11,10,14,13,12,10,4,8,7,10,6,""
09,4,16,17,21,23,28,37,23,35,24,20,22,16,10,18,9,1,3,4,2,1,4,11,13,""
10,10,13,24,23,25,23,15,20,26,19,32,16,20,10,35,10,4,6,6,5,1,6,6,12,""
11,17,19,14,26,15,14,17,32,38,32,15,16,18,11,12,10,2,2,0,1,1,4,9,16,""
12,12,16,10,12,17,7,21,21,13,13,19,11,9,24,12,7,15,7,7,4,2,3,4,9,""
13,19,21,14,15,21,14,14,15,31,25,20,14,11,10,12,12,10,5,9,1,5,7,6,14,""
14,18,11,14,28,18,23,25,24,14,21,22,40,31,17,10,9,12,8,8,10,8,6,8,17,""
15,12,15,11,18,19,14,25,20,19,22,20,18,18,15,12,9,8,9,4,6,4,4,8,9,""
16,15,11,27,17,26,26,23,30,25,15,16,22,18,17,11,13,10,10,4,3,6,13,7,12,""
17,14,25,20,13,23,19,28,35,20,30,32,24,15,16,18,16,14,7,4,5,6,6,10,21,""
18,16,15,18,16,21,10,16,24,23,13,22,18,21,14,19,9,13,7,4,4,9,11,7,9,""
19,19,27,17,28,25,35,18,28,25,18,23,16,6,0,0,0,0,1,5,7,7,7,5,14,""
20,12,18,19,14,11,14,13,21,22,21,20,14,11,9,6,15,8,6,-1,7,8,15,11,12,""
21,23,19,16,23,24,16,28,11,14,14,19,17,18,8,12,4,6,6,6,6,1,6,11,16,""
22,11,22,22,21,14,16,18,20,21,18,17,12,12,14,11,5,8,8,5,6,3,6,11,20,""
23,13,14,24,24,23,14,21,20,15,17,11,18,24,8,10,9,8,9,19,6,10,12,17,13,""
24,20,18,32,35,35,19,19,29,0,0,38,41,9,20,9,9,11,11,6,4,10,10,10,21,""
25,17,24,26,25,20,25,14,24,28,22,18,36,40,15,17,5,9,6,6,5,9,6,12,11,""
26,12,14,23,33,15,18,21,18,21,17,12,7,14,10,9,11,6,5,2,2,1,7,7,17,""
27,23,21,22,33,27,33,37,17,9,16,7,4,8,16,13,8,14,2,3,5,5,7,9,15,""
28,38,30,34,38,32,17,14,18,15,24,17,12,15,7,7,2,7,9,12,5,4,11,14,19,""
29,31,32,31,43,29,34,23,18,22,26,35,13,10,23,8,20,11,7,12,14,11,7,13,20,""
30,27,28,29,47,37,31,23,28,25,19,20,30,25,8,9,7,8,7,8,3,8,9,15,21,""
31,23,43,42,34,39,31,27,31,20,13,14,29,26,14,17,9,8,12,2,5,7,6,12,-1,""
