jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,86,87,96,101,71,48,46,28,23,24,18,14,24,22,22,22,21,12,15,14,40,39,67,79,""
02,90,79,86,94,70,48,45,35,27,28,22,18,23,27,25,17,17,15,32,37,43,47,76,81,""
03,95,107,107,100,89,86,53,31,30,19,19,21,20,16,16,14,15,10,5,30,43,50,58,63,""
04,87,87,88,75,69,30,27,24,31,24,15,17,21,18,23,22,16,14,5,26,41,-1,-1,-1,""
05,-1,-1,-1,-1,-1,-1,33,44,29,30,20,18,23,22,18,15,22,10,9,27,30,46,51,72,""
06,77,82,85,105,61,40,22,30,21,17,17,13,9,15,17,13,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,35,52,46,70,""
08,101,96,93,100,63,34,31,22,20,24,19,17,8,20,14,13,15,9,11,12,10,42,55,87,""
09,105,99,105,106,68,25,36,26,31,24,18,11,10,13,13,16,7,10,8,10,29,40,56,88,""
10,97,98,90,116,57,38,45,25,31,22,13,16,15,13,28,8,17,14,10,17,33,40,66,86,""
11,81,85,99,110,74,42,30,22,21,24,17,16,12,13,19,14,12,14,10,18,31,45,59,79,""
12,65,75,86,84,54,24,20,16,30,15,21,14,10,22,14,17,14,16,13,23,35,39,32,71,""
13,85,75,77,108,70,22,37,31,19,24,13,12,12,13,15,16,8,13,8,22,47,49,70,77,""
14,84,96,88,108,73,36,27,32,24,26,11,12,13,10,16,15,13,12,8,34,37,43,57,68,""
15,88,91,97,84,44,27,24,29,26,20,11,6,10,13,14,11,8,9,7,25,40,54,72,65,""
16,71,68,56,72,52,18,25,18,15,16,13,13,14,12,10,9,18,15,13,32,53,69,66,74,""
17,95,103,88,80,67,40,34,23,25,21,15,11,18,10,6,21,22,8,12,23,38,56,43,65,""
18,71,81,90,87,67,55,28,32,21,16,10,13,16,16,8,12,9,8,6,16,37,48,44,62,""
19,87,79,77,72,61,34,27,29,19,19,19,10,5,16,19,17,15,12,9,25,43,64,84,87,""
20,111,97,109,85,72,37,27,23,21,20,16,15,16,13,12,14,16,15,9,32,56,52,72,103,""
21,93,111,103,101,62,35,20,13,11,17,17,8,8,8,14,9,8,14,7,-1,-1,-1,-1,-1,""
22,-1,-1,-1,70,68,36,30,16,18,15,18,6,10,13,15,11,9,13,13,38,58,63,72,98,""
23,92,95,99,96,65,23,28,16,18,19,12,9,17,12,14,18,-1,-1,15,32,41,66,77,57,""
24,82,104,97,104,76,32,21,25,24,20,10,12,13,10,11,13,10,15,9,15,34,57,54,93,""
25,94,95,92,81,57,30,20,8,12,18,14,17,15,18,14,12,12,12,8,16,46,60,74,90,""
26,101,94,102,103,74,25,23,25,39,15,9,15,14,22,11,31,12,11,13,20,34,54,74,73,""
27,89,101,123,93,104,38,25,21,28,12,12,13,11,16,8,13,10,8,13,8,13,35,53,95,""
28,108,137,131,121,77,30,13,28,11,15,9,8,5,13,7,11,12,8,9,25,34,39,57,88,""
29,97,106,109,115,92,67,25,19,16,18,15,11,20,15,9,13,9,14,15,14,35,59,71,98,""
30,126,139,95,99,88,50,28,18,19,23,23,19,13,10,16,16,18,19,12,18,23,24,53,67,""
31,67,99,103,102,85,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o{'m,"kf`zIhz}{fehk'kl"
