Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,81,70,74,61,63,48,44,24,28,62,51,39,32,24,24,25,11,9,24,55,34,41,48,70
2,59,69,66,61,73,55,36,25,36,44,34,36,31,30,26,25,18,14,30,19,17,26,36,42
3,68,45,51,54,75,57,45,42,59,38,43,45,32,36,25,24,25,22,16,22,22,37,50,46
4,62,67,63,57,54,52,38,36,30,47,37,37,44,30,32,31,30,25,21,31,27,43,33,48
5,50,52,65,72,55,49,46,34,51,39,69,38,54,59,24,27,23,22,18,10,23,37,29,43
6,25,43,43,47,31,40,36,47,44,50,63,35,33,31,27,33,39,61,23,21,24,25,33,50
7,50,53,53,48,37,43,38,39,32,43,33,32,28,47,95,28,30,21,25,29,22,30,60,51
8,53,47,49,58,49,46,31,37,25,33,34,26,22,27,32,20,22,19,17,10,14,23,39,46
9,39,52,43,31,40,32,27,31,32,40,26,28,27,58,27,33,10,17,10,16,21,23,31,42
10,51,48,43,37,46,41,31,38,30,37,26,41,41,37,16,14,12,20,18,25,19,28,42,37
11,45,43,45,43,31,42,33,50,32,50,46,47,72,25,28,25,30,29,19,26,30,41,49,39
12,66,51,46,50,40,27,25,46,53,53,45,59,66,46,48,41,42,41,30,46,42,58,62,80
13,88,79,86,64,60,37,38,48,46,41,41,53,33,35,37,30,32,30,27,30,39,28,51,40
14,62,45,52,36,47,35,51,43,42,32,37,41,33,26,33,31,52,23,66,18,22,22,22,13
15,28,41,41,23,24,25,24,25,32,35,35,47,39,22,20,29,22,24,9,15,28,16,34,39
16,37,40,44,29,22,37,23,32,39,36,28,28,10,1,1,5,1,5,14,14,20,21,33,17
17,44,28,36,30,35,26,40,26,70,33,19,41,25,22,15,2,20,16,10,10,15,11,18,19
18,26,39,24,30,23,21,25,18,25,28,25,16,95,129,100,31,54,27,34,59,33,39,39,36
19,35,25,25,39,32,32,33,23,29,28,26,25,26,22,24,19,29,27,7,12,51,70,21,15
20,25,86,97,23,54,21,29,18,23,37,29,27,22,25,20,13,24,17,8,20,13,16,24,24
21,34,37,34,44,36,35,38,37,27,30,42,29,27,23,22,21,15,20,15,32,13,22,30,41
22,37,28,36,31,47,37,39,27,33,46,42,36,33,51,21,25,26,13,14,15,13,19,25,42
23,36,35,25,38,37,45,34,24,29,32,23,32,33,11,24,35,25,18,17,27,13,11,28,29
24,23,17,26,27,27,37,50,42,38,37,-1,-1,-1,-1,-1,6,17,13,6,22,16,21,24,26
25,30,32,30,29,23,43,28,36,33,32,27,21,28,23,24,12,25,10,14,16,17,20,25,27
26,30,39,28,19,32,24,26,28,27,21,39,37,-1,9,39,37,19,15,23,24,22,14,17,22
27,28,33,36,49,46,34,30,34,32,48,33,28,40,23,31,31,13,24,19,21,13,16,32,35
28,30,27,43,37,25,30,33,51,33,30,42,31,32,30,26,24,25,13,11,15,16,24,27,29
29,31,27,33,36,39,39,47,46,43,68,43,43,28,23,25,23,14,15,18,23,21,20,19,31
30,28,22,26,33,29,40,39,44,29,44,26,47,27,25,35,37,25,12,15,25,19,18,24,39
31,28,39,33,23,31,43,44,23,26,31,37,31,104,34,29,21,26,18,17,22,22,14,19,22
