Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,18,23,29,28,13,10,20,10,14,23,6,34,13,9,4,6,18,41,18,16,5,2,5,15
2,23,28,43,41,6,11,2,49,-1,35,31,43,7,20,8,6,-1,11,10,7,12,7,9,8
3,15,33,26,48,21,27,18,12,13,22,15,12,24,9,10,11,3,32,118,64,39,8,4,14
4,63,32,62,48,-1,-1,-1,63,83,40,-1,36,-1,-1,-1,-1,13,-1,-1,-1,-1,14,6,6
5,12,25,13,20,17,35,21,9,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,15,26,3,11
6,16,16,24,29,31,36,27,-1,54,56,32,27,16,33,18,12,3,3,4,8,11,9,5,7
7,5,13,12,18,40,10,9,5,8,15,17,14,52,48,3,-1,-1,-1,13,39,5,11,7,3
8,13,10,13,72,23,12,23,33,18,56,13,7,-1,-1,18,7,30,6,5,-1,7,6,8,4
9,11,25,13,12,17,21,27,43,43,18,-1,70,11,6,24,13,4,16,16,6,6,24,4,9
10,27,19,23,50,31,31,42,24,34,20,47,48,20,77,12,14,21,18,8,9,24,-1,-1,10
11,11,14,16,47,40,42,11,15,46,52,49,32,14,55,39,12,20,37,59,31,30,17,5,8
12,28,15,27,26,53,34,62,155,57,113,82,89,74,67,67,69,60,21,66,46,98,52,21,34
13,44,29,66,147,135,101,134,49,-1,-1,-1,75,96,74,22,37,20,38,43,29,22,15,3,4
14,4,16,56,77,29,65,24,32,-1,-1,-1,-1,44,25,41,77,-1,-1,-1,8,28,8,6,6
15,8,17,37,47,29,28,27,9,14,13,30,25,58,22,20,14,15,12,8,3,10,7,4,7
16,15,16,18,34,23,13,13,36,13,13,28,7,12,2,3,4,28,6,12,19,10,17,2,2
17,12,10,25,25,19,21,7,7,10,20,18,39,7,21,2,6,4,5,12,6,14,7,1,4
18,8,7,22,29,18,16,7,10,4,15,44,9,7,8,-1,-1,-1,14,5,5,7,15,3,1
19,2,4,6,15,12,15,3,8,24,1,6,5,4,3,3,1,-1,3,10,47,26,2,1,1
20,2,5,6,12,6,8,31,-1,-1,-1,8,11,19,1,4,5,4,9,3,4,2,7,1,1
21,1,6,8,13,5,17,-1,-1,14,9,8,9,8,3,11,1,5,2,6,3,4,2,2,-1,-1
22,2,4,3,13,3,6,14,16,7,9,4,14,13,3,2,1,2,2,2,24,7,5,-1,3
23,5,4,14,9,15,7,15,9,-1,-1,5,-1,10,-1,-1,-1,3,1,5,-1,-1,3,1,4
24,2,3,9,6,10,4,3,-1,53,62,47,30,69,7,2,2,18,-1,-1,-1,8,12,3,10
25,2,3,12,9,17,11,14,13,24,14,-1,-1,-1,4,6,7,2,6,9,14,7,23,14,5
26,-1,3,10,19,29,69,53,18,21,10,16,20,5,6,8,8,15,7,3,4,5,5,2,3
27,4,3,11,20,15,23,13,17,18,6,9,10,9,7,1,4,2,3,2,2,5,4,3,1
28,1,9,8,17,12,7,5,9,36,20,12,13,10,5,10,2,7,4,4,4,6,4,6,1
29,6,11,25,17,20,27,17,17,6,11,13,15,16,4,6,6,7,5,8,4,10,8,2,12
30,6,12,24,45,9,16,14,18,10,32,13,9,3,3,9,5,4,7,12,10,16,6,1,2
31,5,7,47,27,45,19,19,10,13,10,9,32,20,4,7,5,8,4,7,8,6,3,2,2
