Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,11,45,46,88,116,113,128,95,85,63,74,30,-1,11,13,21,23,26,8,12,10,10,7
2,2,13,11,15,27,34,73,78,81,68,41,47,49,45,37,36,37,24,15,9,12,9,11,11
3,289,278,131,152,35,29,46,54,43,45,35,36,40,26,33,34,55,38,15,11,13,12,14,10
4,9,6,3,21,28,38,48,66,59,57,44,67,46,53,39,30,50,20,15,11,10,16,8,11
5,12,11,12,20,35,45,76,57,60,59,56,43,43,64,41,36,45,63,25,30,10,15,8,9
6,13,11,15,26,41,46,64,33,56,53,44,42,50,49,78,59,24,30,32,27,18,20,12,10
7,17,87,23,24,29,22,41,44,57,40,45,36,45,44,47,49,38,32,6,-1,-1,-1,16,14
8,16,15,22,14,36,44,40,63,60,58,36,53,50,49,46,40,40,36,32,36,21,11,11,12
9,22,14,19,20,35,48,53,58,58,51,55,54,50,60,56,54,36,38,31,19,19,13,14,13
10,8,11,14,21,41,36,46,49,50,44,48,40,47,60,34,53,49,36,38,18,21,16,6,12
11,38,20,13,22,37,36,44,59,72,59,68,53,81,101,67,74,88,42,49,18,20,13,13,10
12,7,15,24,22,35,35,65,54,78,84,74,99,60,77,91,97,71,112,111,55,45,30,19,12
13,3,23,28,41,79,54,73,76,70,89,74,66,56,82,72,57,43,67,58,35,34,26,18,22
14,16,20,13,19,37,60,87,80,85,75,63,45,47,41,45,58,44,47,28,22,18,21,9,9
15,9,66,176,20,33,38,38,33,60,34,36,47,27,51,39,39,48,42,31,25,20,16,9,12
16,3,3,11,15,28,26,45,42,62,37,39,34,27,14,19,29,19,7,8,18,11,10,16,9
17,5,15,14,17,22,29,41,51,41,50,37,43,35,34,46,38,35,15,24,12,26,14,23,11
18,12,6,7,17,31,27,44,32,37,31,35,44,33,37,43,35,43,23,20,18,11,15,9,5
19,9,11,14,9,29,33,27,39,33,29,24,39,33,49,42,32,38,31,15,16,17,16,5,14
20,22,23,25,25,62,54,70,60,55,62,62,68,51,48,19,45,14,24,16,10,8,10,16,8
21,2,8,19,16,19,17,36,18,38,28,24,5,31,29,32,23,21,15,7,6,7,8,2,12
22,6,6,13,20,24,25,26,29,11,9,24,16,14,21,32,28,18,27,14,13,18,10,15,9
23,5,7,11,15,24,26,27,26,26,26,25,29,35,27,26,26,23,19,26,9,13,14,12,11
24,17,29,27,17,25,41,49,38,41,46,35,31,33,44,34,23,23,16,15,10,8,7,13,3
25,10,8,8,13,23,32,27,38,35,26,35,52,41,31,41,26,36,30,9,23,13,14,13,6
26,8,8,13,24,21,65,51,26,33,22,37,44,37,35,37,27,22,28,20,11,16,13,11,7
27,4,6,7,3,9,13,16,25,33,20,33,34,48,39,34,26,16,15,23,7,5,8,13,8
28,12,10,24,18,22,27,38,31,17,36,41,32,42,31,46,32,30,28,19,12,13,6,10,11
29,7,11,24,12,16,20,41,32,30,31,48,36,43,36,22,44,23,38,16,10,14,17,18,20
30,17,10,16,21,33,33,33,43,42,30,34,37,33,27,36,42,26,20,25,18,16,7,3,4
31,2,12,19,12,15,19,36,13,23,17,21,23,22,26,4,24,24,25,11,5,13,11,5,6
