mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,159,147,201,180,147,175,167,181,179,145,125,90,84,92,77,51,49,40,38,57,76,103,82,107
02,135,198,226,188,168,184,198,167,130,147,153,155,148,101,75,55,17,22,42,54,68,78,125,142
03,145,174,216,154,137,133,140,141,111,138,120,124,134,114,78,53,38,31,34,69,53,-1,126,106
04,187,164,155,172,166,164,158,95,112,153,141,122,105,30,61,38,24,34,33,57,-1,-1,166,136
05,150,180,192,192,181,170,198,181,151,188,135,170,156,104,97,73,26,35,53,63,82,117,104,182
06,154,171,184,162,155,198,177,148,138,185,166,157,140,142,82,66,58,43,47,63,73,116,134,137
07,179,195,207,195,200,167,173,212,140,185,-1,151,165,132,85,47,49,9,69,64,89,93,109,155
08,171,170,162,198,147,177,170,187,131,172,181,142,137,90,71,42,35,34,21,64,49,73,106,95
09,123,151,118,113,108,121,160,137,116,114,167,30,137,102,67,59,23,28,50,57,88,111,113,135
10,139,208,227,185,162,143,139,135,123,147,130,148,106,110,90,56,56,29,42,42,73,99,116,108
11,152,147,164,169,175,148,142,181,175,210,166,180,146,129,82,50,20,36,23,23,57,74,105,127
12,149,176,181,189,137,120,188,199,109,147,180,179,150,111,80,55,46,39,46,58,72,112,157,136
13,141,182,173,142,156,171,200,216,174,202,177,201,197,115,85,60,29,48,56,54,85,111,-1,139
14,154,169,203,195,191,224,254,188,184,189,146,184,158,109,79,65,27,29,63,64,60,-1,135,108
15,135,159,180,166,159,162,179,160,125,158,169,154,149,111,77,80,61,53,47,-1,-1,-1,-1,-1
16,97,193,228,183,163,193,217,194,170,-1,-1,145,151,100,67,68,43,19,46,-1,-1,54,167,149
17,153,192,198,201,160,155,190,165,152,159,151,112,167,112,45,-1,-1,45,53,62,57,84,124,53
18,129,138,135,150,134,141,139,169,-1,-1,171,69,163,110,6,23,21,20,71,45,98,113,180,184
19,156,143,143,172,114,118,190,205,188,167,166,153,159,96,74,54,14,42,49,49,-1,70,101,17
20,112,129,129,128,146,140,164,160,183,161,159,185,169,109,57,46,23,48,36,49,-1,-1,14,107
21,132,139,130,141,130,168,142,160,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,101
22,129,180,182,189,166,183,215,200,138,192,143,186,142,97,59,46,34,34,19,24,64,67,78,119
23,137,178,183,181,146,182,189,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,102
24,154,162,159,155,164,165,164,206,71,161,-1,-1,135,119,103,66,50,23,34,48,59,63,105,114
25,-1,5,212,213,197,215,206,133,144,147,146,144,88,88,65,49,25,34,26,31,43,75,105,122
26,145,196,178,173,156,213,183,148,155,194,133,137,129,105,64,38,21,34,47,32,46,72,94,109
27,142,147,119,128,171,188,204,150,114,122,148,159,92,113,49,52,31,35,37,40,59,46,86,115
28,145,127,146,121,147,140,183,148,165,98,119,-1,135,79,69,48,43,33,73,72,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,83,67,33,16,32,34,37,39,56,-1,94
30,114,159,136,104,113,111,154,98,106,128,141,145,64,87,73,35,30,22,32,34,45,35,50,106
31,121,113,134,117,109,132,138,100,102,117,120,114,146,101,88,65,29,30,25,27,30,59,76,102
[E]n&gt;`s,I}lel`z`fg'o0'jf',b
