mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,8,7,4,7,4,6,10,3,6,10,16,17,13,4,25,29,4,85,94,66,59,71,81,117
02,112,112,79,81,83,109,90,56,60,108,81,34,49,59,12,18,14,25,22,18,14,18,38,22
03,43,38,31,15,4,7,20,40,55,38,29,41,29,28,9,8,2,8,4,4,4,18,29,17
04,21,46,31,17,72,80,109,59,69,29,36,34,19,13,5,6,5,2,0,0,1,1,15,13
05,5,21,25,32,42,35,61,73,80,22,17,8,7,5,1,3,7,1,44,59,56,60,87,45
06,65,53,100,48,2,29,30,106,68,62,54,58,73,62,44,32,11,14,4,5,3,19,103,96
07,83,108,101,84,40,69,30,36,22,17,13,20,39,8,2,20,41,22,29,48,52,70,85,112
08,79,134,127,94,64,111,96,123,166,97,62,83,87,22,11,17,13,17,29,57,90,67,22,34
09,38,42,69,49,42,42,117,96,55,9,49,51,74,72,44,63,30,27,77,59,45,40,45,40
10,66,68,85,112,108,166,172,158,155,161,36,15,8,6,14,6,32,13,33,33,138,44,38,52
11,52,115,105,63,27,47,78,63,109,71,59,74,53,21,13,0,1,13,7,12,3,7,11,10
12,7,18,77,111,99,113,145,138,146,148,99,58,6,3,2,3,5,7,25,28,36,83,91,86
13,120,110,114,54,67,29,99,169,152,153,113,71,55,39,43,4,0,0,10,13,14,23,37,48
14,28,32,17,31,17,72,4,105,68,70,14,36,25,5,5,3,1,1,23,42,33,45,47,86
15,84,90,16,36,6,6,58,39,7,23,28,20,12,18,22,7,2,3,17,27,27,39,40,76
16,33,97,48,76,45,99,94,60,27,84,26,11,8,9,6,18,12,2,16,14,44,96,121,72
17,43,164,124,32,5,5,23,2,2,37,37,27,28,32,30,23,38,5,1,15,23,6,7,5
18,5,16,18,18,35,41,53,41,5,2,1,7,5,5,4,4,8,2,4,14,19,2,0,2
19,1,2,17,10,16,53,113,75,62,68,31,19,14,2,1,2,0,0,2,3,10,26,32,20
20,10,17,16,10,1,3,13,12,13,3,4,3,5,8,0,1,0,2,2,4,7,10,5,2
21,3,3,5,1,0,3,3,12,14,11,6,8,5,1,22,29,6,6,21,63,54,87,84,116
22,122,130,153,107,45,32,33,146,147,71,22,27,9,6,2,2,0,0,19,22,14,28,22,29
23,29,54,41,60,21,39,31,65,61,76,33,47,52,32,35,2,2,3,62,48,49,49,43,62
24,79,79,91,6,3,4,8,1,52,58,55,44,21,32,51,61,53,1,1,4,16,22,1,2
25,1,5,8,23,54,58,90,80,74,60,90,3,1,0,2,1,0,1,0,3,4,2,1,0
26,5,7,2,84,131,146,159,134,123,63,67,57,6,1,2,0,0,31,47,64,69,89,81,105
27,134,133,86,20,15,26,88,122,95,75,45,54,56,21,3,1,0,21,47,56,73,122,158,162
28,149,118,127,55,73,78,83,142,138,62,43,62,40,31,30,6,2,35,68,36,37,89,121,124
29,110,103,58,31,37,66,116,73,53,39,44,78,53,13,2,2,10,6,50,45,45,83,82,71
30,96,63,55,5,6,25,42,23,33,42,33,24,27,55,5,8,11,3,5,7,23,20,15,64
31,75,66,54,113,91,61,105,111,53,51,49,45,43,50,23,20,34,45,65,112,118,19,31,17
