may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,17,15,29,22,22,20,32,23,11,15,23,18,15,17,19,22,13,8,5,10,8,10,10,11
02,10,11,21,17,28,24,22,30,24,32,26,8,26,18,20,15,9,10,9,9,6,14,9,17
03,21,23,15,17,35,19,24,31,28,32,18,23,22,15,21,11,9,7,17,5,6,5,9,10
04,11,20,17,25,31,41,42,39,29,30,30,34,28,22,17,17,15,8,12,14,16,10,8,17
05,17,15,22,24,25,43,30,30,29,34,26,26,20,26,22,16,11,14,10,10,13,17,10,22
06,17,15,14,17,38,32,41,33,44,28,24,30,25,22,15,10,14,11,6,10,7,12,11,12
07,14,14,15,29,39,36,32,27,21,35,22,30,20,14,15,17,18,10,14,10,14,21,23,18
08,11,13,20,28,21,36,37,32,35,34,18,16,13,21,34,20,15,10,12,10,11,10,11,20
09,13,24,21,29,33,33,34,28,42,25,25,9,24,20,21,10,17,12,7,11,15,12,15,14
10,27,17,21,21,29,29,30,37,27,30,25,14,19,31,17,12,11,11,9,14,9,14,17,21
11,13,19,11,20,29,26,29,38,33,25,31,24,22,22,19,13,8,9,7,13,13,6,10,14
12,16,15,22,24,21,21,32,37,32,26,16,9,17,12,18,12,18,6,8,7,12,12,11,20
13,17,18,16,21,20,32,29,31,25,19,18,12,14,13,6,12,9,14,9,6,9,13,9,14
14,11,11,16,19,16,22,24,27,32,24,19,15,18,20,20,21,17,7,12,8,11,11,11,15
15,12,20,15,28,39,29,25,38,30,25,24,14,29,19,18,12,13,17,10,6,8,13,22,34
16,11,15,18,19,18,27,-1,-1,-1,23,31,22,18,23,17,21,15,9,10,7,13,6,22,16
17,9,12,15,25,16,26,20,26,25,24,33,-1,23,21,17,15,11,7,6,12,9,15,12,18
18,15,21,18,24,24,18,23,23,25,26,17,13,33,24,18,15,11,9,9,9,25,23,8,15
19,14,16,14,15,29,34,19,26,28,27,15,20,20,18,15,-1,-1,-1,15,14,18,13,8,19
20,6,11,23,15,24,25,24,29,22,19,21,8,24,15,16,18,5,10,7,9,13,-1,-1,-1,-1
21,15,11,-1,33,21,15,26,23,19,20,6,9,14,22,18,12,-1,-1,-1,7,5,16,16,13
22,5,19,11,18,22,15,26,16,25,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,11,19
23,19,17,14,24,16,25,25,21,14,8,16,17,14,15,13,13,10,7,15,10,8,6,12,11
24,10,12,17,15,15,14,17,17,19,12,18,12,-1,17,11,11,8,11,15,10,8,12,5,14
25,14,10,11,21,21,19,21,25,21,4,12,6,9,14,12,11,-1,-1,16,8,12,13,12,8
26,11,18,13,13,24,24,28,22,24,14,9,10,15,20,20,9,12,21,5,8,8,12,28,7
27,8,9,12,14,12,12,24,20,23,11,13,16,-1,-1,14,12,3,6,11,5,3,8,16,16
28,8,8,10,19,10,7,19,16,16,16,10,15,21,18,13,22,8,13,12,12,12,8,10,20
29,31,17,26,13,14,21,26,22,18,20,21,13,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,34,11,18,20,24,28,19,-1,-1,-1,-1,-1,-1,15,15,20,12,15,6,14,10,18,17,9
31,16,18,22,18,15,12,30,27,26,20,14,15,16,-1,-1,-1,-1,9,13,2,8,11,26,15
