Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,132,112,98,110,98,104,120,95,103,83,67,74,71,54,66,63,57,60,77,73,53,80,111,107
2,132,149,165,147,130,138,102,105,71,63,59,71,73,48,51,57,57,47,73,77,98,31,97,25
3,90,118,107,93,74,91,88,75,76,60,60,46,58,59,54,70,58,42,32,64,78,101,89,115
4,112,108,112,116,139,132,110,89,70,64,59,68,53,47,56,63,48,73,76,53,67,108,98,121
5,117,135,98,88,90,106,96,87,68,78,58,38,52,71,61,76,71,72,72,78,75,122,84,98
6,126,125,144,156,131,107,61,85,74,78,66,41,57,59,49,52,51,32,42,75,82,80,100,121
7,122,103,137,140,137,105,91,88,69,61,64,68,74,65,67,60,73,73,65,61,88,103,103,143
8,148,150,135,146,130,118,113,111,107,109,83,75,78,60,70,71,75,60,84,91,76,62,100,120
9,133,154,143,164,144,109,118,104,118,99,91,79,80,82,74,81,57,68,64,66,74,91,80,87
10,84,102,140,130,118,122,102,104,79,91,87,78,59,48,62,47,58,57,70,77,94,104,56,118
11,121,156,128,135,137,128,121,86,105,71,86,86,52,31,54,46,59,58,56,65,59,70,105,122
12,132,124,87,105,92,87,76,75,77,63,62,73,59,61,59,41,46,44,26,22,56,70,108,115
13,113,96,109,77,106,88,62,58,88,52,65,49,59,52,67,41,53,64,45,37,52,70,96,69
14,100,108,106,146,113,76,76,88,57,74,80,55,55,48,43,9,-1,5,46,71,78,85,96,123
15,127,104,76,67,92,75,65,76,71,54,39,-1,-1,-1,-1,-1,14,54,51,62,74,75,84,80
16,68,121,121,122,137,94,89,115,102,80,72,62,61,81,66,60,66,70,62,82,90,54,-1,43
17,113,123,126,135,136,108,83,74,69,13,-1,-1,-1,-1,-1,-1,-1,70,84,75,84,103,157,127
18,126,142,98,108,125,119,79,74,82,71,64,88,82,48,-1,51,35,68,68,60,77,87,66,48
19,127,127,122,143,122,97,123,130,128,127,121,113,103,111,97,94,93,79,78,87,121,122,99,165
20,185,232,168,143,164,188,176,131,130,130,108,45,102,13,11,69,53,49,66,42,102,124,171,183
21,176,169,150,168,185,157,134,136,174,109,31,115,94,107,44,61,9,-1,37,82,130,149,143,136
22,155,174,169,179,180,191,151,150,80,69,2,113,100,83,41,9,83,78,113,126,115,121,159,177
23,191,159,155,152,147,131,161,141,134,150,135,62,25,12,84,58,80,69,52,54,63,108,68,140
24,134,141,174,162,126,124,107,93,93,119,112,119,105,79,86,66,60,33,60,48,92,133,149,137
25,172,174,195,210,157,157,167,146,130,140,107,117,129,92,91,98,90,86,86,86,117,119,94,109
26,138,182,192,197,158,166,175,151,134,128,125,111,110,90,76,70,77,106,111,103,124,143,146,158
27,181,181,177,177,130,133,141,144,151,139,143,132,90,102,101,85,85,72,84,75,82,94,158,161
28,155,193,178,173,152,122,139,127,108,118,125,122,96,68,74,73,59,67,98,101,73,33,65,163
29,177,164,185,189,168,152,105,116,120,137,121,126,82,75,66,56,72,71,66,85,126,89,159,168
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
