nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,26,14,15,17,23,13,31,19,26,26,15,13,20,9,12,14,7,7,14,21,26,28,22,""
02,18,18,18,31,31,49,29,60,35,29,35,27,24,23,16,22,14,12,7,14,13,14,29,22,""
03,24,23,18,14,22,24,25,20,22,20,22,11,15,16,13,10,7,13,9,13,18,32,24,24,""
04,14,28,26,29,31,31,28,27,28,9,14,10,18,12,10,7,18,16,13,18,23,24,23,44,""
05,37,21,33,26,39,18,19,13,9,8,15,16,5,3,12,9,13,18,9,15,27,28,48,20,""
06,11,14,30,12,18,16,13,21,18,8,14,8,10,15,10,9,15,12,25,16,23,22,24,14,""
07,16,13,16,23,23,21,35,34,27,32,25,23,24,15,16,23,15,11,17,31,28,34,24,33,""
08,34,33,28,37,32,33,35,31,21,9,16,10,9,5,4,3,8,3,5,13,24,29,23,28,""
09,21,20,16,23,17,11,7,15,16,14,10,11,6,5,7,3,2,11,11,11,21,21,27,25,""
10,30,26,17,14,21,24,33,31,27,30,19,14,7,2,8,7,16,12,17,25,28,32,35,37,""
11,38,34,37,27,20,39,32,34,23,30,34,40,12,14,12,8,11,12,15,28,30,31,21,30,""
12,25,27,28,21,24,20,25,29,22,32,19,12,15,13,7,10,13,12,24,24,20,37,45,37,""
13,39,45,29,47,32,37,37,39,32,44,42,23,29,16,9,6,9,6,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16,25,25,41,33,39,""
17,45,30,44,36,47,40,49,47,40,58,40,29,27,21,18,14,5,11,21,21,28,33,29,37,""
18,48,30,37,26,32,25,42,32,33,18,19,26,14,10,15,11,19,12,22,21,28,21,29,24,""
19,35,60,35,32,30,31,33,30,39,29,16,23,15,19,13,14,12,13,19,18,22,31,39,33,""
20,27,35,32,29,35,39,28,46,41,34,27,26,17,11,20,10,16,9,14,11,21,19,23,18,""
21,27,30,29,21,41,34,34,17,22,25,23,22,7,19,10,8,11,7,13,24,21,28,28,33,""
22,40,34,28,24,21,19,35,25,30,20,20,18,14,11,3,5,5,9,13,19,24,19,29,34,""
23,28,22,31,20,21,27,29,41,24,22,28,-1,-1,-1,-1,-1,-1,9,16,23,23,37,20,37,""
24,33,34,29,46,29,35,30,58,63,50,42,20,21,27,37,44,9,12,15,11,22,35,30,40,""
25,34,30,40,39,33,34,30,13,26,20,17,11,10,16,10,12,8,8,10,3,3,9,24,35,""
26,33,27,19,27,22,22,24,24,21,26,29,16,20,20,16,17,17,17,22,20,33,31,48,40,""
27,30,37,34,38,32,36,35,34,30,21,26,23,26,17,17,15,11,9,11,18,21,33,34,31,""
28,46,29,38,37,43,42,43,52,38,35,41,37,23,11,17,14,22,18,17,14,22,44,32,47,""
29,42,39,46,48,44,34,29,31,45,37,25,34,22,18,21,11,15,13,18,35,22,38,39,41,""
30,45,46,35,43,47,38,43,38,33,30,31,20,26,35,29,19,16,15,16,27,25,33,65,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
