oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,0,0,0,137,257,160,132,137,229,81,120,340,74,285,133,292,46,24,1,0
02,0,0,0,1,0,64,92,117,21,0,0,0,0,22,200,166,165,243,203,639,602,671,318,276
03,563,267,385,199,117,48,164,305,515,504,160,93,37,225,225,83,109,140,189,563,172,47,43,3
04,24,6,220,156,75,183,312,152,284,143,118,42,40,191,184,64,190,315,167,52,58,80,7,0
05,0,0,0,0,0,0,125,282,182,170,152,196,130,111,132,267,211,241,351,438,544,460,127,77
06,107,91,304,79,48,192,356,349,406,253,249,340,301,223,197,257,327,369,419,267,33,20,253,246
07,265,172,296,194,148,203,328,375,429,217,315,299,323,218,246,604,363,557,485,547,225,160,440,475
08,223,129,233,167,257,236,122,156,413,300,79,50,162,270,552,290,263,98,249,96,114,382,140,80
09,267,509,557,172,60,354,203,288,333,156,238,514,142,176,72,245,139,163,236,299,80,21,99,26
10,28,20,28,35,49,289,124,168,146,49,55,101,147,155,351,359,489,222,382,70,142,49,261,52
11,13,19,338,297,409,393,433,286,135,73,67,20,26,21,31,26,24,117,123,106,50,95,12,20
12,17,21,16,0,27,215,159,103,156,111,116,155,159,161,100,115,139,107,196,232,156,106,317,75
13,49,38,17,22,19,226,186,125,156,168,161,196,95,386,138,220,228,314,345,175,174,170,124,31
14,36,69,331,43,47,36,189,183,167,168,105,36,65,156,129,99,204,158,55,28,32,56,92,89
15,72,60,47,49,188,135,147,111,128,132,116,130,94,85,56,83,47,40,74,35,50,31,92,380
16,6,8,14,9,12,84,128,123,140,106,306,179,14,122,124,104,73,98,147,210,220,232,261,88
17,8,12,25,60,43,57,64,121,71,115,256,286,294,69,73,99,59,109,191,141,230,210,402,501
18,461,472,431,465,308,71,98,99,40,49,102,163,90,205,209,120,101,151,138,96,127,98,111,130
19,132,110,127,119,138,108,207,196,132,108,126,193,163,156,106,266,110,144,107,101,123,375,23,112
20,497,270,163,178,148,119,147,191,125,113,139,115,130,106,83,53,28,61,65,58,58,66,70,191
21,187,44,60,43,20,23,42,34,280,368,0,0,0,0,29,229,430,268,129,33,265,57,278,342
22,275,188,277,568,339,193,173,78,307,526,381,498,576,400,396,636,429,261,127,246,142,114,95,556
23,383,609,583,184,136,46,3,1,80,559,134,48,31,39,8,3,3,2,3,2,20,25,11,7
24,6,1,0,0,0,0,0,3,5,2,376,0,0,0,0,0,0,0,0,0,4,145,138,301
25,288,177,83,48,40,38,41,39,38,66,150,183,104,95,109,126,100,230,185,189,437,196,271,355
26,366,267,154,40,34,31,39,45,50,62,159,156,116,118,107,126,161,139,350,200,229,194,140,283
27,433,392,52,43,56,63,51,74,73,73,212,352,181,255,121,188,137,330,180,216,254,304,447,470
28,580,354,158,68,56,60,56,74,55,32,69,80,147,145,70,80,102,252,107,105,171,189,197,139
29,64,36,39,70,85,101,51,62,49,96,50,58,66,136,37,6,13,11,12,30,46,8,17,14
30,56,13,4,15,20,24,12,23,40,14,48,14,8,19,11,17,26,5,39,15,29,20,32,0
31,0,0,0,0,0,0,0,0,0,0,109,102,23,50,36,57,56,27,63,35,36,42,39,20
