oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,40,67,61,47,43,52,51,43,57,54,31,29,31,22,22,13,16,11,18,24,29,35,36,43
02,45,60,62,76,42,52,67,70,61,55,41,42,33,23,30,15,15,22,21,21,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,16,29,31,40,40,36,58
04,60,48,72,64,60,62,73,54,67,62,44,41,36,19,17,24,12,20,29,27,37,62,43,62
05,67,51,59,82,73,49,71,77,64,61,56,36,34,23,12,18,23,13,28,30,-1,-1,-1,-1,-1
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,15,19,19,32,38,37,54,52
07,57,58,54,63,54,66,50,71,42,38,40,23,26,28,20,10,12,20,26,37,34,-1,-1,-1,-1
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,29,41,33,29,19,22,20,16,12,35,43,56,53,53
09,59,61,56,56,50,52,54,56,50,46,33,32,18,26,13,18,17,12,20,19,37,31,45,47
10,41,44,53,49,53,42,54,39,28,36,31,30,27,21,18,13,11,17,15,22,28,48,44,46
11,47,55,47,58,39,49,35,46,46,36,32,28,19,19,19,18,21,12,18,32,45,41,66,49
12,53,48,64,43,57,47,57,57,43,32,35,22,-1,-1,22,17,11,21,20,33,42,58,60,74
13,47,52,62,58,55,65,48,53,56,41,33,37,24,26,23,17,26,21,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,34,25,29,25,37,38,52,67,80,106
15,79,90,80,87,61,76,76,86,50,43,43,47,35,35,31,29,25,36,34,48,-1,-1,-1,-1,-1
16,56,82,84,75,49,57,57,49,50,42,42,31,31,21,-1,-1,-1,-1,-1,-1,27,42,58,63
17,64,62,82,54,61,34,56,66,53,51,33,38,33,21,22,23,20,19,33,43,36,56,70,64
18,64,75,68,67,59,64,88,53,41,49,27,21,27,26,20,24,22,12,23,22,29,59,68,68
19,75,79,74,76,49,59,61,55,49,29,46,34,31,21,28,28,24,19,28,25,39,49,60,65
20,55,89,83,88,74,133,94,57,50,52,42,45,25,28,19,16,17,19,16,25,28,53,73,96
21,102,126,112,122,153,146,79,114,79,46,31,27,34,20,25,20,21,18,23,25,50,41,86,74
22,127,124,114,130,107,127,112,122,96,59,43,36,30,16,24,19,14,18,26,19,22,48,63,65
23,95,92,94,100,87,94,103,62,51,50,38,29,23,14,17,26,21,18,23,28,31,32,59,73
24,68,76,102,75,72,55,93,79,46,42,42,35,31,20,21,14,18,19,26,33,45,35,67,71
25,60,88,67,78,59,79,94,44,52,49,37,25,20,16,8,17,11,30,29,28,42,53,53,53
26,74,73,57,58,62,63,47,57,52,62,43,31,23,24,19,22,8,21,18,36,47,39,46,39
27,71,30,71,79,63,70,52,42,36,40,35,48,43,23,21,14,15,13,30,26,40,39,57,46
28,41,70,80,57,61,58,49,43,39,24,44,28,26,20,16,10,13,23,23,26,32,51,53,50
29,67,48,63,58,51,49,47,42,75,34,21,24,25,24,20,6,15,22,23,21,41,42,62,48
30,56,68,71,56,65,61,47,55,45,41,47,46,26,25,17,27,14,15,23,36,70,44,53,49
31,69,61,65,71,50,44,56,39,49,38,39,32,23,18,24,21,19,16,25,-1,-1,-1,-1,-1,-1
