Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,2,3,2,4,1,3,2,5,7,7,4,12,3,14,4,8,6,7,10,5,4
2,11,12,11,16,11,7,7,3,-1,1,1,2,8,8,5,12,7,20,16,19,19,22,18,17
3,5,-1,-1,-1,2,7,5,5,1,3,4,6,5,7,5,2,7,11,8,4,9,2,1,6
4,9,8,13,17,16,5,2,3,2,5,4,5,5,10,12,6,9,17,16,14,14,11,12,8
5,8,-1,-1,-1,6,3,4,-1,-1,-1,4,5,6,11,11,14,13,18,14,12,14,26,19,11
6,7,-1,-1,9,5,-1,1,3,3,5,6,6,9,3,12,14,22,18,11,16,13,19,9,21
7,10,-1,-1,-1,3,1,3,1,-1,-1,5,-1,4,8,13,15,11,19,17,16,16,18,13,13
8,12,22,13,7,1,4,4,-1,2,4,1,1,4,4,9,13,10,14,11,7,7,11,24,22
9,8,-1,-1,6,-1,-1,2,8,2,1,1,1,3,2,6,12,13,8,5,6,8,6,5,3
10,4,-1,-1,2,8,-1,1,-1,3,3,3,4,8,13,8,2,3,10,7,13,11,8,1,1
11,4,10,10,-1,-1,4,4,2,-1,-1,3,2,2,7,9,10,9,13,17,7,16,9,13,7
12,-1,-1,-1,6,3,2,1,-1,1,6,2,3,5,5,8,4,5,8,8,5,4,5,4,8
13,6,10,7,7,7,2,4,2,3,2,4,4,7,6,14,4,12,7,8,10,8,13,7,6
14,7,5,9,11,3,5,5,3,4,2,5,14,7,11,11,11,12,11,14,10,11,9,15,8
15,6,5,10,-1,-1,-1,-1,-1,-1,-1,6,1,10,12,18,13,20,17,16,11,22,14,15,12
16,18,8,12,7,-1,-1,3,2,4,-1,11,5,6,9,13,15,24,24,20,15,13,22,14,15
17,11,-1,-1,-1,6,3,1,1,-1,-1,-1,-1,5,10,8,9,11,18,10,12,7,19,9,16
18,-1,-1,-1,-1,-1,-1,7,4,2,1,4,8,8,8,17,7,15,16,11,11,11,16,10,-1,-1
19,15,12,9,7,20,9,4,2,5,2,5,10,8,14,16,5,17,11,13,13,9,9,16,9
20,14,14,15,8,11,11,6,-1,5,2,-1,10,17,12,6,27,25,20,18,14,17,11,19,14
21,-1,-1,-1,4,11,11,6,6,4,1,4,7,10,13,18,7,9,-1,9,17,13,5,-1,-1,-1
22,17,6,4,4,13,8,1,-1,-1,3,2,4,8,11,11,19,19,21,14,22,22,16,18,14
23,13,8,13,9,17,10,7,2,2,2,3,8,18,15,12,17,20,12,12,18,11,17,22,27
24,11,7,8,3,-1,-1,-1,-1,-1,2,-1,2,6,9,4,13,5,13,13,6,4,5,6,2
25,5,10,4,1,-1,-1,1,2,-1,3,2,4,6,14,14,12,13,12,10,12,12,4,6,4
26,-1,-1,20,12,-1,-1,-1,2,3,3,-1,6,7,2,12,16,16,15,21,6,15,15,18,9
27,11,17,17,17,11,12,4,6,5,4,2,8,12,11,13,14,28,17,11,15,15,17,13,13
28,9,9,16,10,11,6,5,5,2,5,6,3,12,6,6,14,8,12,8,9,5,7,8,3
29,11,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,12,12,8,14,11,10,15,11,14,11,11,9
30,10,9,5,-1,-1,-1,8,3,-1,-1,-1,-1,-1,-1,-1,14,24,20,16,18,15,16,20,25
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
