Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,55,38,25,28,25,11,12,9,4,5,12,21,25,32,35,24,21,30,45,27,39,54,50,62
2,49,35,21,9,11,8,3,2,5,8,7,14,11,22,25,54,42,39,55,42,53,55,46,56
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,22,24,34,26,36,37,51,-1,-1
4,64,48,-1,-1,-1,-1,-1,-1,-1,13,16,14,29,24,37,-1,-1,-1,-1,-1,-1,-1,-1,59
5,-1,-1,-1,-1,-1,-1,-1,14,11,8,8,17,30,42,33,42,31,45,49,36,50,65,38,69
6,65,46,27,26,18,14,15,-1,8,6,9,16,27,46,47,37,40,40,35,32,-1,-1,46,43
7,61,39,24,19,15,18,16,10,14,15,17,16,34,45,52,45,28,38,42,51,48,55,72,57
8,49,-1,36,-1,20,19,16,13,10,9,8,18,23,38,40,61,54,49,33,53,56,64,86,45
9,65,37,22,20,16,12,12,9,12,16,11,20,22,40,54,52,46,39,43,36,-1,-1,-1,82
10,56,-1,28,22,25,18,12,14,11,10,5,16,26,38,47,48,39,51,42,42,54,59,53,-1,-1
11,74,-1,-1,-1,-1,-1,-1,21,15,11,16,21,43,34,49,51,46,36,51,42,66,62,64,62
12,40,29,25,20,14,15,18,14,5,7,10,14,24,34,29,53,38,46,53,50,52,68,72,62
13,65,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,40,48,38,48,56,64,70,78
14,49,38,20,25,16,16,-1,-1,-1,10,9,19,26,33,33,43,43,46,34,53,52,73,74,71
15,-1,-1,-1,-1,-1,-1,12,-1,10,13,7,17,23,35,49,61,43,44,47,51,65,72,-1,-1,-1
16,-1,-1,-1,-1,11,17,-1,13,7,9,12,21,36,48,37,47,57,34,52,50,52,54,81,66
17,45,39,18,15,19,24,10,16,10,6,9,14,32,38,49,56,54,52,50,57,57,64,60,47
18,55,42,24,18,16,19,13,7,9,14,16,15,30,35,57,57,46,51,42,42,60,65,86,66
19,69,36,25,19,14,15,10,10,9,6,10,16,22,37,52,47,36,48,49,53,63,75,71,67
20,47,29,29,26,14,12,12,17,6,15,13,18,32,24,53,50,51,43,44,46,67,80,83,65
21,60,-1,25,10,25,15,16,8,10,8,13,20,40,46,59,50,33,40,44,45,50,75,78,81
22,-1,44,20,16,14,29,8,12,9,11,8,15,23,-1,53,55,75,106,53,54,84,97,75,107
23,56,34,-1,-1,-1,-1,14,14,8,12,8,16,35,42,45,53,55,41,50,51,69,58,91,61
24,60,-1,20,24,-1,20,-1,-1,-1,13,22,22,24,47,58,49,41,49,49,53,70,83,85,73
25,78,50,23,13,15,13,10,9,12,14,15,19,26,43,54,41,48,48,36,70,70,74,78,60
26,49,-1,-1,-1,-1,-1,-1,-1,-1,14,16,24,24,29,48,43,58,56,45,49,91,74,74,62
27,66,41,-1,-1,-1,-1,24,27,9,20,27,23,27,41,57,43,47,56,55,68,79,71,95,79
28,-1,-1,-1,-1,26,23,14,15,16,11,12,25,33,30,38,53,34,43,28,54,72,75,72,82
29,40,-1,-1,-1,26,-1,-1,-1,6,7,5,30,17,36,45,47,53,45,58,69,74,82,132,84
30,-1,-1,-1,-1,29,22,17,15,-1,-1,-1,11,31,32,48,49,60,45,54,66,76,73,82,57
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
