Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,19,18,16,22,13,22,21,24,25,22,5,3,4,24,35,30,57,49,16,39,29,18,21,26,""
2,31,18,14,17,20,23,38,37,2,1,-1,-1,-1,1,9,20,35,45,48,41,32,24,11,12,""
3,15,29,17,26,26,15,18,25,29,32,61,27,2,-1,31,56,57,48,21,25,19,13,1,14,""
4,4,13,17,28,18,21,51,46,60,29,55,53,5,7,21,6,31,21,23,11,9,10,19,13,""
5,5,4,13,14,12,18,25,26,43,55,76,86,50,6,23,50,60,42,29,15,-1,6,11,18,""
6,21,26,10,4,3,26,33,31,48,64,29,46,28,37,54,56,55,36,25,24,13,13,10,16,""
7,16,13,16,15,31,25,43,44,50,75,96,78,74,54,74,69,61,59,27,32,18,29,15,16,""
8,24,18,21,22,15,36,51,66,61,74,93,73,70,50,3,12,37,47,19,17,6,5,10,13,""
9,11,13,8,19,5,21,23,31,50,51,68,50,-1,5,67,88,44,50,19,16,24,17,16,31,""
10,7,17,27,17,12,15,38,35,68,70,111,107,108,76,87,95,87,58,43,14,12,15,11,16,""
11,9,11,14,17,5,10,34,30,60,84,78,16,13,51,69,50,89,72,51,42,21,19,26,38,""
12,24,32,26,28,22,41,52,57,27,51,16,77,116,103,105,101,105,90,55,32,13,2,4,16,""
13,20,23,16,10,8,25,30,42,56,63,85,96,67,94,85,37,25,12,12,13,10,11,7,6,""
14,9,10,8,5,21,29,19,17,11,9,8,61,58,82,43,81,105,71,51,14,15,7,18,29,""
15,28,19,14,10,15,32,26,28,17,14,5,-1,-1,21,65,70,90,76,47,51,17,16,15,17,""
16,16,17,15,11,16,25,29,28,2,10,3,2,-1,-1,-1,1,-1,21,55,33,16,10,23,38,""
17,31,23,9,14,40,42,61,67,59,72,43,40,55,30,18,28,50,39,3,5,15,14,15,31,""
18,23,19,19,34,37,48,51,52,68,47,43,104,96,114,120,84,72,75,53,29,40,34,43,27,""
19,33,29,2,-1,3,1,30,34,19,2,14,49,53,39,12,42,35,43,22,11,9,9,11,12,""
20,10,11,11,16,17,39,28,35,63,51,50,64,66,75,63,62,64,48,31,20,15,13,18,18,""
21,17,15,18,17,27,49,43,36,59,78,91,73,32,67,60,61,41,46,34,28,21,19,22,29,""
22,16,17,27,23,50,49,42,41,78,88,112,76,86,92,61,56,43,40,43,29,16,10,28,25,""
23,21,18,26,33,45,42,32,58,64,70,83,57,74,29,18,23,16,9,15,8,10,7,13,8,""
24,7,6,6,5,13,37,19,14,41,59,76,60,33,15,53,60,26,23,14,14,20,10,13,23,""
25,23,18,17,11,20,36,44,17,19,35,55,68,67,53,60,52,45,41,21,22,23,11,29,21,""
26,27,24,15,25,88,62,53,50,97,141,129,105,91,72,55,51,49,35,20,14,15,23,22,39,""
27,46,29,36,48,110,100,64,15,86,97,64,52,17,53,13,15,43,22,8,4,12,10,30,30,""
28,31,17,33,63,86,74,64,65,83,74,47,6,44,51,18,17,20,16,16,5,12,4,10,12,""
29,8,14,19,30,37,26,37,22,25,36,50,34,21,36,39,32,9,17,11,13,5,8,5,15,""
30,11,14,16,48,75,49,49,42,72,93,108,70,58,43,36,30,17,16,13,12,8,14,9,13,""
31,13,23,50,35,26,32,31,52,89,55,27,32,20,9,-1,-1,-1,-1,1,-1,-1,-1,2,17,""
