jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,16,20,20,20,13,21,23,12,16,17,22,20,16,14,14,25,36,46,10,16,33,18,23
02,23,72,55,26,28,26,25,21,17,18,15,33,11,41,47,67,39,4,13,4,3,9,17,31
03,41,36,30,27,21,25,32,22,31,18,23,23,11,9,14,6,14,4,8,9,40,29,4,21
04,21,14,19,23,21,27,28,28,25,23,19,15,16,13,16,14,8,8,6,2,9,17,29,25
05,17,58,21,12,23,19,17,28,26,18,18,13,10,15,16,16,8,3,2,14,11,14,8,14
06,15,25,11,11,20,20,25,17,19,14,9,9,11,12,9,5,8,1,3,7,20,15,13,16
07,18,34,21,25,23,20,24,28,17,20,13,8,7,19,11,16,3,6,4,14,20,16,17,18
08,16,27,31,26,24,32,31,26,24,27,12,12,13,7,5,8,39,54,31,146,37,44,55,18
09,24,41,59,39,25,24,32,32,29,19,12,26,9,22,11,7,3,7,9,6,38,22,12,16
10,16,26,23,32,21,24,27,12,14,10,7,7,17,3,13,21,11,9,5,5,20,7,10,27
11,26,77,41,23,19,15,33,26,54,66,80,105,50,6,5,6,6,5,5,7,8,9,13,22
12,27,71,58,36,18,27,29,16,37,51,5,3,1,1,3,8,8,6,5,4,10,21,10,21
13,15,17,28,19,20,22,20,22,15,8,10,6,13,4,7,14,6,4,3,4,11,12,12,21
14,32,30,23,26,21,13,22,15,10,5,5,1,7,3,4,6,6,6,13,28,57,11,12,22
15,27,17,25,35,29,22,14,17,25,14,20,5,13,5,5,11,11,9,9,6,12,11,16,15
16,19,21,23,21,14,26,24,17,11,20,9,17,10,8,9,2,7,13,9,7,15,12,14,18
17,26,33,22,16,24,25,27,16,14,11,11,3,5,7,2,2,1,3,5,4,4,5,3,11
18,6,7,11,6,10,13,17,7,4,10,8,6,5,8,10,7,3,5,3,3,10,30,5,6
19,23,13,20,16,12,21,13,15,14,13,11,8,9,7,9,4,12,10,6,7,8,8,12,17
20,24,32,31,19,21,15,13,11,17,6,8,7,8,3,8,8,6,3,10,8,8,24,28,18
21,14,29,27,25,15,21,22,17,15,20,8,11,10,12,8,8,2,7,13,3,3,8,17,7
22,11,11,13,15,15,17,15,16,8,10,62,98,15,6,12,4,6,9,64,15,22,41,22,25
23,44,93,49,28,22,24,30,25,19,18,10,16,32,8,6,3,3,10,9,8,11,29,26,45
24,52,63,95,37,36,56,91,138,93,147,93,54,14,23,56,178,79,33,12,17,19,65,36,31
25,26,33,51,49,25,17,22,21,16,31,38,15,17,39,10,11,57,114,19,12,24,22,21,32
26,48,53,49,50,34,30,24,24,21,24,23,23,16,25,23,18,16,9,49,85,13,28,34,62
27,70,65,62,56,37,30,17,12,25,20,22,27,22,22,19,17,13,10,11,13,10,32,31,38
28,50,54,60,56,39,38,29,29,29,30,20,22,20,23,18,19,24,17,10,11,14,31,42,65
29,58,70,71,77,46,26,31,154,128,32,24,18,17,14,20,14,11,12,9,10,28,125,39,58
30,70,62,62,62,47,39,20,32,32,27,27,20,20,14,19,18,23,16,54,78,39,27,36,53
31,36,68,58,55,34,32,24,33,43,98,79,10,14,8,5,9,5,11,5,18,47,42,23,31
