jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,17,20,54,43,53,-1,-1,-1,-1,-1,-1,-1,-1,26,21,28,-1,-1,-1,-1,10,7,7,13
02,22,25,52,86,83,76,42,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,12,13,22,6,38
03,14,42,26,57,27,35,36,44,5,27,96,32,63,19,15,11,10,18,-1,-1,-1,12,8,13
04,23,37,31,53,55,46,58,62,34,32,23,26,30,14,20,14,7,10,10,12,18,9,5,5
05,9,18,25,75,37,34,50,69,35,28,32,14,20,13,13,10,6,8,29,8,14,10,6,6
06,18,11,22,55,92,41,33,27,36,21,27,18,34,23,11,17,10,7,13,12,16,19,19,5
07,20,26,19,32,32,23,46,50,38,37,21,-1,14,16,12,15,12,6,7,13,19,8,7,6
08,28,22,7,25,36,37,24,38,60,37,38,29,26,18,22,20,13,10,8,16,11,8,8,9
09,18,30,38,52,44,63,49,58,51,54,26,-1,-1,-1,-1,15,7,6,15,12,13,12,8,9
10,18,22,29,41,49,38,49,66,31,30,28,35,20,22,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1
11,27,19,22,30,35,26,45,41,33,52,72,18,9,70,49,-1,-1,-1,-1,-1,15,7,6,6
12,8,14,-1,-1,-1,-1,-1,-1,-1,14,18,-1,-1,-1,8,10,12,14,9,11,-1,-1,7,14
13,22,27,43,27,35,24,27,46,-1,-1,-1,-1,18,39,14,10,7,-1,-1,-1,-1,5,15,6
14,10,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,5,8,8,9,16,10,13,11
15,25,15,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,11,8,10,21,10,6,-1,13
16,20,15,23,37,38,67,57,34,32,27,17,29,23,20,16,26,8,13,21,11,15,8,7,13
17,23,16,13,21,26,55,27,40,20,23,23,13,29,13,14,12,14,-1,9,11,11,8,9,5
18,11,31,18,25,53,25,11,28,14,25,22,14,14,13,7,7,14,-1,18,-1,15,9,5,7
19,14,17,24,41,38,35,61,21,21,34,15,17,22,10,23,-1,8,-1,6,11,14,5,5,9
20,22,18,31,18,31,32,33,36,14,33,29,15,13,11,18,6,4,4,14,12,10,5,11,7
21,16,22,24,28,38,23,-1,-1,17,38,29,23,10,9,7,10,3,7,7,6,-1,7,7,9
22,26,20,7,-1,-1,10,26,23,24,23,18,16,18,-1,-1,-1,-1,-1,-1,19,18,18,7,13
23,22,28,31,22,28,32,22,47,-1,27,34,30,16,12,-1,-1,8,11,16,14,11,9,19,37
24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,21,32,17
25,24,37,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,-1,23,12,12,13
26,15,32,24,41,35,52,32,31,-1,-1,36,35,-1,-1,-1,-1,-1,11,12,-1,-1,-1,-1,19
27,30,34,39,57,-1,-1,46,27,-1,-1,-1,-1,-1,-1,-1,30,15,21,-1,-1,-1,24,19,24
28,48,46,48,-1,-1,-1,-1,-1,18,28,36,36,36,31,35,8,8,14,19,24,15,12,14,21
29,44,57,29,62,74,81,38,34,43,31,31,15,15,28,12,9,-1,-1,-1,-1,20,13,30,33
30,46,40,47,91,107,45,83,106,79,54,46,19,16,13,-1,-1,-1,27,-1,13,-1,-1,21,29
31,50,45,58,101,81,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,19,28,25,43,37,28,24
