nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,128,125,121,143,146,147,151,132,123,120,114,112,94,106,109,109,95,91,91,105,97,119,135,135
1,125,135,168,228,179,125,118,105,121,138,131,124,124,111,96,101,89,83,87,73,81,90,150,179
2,174,126,82,92,89,96,127,138,165,130,133,106,96,-1,-1,18,98,101,114,113,133,116,107,130
3,126,140,151,140,138,129,160,82,78,68,129,113,42,64,99,83,70,89,100,106,89,123,110,124
4,117,102,109,126,140,119,115,121,103,123,118,102,98,102,83,88,83,83,89,84,119,111,114,114
5,124,118,140,147,144,118,125,98,98,148,135,106,118,109,87,102,89,7,92,107,104,108,138,130
6,129,143,105,144,139,160,127,128,113,123,116,122,126,106,109,96,94,80,88,95,87,99,91,120
7,109,109,147,139,139,137,112,118,108,121,85,66,65,67,54,55,58,60,57,74,58,73,74,69
8,61,49,58,57,75,71,83,64,55,49,52,47,55,50,49,35,39,34,50,57,41,80,71,65
9,71,68,65,64,69,66,61,73,65,70,78,54,76,69,69,57,62,67,70,62,73,90,80,78
10,88,82,90,109,96,115,124,94,74,85,85,88,92,67,76,68,63,65,77,63,74,82,96,95
11,102,88,110,112,97,120,92,95,102,107,76,75,79,74,70,50,57,70,67,59,61,75,83,94
12,87,83,100,95,97,96,97,91,82,78,91,77,75,67,77,48,65,58,59,61,69,76,69,76
13,78,84,85,84,91,102,90,96,85,90,65,51,72,58,56,60,47,57,56,54,70,79,97,81
14,82,85,95,103,91,93,89,82,81,85,73,67,64,61,63,58,53,65,55,64,72,63,71,68
15,85,60,79,89,79,80,62,42,66,63,65,62,53,48,65,56,51,47,44,69,67,89,81,70
16,77,76,80,86,117,79,95,78,73,70,65,71,62,69,62,50,61,67,79,79,91,91,116,118
17,139,110,129,121,113,156,135,128,93,95,40,23,37,10,15,15,21,25,23,31,81,129,29,10
18,12,37,15,62,107,84,126,97,101,101,124,42,55,51,69,53,61,55,51,58,81,89,99,96
19,98,94,115,134,109,108,82,90,103,79,72,80,62,50,59,54,45,53,52,62,74,87,74,95
20,86,59,92,86,106,85,96,83,86,95,81,58,60,56,54,50,49,42,63,50,66,70,65,69
21,64,68,84,68,86,66,95,93,75,64,68,50,47,57,55,42,50,48,42,48,90,57,83,74
22,64,75,79,63,101,81,91,76,56,77,68,67,49,49,46,32,36,48,44,58,55,65,87,81
23,88,97,88,94,101,90,89,90,73,91,70,63,68,74,49,49,28,46,51,57,69,70,77,86
24,113,149,209,208,138,113,104,83,94,98,79,74,77,65,65,51,48,52,45,49,58,73,75,80
25,75,64,85,80,91,90,91,67,74,72,80,59,62,47,53,39,50,48,40,58,60,70,71,69
26,63,71,88,75,86,87,94,80,75,77,68,54,65,55,47,41,41,43,44,74,62,80,70,76
27,76,72,98,93,97,93,83,84,87,83,78,75,66,56,53,56,52,53,47,67,67,68,64,95
28,84,104,96,107,107,119,81,73,78,80,79,75,73,56,73,48,40,52,62,59,62,76,73,65
29,85,84,94,110,185,119,73,76,56,45,63,64,52,39,31,33,40,43,43,49,37,50,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
