nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,36,34,49,66,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,52
3,51,55,65,0,0,52,0,27,11,13,70,65,24,26,0,0,29,0,31,19,6,22,34,54
4,45,52,65,67,64,0,57,0,0,0,59,52,53,52,33,53,24,28,17,22,19,0,0,49
5,54,60,69,55,66,0,0,44,46,30,33,37,44,44,0,45,18,22,23,18,0,31,0,52
6,0,0,52,79,72,70,0,65,42,43,48,0,30,29,24,0,0,30,37,35,23,10,28,35
7,47,51,51,0,0,0,70,46,34,36,59,58,55,45,57,44,52,50,61,39,40,40,26,38
8,38,50,52,71,70,78,69,82,59,36,39,33,53,27,36,28,25,28,22,27,31,22,21,16
9,0,44,60,88,101,77,0,63,0,27,28,37,20,30,28,29,22,46,43,32,16,20,15,15
10,32,45,42,64,51,51,46,47,29,15,33,31,50,62,38,40,31,30,30,25,15,15,17,22
11,26,53,42,55,58,53,58,36,33,25,28,13,18,18,17,22,16,10,21,17,9,23,17,25
12,42,34,40,47,49,56,49,34,42,39,38,30,20,33,56,40,33,34,26,32,23,32,24,39
13,35,42,60,74,41,65,54,57,38,47,57,61,51,56,47,47,45,37,23,20,16,26,36,52
14,40,48,51,73,76,60,52,49,52,54,43,43,44,37,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,23,24,25,29,27,0,30,22
16,27,26,31,43,47,55,38,43,36,27,26,42,38,46,37,33,28,39,29,36,19,25,18,17
17,47,50,47,50,62,70,60,38,51,20,23,44,31,31,29,24,17,26,30,22,20,24,13,19
18,27,37,37,55,55,66,63,39,39,21,55,43,30,40,46,16,14,13,12,9,10,10,14,29
19,31,49,35,54,65,59,56,47,30,47,36,35,33,19,16,26,19,18,28,23,20,28,28,28
20,44,39,44,38,44,48,47,58,44,59,58,36,27,27,29,26,36,35,0,40,0,27,28,31
21,31,27,38,52,46,56,46,62,48,38,30,36,33,35,28,22,29,37,22,32,16,35,30,28
22,36,35,45,54,39,49,55,57,47,40,28,43,31,40,31,33,19,25,24,16,18,14,8,10
23,26,41,45,34,48,63,55,44,32,19,17,35,37,31,36,26,23,11,20,8,10,6,7,18
24,28,25,30,30,46,39,31,19,8,18,18,29,32,44,43,34,26,28,18,21,17,16,18,16
25,45,23,24,30,36,24,32,28,30,27,24,25,30,44,54,35,28,36,34,18,11,26,12,35
26,33,39,38,53,50,48,0,48,40,0,60,41,0,41,32,32,24,24,12,10,14,15,11,7
27,40,39,53,50,53,75,50,58,41,42,50,40,50,22,21,17,12,18,24,26,39,28,27,28
28,34,52,55,53,73,65,71,20,44,47,34,54,47,58,38,41,32,21,24,28,24,22,23,29
29,33,42,49,67,61,54,57,63,47,35,41,42,39,40,24,24,26,29,21,21,25,21,21,3
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
