nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,4,6,29,36,18,22,18,15,7,4,5,5,4,0,0,0,2,0,0,16,29,18,0,""
02,0,2,4,26,15,21,17,19,16,17,9,4,6,7,6,5,11,7,16,21,22,27,27,25,""
03,15,22,34,26,25,24,22,20,20,13,10,14,10,6,8,5,8,4,11,11,20,12,0,1,""
04,16,21,31,26,30,21,22,16,13,11,16,10,10,15,6,7,5,9,7,18,0,19,33,15,""
05,20,29,29,30,25,35,21,24,15,19,10,14,11,11,5,6,2,2,8,17,24,19,24,14,""
06,10,26,24,31,19,24,28,8,1,0,0,1,0,8,7,9,2,16,11,18,23,25,32,24,""
07,15,23,20,13,20,23,21,14,19,15,8,10,9,5,2,1,8,10,10,14,18,28,29,18,""
08,21,22,21,2,0,0,0,0,0,0,0,5,9,8,9,11,8,9,7,13,23,28,28,0,""
09,13,16,8,17,23,23,17,19,16,17,10,6,3,5,8,4,7,9,7,20,18,20,18,13,""
10,25,28,25,34,30,28,28,20,20,18,10,9,6,6,6,7,8,8,17,28,22,29,20,16,""
11,19,13,22,30,29,25,18,3,3,12,17,14,8,0,0,2,13,16,5,14,23,21,24,12,""
12,16,12,24,27,23,26,23,20,10,12,12,18,17,13,-1,-1,-1,3,14,26,23,20,22,13,""
13,9,20,27,27,22,19,9,8,14,11,14,7,6,7,5,5,7,10,11,16,18,14,21,16,""
14,9,15,16,23,5,15,21,13,16,18,12,13,14,8,8,2,8,14,14,15,15,14,17,14,""
15,24,20,28,32,23,31,24,36,16,15,10,18,16,6,11,3,4,10,10,23,19,7,27,26,""
16,12,13,17,0,10,24,18,29,18,17,14,7,9,7,9,1,10,6,7,14,13,20,1,3,""
17,4,18,10,29,24,25,34,18,24,14,15,6,5,6,10,9,8,12,13,19,8,1,1,4,""
18,17,15,35,38,29,22,26,18,23,10,24,10,13,5,2,5,6,9,11,14,15,23,26,24,""
19,22,13,31,27,14,4,19,16,18,13,17,14,11,6,3,4,6,8,12,21,19,16,18,9,""
20,27,18,9,9,26,20,26,14,18,23,20,16,8,11,4,8,6,11,14,18,24,40,15,30,""
21,29,23,31,30,30,21,25,18,15,2,1,2,8,5,6,4,7,7,8,14,16,21,15,15,""
22,23,15,16,22,17,18,17,16,8,13,10,2,13,7,6,8,3,8,14,15,20,25,17,0,""
23,17,18,17,25,20,11,8,16,16,11,14,8,4,5,5,6,5,4,14,24,20,25,29,21,""
24,20,34,26,27,37,29,33,27,1,0,0,0,1,9,6,2,2,12,7,13,7,17,18,19,""
25,17,10,16,25,22,37,21,21,14,14,12,9,2,2,0,1,2,4,8,13,11,20,9,17,""
26,9,10,8,12,17,8,8,13,14,7,5,5,2,4,9,10,4,14,17,9,23,15,31,26,""
27,17,21,19,30,34,36,20,3,9,15,13,19,8,10,6,9,8,7,16,17,34,38,32,33,""
28,29,26,30,38,34,38,35,29,21,8,21,11,7,14,20,7,10,10,15,1,11,22,27,26,""
29,24,17,25,20,36,27,26,32,21,28,17,10,7,7,8,4,4,10,12,18,18,36,24,1,""
30,24,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
