nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,17,22,19,28,19,13,20,15,13,18,23,15,14,14,9,10,6,12,9,17,15,14,7,""
02,16,24,20,28,24,14,18,24,26,23,14,16,15,16,15,10,5,13,26,13,16,17,11,3,""
03,15,24,27,25,35,30,14,8,17,13,20,19,24,16,0,0,1,13,10,11,19,18,15,14,""
04,12,22,22,28,27,30,25,24,6,14,15,17,15,8,8,14,3,10,11,16,20,12,13,17,""
05,11,26,34,28,24,19,27,19,20,19,18,23,16,12,19,12,12,15,6,21,29,24,16,13,""
06,21,24,28,31,24,17,26,25,15,26,14,30,17,11,11,10,18,8,7,20,18,20,19,9,""
07,22,15,26,20,15,32,21,25,20,13,10,16,16,16,15,11,7,13,13,13,11,12,9,5,""
08,15,19,28,33,17,19,14,12,21,19,14,18,13,16,12,7,24,19,9,13,17,11,13,16,""
09,21,15,23,36,28,28,24,16,27,12,19,15,10,9,8,5,14,10,13,20,42,18,13,7,""
10,26,23,34,34,27,28,16,24,20,16,15,23,20,14,13,10,10,11,10,21,31,21,16,8,""
11,20,32,29,35,22,23,17,22,14,30,16,16,27,21,12,11,8,7,12,23,19,21,15,9,""
12,17,21,27,28,42,20,29,20,26,12,24,14,14,26,10,11,14,14,21,16,19,27,10,13,""
13,15,29,27,23,27,29,20,26,12,13,13,9,23,17,13,9,13,9,9,19,26,14,14,18,""
14,15,25,22,29,24,15,17,16,20,19,16,12,13,18,18,15,16,11,14,16,22,13,21,12,""
15,21,19,27,30,27,25,23,20,23,19,15,20,24,22,14,9,11,13,13,18,18,22,12,9,""
16,21,29,29,34,28,33,27,17,9,14,17,15,18,10,12,11,11,13,16,8,22,19,18,9,""
17,20,22,30,23,25,27,21,15,15,23,18,15,15,12,9,8,10,14,11,23,20,14,9,12,""
18,20,26,23,23,33,23,24,17,19,24,36,17,20,17,14,12,6,13,10,12,17,14,15,11,""
19,11,23,26,29,31,20,21,24,26,20,26,21,26,15,15,12,13,15,9,13,13,10,9,6,""
20,26,27,21,29,32,23,27,31,28,20,17,21,16,15,9,13,16,16,15,17,17,14,14,11,""
21,17,24,30,37,28,28,29,26,27,16,23,23,17,13,19,10,9,8,17,15,24,25,17,21,""
22,20,19,52,32,35,34,34,30,15,14,21,12,25,12,9,21,8,9,14,14,12,20,18,13,""
23,20,22,24,23,36,24,20,28,17,18,27,23,19,12,16,16,11,15,6,7,18,17,19,11,""
24,14,26,36,28,27,30,16,19,25,23,25,21,21,21,15,7,17,4,14,8,14,11,13,17,""
25,14,23,23,27,23,26,21,17,17,24,19,15,18,12,19,15,11,11,9,23,16,12,14,15,""
26,17,17,17,28,17,19,20,22,18,18,22,11,14,15,12,13,15,15,14,18,15,21,17,20,""
27,7,26,32,32,31,22,27,22,14,16,22,26,17,25,19,15,15,11,11,15,27,20,14,17,""
28,19,28,31,22,26,21,19,25,13,11,23,23,24,23,13,13,12,14,17,22,21,18,16,17,""
29,12,23,15,23,39,21,23,25,14,25,20,16,17,21,12,8,11,12,11,15,16,14,15,14,""
30,16,14,24,23,25,28,20,14,17,20,11,14,16,18,17,11,11,8,12,12,17,14,9,19,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
