jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,2,1,5,109,136,208,212,184,148,165,214,259,273,-1,-1,-1,297,249,249,269,293,264,192,186,""
04,143,173,162,182,228,224,223,270,252,346,368,-1,-1,139,289,417,614,239,264,187,172,138,128,83,""
05,122,104,184,196,152,164,217,207,193,178,201,260,260,173,160,177,178,187,158,173,-1,233,126,43,""
06,110,146,130,-1,212,154,129,141,126,113,187,193,193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,38,184,164,162,121,146,168,170,202,268,251,215,289,160,162,150,128,115,142,110,""
08,168,186,177,134,196,256,183,214,162,206,236,242,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,127,216,128,164,228,150,153,157,182,246,238,97,184,160,192,173,149,137,146,114,89,216,""
10,203,212,224,177,226,218,208,208,198,165,251,288,276,69,237,242,152,181,200,260,135,143,116,109,""
11,94,148,130,188,165,244,285,217,204,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,3,16,70,154,164,159,118,147,193,197,253,234,215,178,173,194,160,169,169,98,116,102,""
13,120,137,171,154,114,152,153,138,132,158,191,228,269,260,235,195,203,141,176,121,118,130,116,95,""
14,147,123,164,171,153,150,162,161,153,158,201,234,200,244,209,220,214,136,221,152,145,106,107,149,""
15,132,129,133,178,157,190,225,187,142,174,182,261,318,281,264,243,285,221,248,257,183,184,160,76,""
16,222,150,175,188,138,185,179,146,145,137,224,255,250,215,201,190,182,233,173,191,204,185,287,210,""
17,163,172,175,211,179,238,231,205,212,183,217,247,266,281,260,273,252,215,275,197,127,177,139,115,""
18,109,160,155,183,198,247,194,222,186,186,220,285,258,278,243,247,242,226,274,245,182,180,110,98,""
19,180,192,131,178,170,186,198,214,208,190,221,263,263,291,298,248,268,304,278,270,235,149,143,232,""
20,229,355,248,263,209,193,306,336,181,235,279,266,350,313,293,265,256,244,243,185,191,165,165,130,""
21,189,223,246,140,220,190,184,199,209,208,188,269,310,362,314,372,325,334,239,335,288,294,217,167,""
22,361,198,266,182,271,239,283,234,208,224,229,243,293,375,264,216,236,230,209,253,270,242,225,232,""
23,209,280,249,201,204,235,240,323,173,206,223,285,255,289,297,308,259,269,224,220,178,201,204,287,""
24,199,169,195,202,185,228,247,259,166,200,216,230,234,267,282,290,261,293,221,190,169,181,192,169,""
25,189,205,221,202,242,164,258,233,155,217,257,251,293,260,288,295,254,228,286,239,202,178,140,232,""
26,238,203,261,230,208,196,255,200,149,166,304,242,204,294,326,299,249,187,154,145,119,182,181,170,""
27,242,236,252,254,180,236,203,196,153,184,243,207,214,314,297,269,299,217,247,231,257,279,295,254,""
28,165,201,243,246,227,213,246,208,136,205,280,264,266,250,324,275,274,199,236,201,158,196,157,150,""
29,172,231,257,205,167,169,194,201,177,156,237,235,297,373,325,291,266,258,280,251,200,336,233,319,""
30,362,375,332,353,261,238,201,223,165,220,240,274,266,222,243,197,219,179,221,132,168,87,135,119,""
31,143,163,159,149,126,190,188,163,132,173,157,177,213,262,289,260,207,207,249,166,141,169,96,-1,""
