jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,14,25,38,42,34,42,41,35,31,47,37,21,12,4,16,11,21,28,9,9,8,13,13,""
02,20,6,7,20,9,14,8,16,22,18,12,28,15,16,13,31,10,18,18,23,26,21,26,41,""
03,37,99,39,38,47,202,322,278,212,285,222,248,318,285,191,140,36,39,40,37,51,66,56,61,""
04,62,117,114,156,157,161,111,105,102,122,174,194,195,160,107,89,62,46,28,53,47,29,37,39,""
05,40,44,54,49,63,76,44,55,58,71,49,48,54,50,45,31,34,24,27,22,13,24,23,27,""
06,19,33,34,44,55,63,51,36,46,46,53,42,46,39,40,24,18,18,24,25,20,23,22,30,""
07,35,41,44,46,49,61,48,45,44,43,43,60,77,45,32,26,27,22,21,22,22,19,27,23,""
08,24,21,28,42,51,47,38,32,39,31,40,44,44,42,69,21,23,13,21,16,21,18,11,25,""
09,16,27,32,44,39,48,35,33,41,45,54,68,48,36,15,13,9,17,223,21,24,15,16,26,""
10,26,20,26,36,40,31,31,28,30,25,37,48,48,33,23,20,13,15,11,11,12,14,15,12,""
11,28,27,28,37,45,47,37,48,35,25,37,37,39,28,44,46,18,12,5,34,23,20,29,26,""
12,38,33,40,32,52,38,39,41,43,30,47,71,54,31,30,22,15,14,9,9,12,17,16,20,""
13,19,28,36,34,34,41,39,38,28,43,41,16,54,41,22,22,17,10,14,12,21,20,13,29,""
14,22,25,18,39,39,35,54,41,33,26,47,50,38,29,22,32,12,11,13,14,14,24,17,19,""
15,30,16,27,48,54,37,33,31,35,48,44,43,53,54,33,27,19,17,11,11,13,15,20,24,""
16,19,24,27,43,34,33,33,28,31,27,26,38,40,42,36,23,27,17,17,21,15,8,14,22,""
17,39,36,32,49,41,51,54,41,43,47,56,34,38,32,25,17,9,15,14,13,12,18,22,22,""
18,20,23,29,42,40,38,32,33,21,40,29,55,36,35,30,24,22,22,18,18,18,25,21,29,""
19,32,27,43,47,58,43,45,45,61,46,58,58,58,51,35,16,21,17,27,14,19,34,28,28,""
20,33,46,45,48,55,56,49,45,37,51,50,63,44,39,31,13,24,16,27,11,27,23,37,43,""
21,41,38,43,50,70,69,89,65,52,48,53,58,51,35,21,42,16,27,12,17,23,21,21,20,""
22,19,23,31,27,22,37,42,34,32,37,38,47,39,30,18,21,18,10,21,9,16,19,18,4,""
23,20,26,36,51,46,64,55,28,39,47,39,51,60,35,23,14,22,19,17,13,12,16,26,20,""
24,13,26,27,27,46,38,34,24,27,32,31,39,25,19,15,7,12,7,12,13,12,15,18,24,""
25,8,4,10,16,24,7,10,14,12,9,17,17,20,23,9,12,7,6,3,4,5,9,6,15,""
26,21,30,39,41,43,47,64,47,46,42,47,47,52,47,34,16,7,22,16,19,47,44,15,30,""
27,32,23,43,31,49,42,40,38,37,38,51,34,45,36,27,28,18,18,18,27,31,156,70,19,""
28,29,27,47,33,37,36,45,23,49,34,35,35,31,33,21,17,10,17,12,15,36,37,46,21,""
29,20,36,30,43,41,48,31,36,43,40,29,34,36,29,37,19,16,8,13,13,16,18,17,15,""
30,23,26,38,37,31,32,38,38,42,47,47,38,43,32,22,22,7,8,13,21,17,21,27,20,""
31,19,23,29,28,35,40,24,49,56,50,41,38,59,32,29,30,9,13,14,19,15,33,24,28,""
