jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,17,16,16,23,14,9,17,10,9,5,8,6,9,7,5,6,8,5,5,3,5,10,15,""
02,14,10,11,30,9,19,8,20,10,8,10,15,11,10,10,6,5,7,7,9,10,9,13,13,""
03,9,14,17,12,18,17,14,14,12,10,18,3,11,6,5,8,4,7,11,15,16,14,32,39,""
04,38,45,49,82,99,121,147,98,24,14,33,36,29,35,33,14,18,12,10,10,8,7,8,12,""
05,12,14,17,27,27,25,18,11,9,4,8,10,6,3,3,4,4,5,6,8,10,11,8,12,""
06,13,21,20,12,18,23,10,15,15,11,11,2,8,4,10,8,7,11,6,5,5,11,8,10,""
07,10,19,10,21,22,21,11,6,6,4,7,11,12,7,9,2,5,12,9,11,3,5,8,6,""
08,7,7,17,25,20,18,8,10,12,3,6,10,10,17,8,3,7,3,3,5,4,11,6,8,""
09,8,22,15,8,17,17,12,9,7,5,0,7,5,5,2,3,9,3,1,8,4,7,9,12,""
10,12,10,13,14,21,18,9,12,6,6,8,4,7,5,7,3,2,3,9,9,6,5,12,3,""
11,7,12,17,15,11,10,13,8,7,5,6,8,7,3,2,6,7,2,7,6,4,9,8,12,""
12,7,12,12,14,11,9,9,7,11,7,6,10,7,9,9,6,1,6,3,4,6,6,8,7,""
13,8,12,11,17,16,15,14,9,6,12,6,10,10,8,11,13,2,5,4,9,10,10,10,14,""
14,6,12,16,17,18,12,12,12,14,7,11,9,6,12,2,7,6,3,4,7,5,11,8,13,""
15,8,15,15,15,12,10,10,9,13,9,6,11,6,5,7,9,7,6,6,7,7,3,11,6,""
16,14,14,27,18,19,10,5,9,6,5,6,7,2,11,6,1,3,5,5,5,3,14,13,15,""
17,7,14,13,19,12,15,12,9,6,10,9,2,11,5,3,3,2,9,4,4,3,10,7,10,""
18,7,13,19,16,16,6,8,9,14,8,8,11,4,9,8,3,5,3,5,5,3,13,8,11,""
19,11,15,15,18,19,9,14,9,10,4,7,10,9,7,9,5,5,6,6,3,6,13,7,5,""
20,6,14,16,15,26,10,3,13,10,14,3,13,11,10,4,7,6,2,5,5,6,6,11,8,""
21,11,7,13,12,11,12,12,12,8,7,9,10,5,3,8,4,5,7,6,3,9,9,12,8,""
22,6,11,9,17,14,5,0,4,13,14,10,9,8,5,7,5,5,3,8,4,8,12,13,9,""
23,5,10,11,12,8,10,15,11,9,5,4,3,8,2,1,5,6,2,5,5,5,7,10,14,""
24,6,10,13,9,15,10,10,5,8,12,7,2,5,5,5,3,6,2,8,8,10,8,8,10,""
25,9,9,17,9,12,8,13,6,7,9,8,8,6,4,8,3,5,6,4,9,3,5,1,10,""
26,12,11,13,13,15,10,9,12,9,7,8,6,10,12,5,2,2,4,1,4,5,11,6,6,""
27,10,7,10,15,12,8,9,8,6,9,7,8,6,8,8,9,3,8,3,2,12,15,11,12,""
28,14,11,11,14,20,11,5,13,6,9,7,6,6,4,4,4,6,0,5,9,7,11,14,10,""
29,10,11,6,15,16,9,8,5,13,12,10,3,3,9,7,7,5,4,7,5,12,8,10,10,""
30,5,7,16,13,21,11,13,8,7,7,5,4,1,4,3,1,0,5,3,6,5,8,11,7,""
31,8,13,8,10,15,13,13,7,7,5,6,0,4,4,7,5,2,5,2,4,5,11,10,-1,""
