jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,044,038,055,070,069,065,051,057,087,104,111,094,075,049,034,020,024,026,023,024,026,028,027,035
02,052,054,045,058,069,063,064,060,049,075,083,075,069,050,052,043,032,022,014,018,032,035,038,035
03,048,059,064,064,072,078,061,178,080,063,075,078,077,051,031,043,030,035,036,029,028,047,066,105
04,116,154,193,175,208,208,172,133,222,309,337,320,282,158,113,078,041,038,025,020,033,041,041,046
05,070,069,077,078,078,086,090,083,072,082,091,110,093,056,028,039,023,028,021,024,034,043,031,031
06,061,074,075,060,075,074,069,072,058,091,105,104,090,074,065,046,023,025,028,029,037,028,037,052
07,058,081,071,088,071,079,077,072,063,056,060,080,085,061,041,027,016,027,030,029,052,039,055,060
08,069,085,083,090,082,091,092,083,032,084,081,092,088,052,051,033,036,035,020,030,023,029,046,042
09,058,081,090,084,070,083,064,076,083,000,095,081,073,049,028,027,021,020,037,023,030,031,043,058
10,041,054,052,059,058,071,066,042,052,048,043,059,055,053,033,027,022,027,023,029,036,054,056,056
11,072,070,063,083,082,090,070,075,082,041,062,090,077,072,044,016,032,024,034,032,029,041,047,044
12,061,075,082,072,081,069,071,079,056,054,066,085,076,054,044,046,026,035,023,016,026,031,046,060
13,058,056,070,094,070,056,070,061,072,082,107,088,093,082,061,038,031,032,020,021,032,033,050,049
14,057,063,073,070,079,064,058,068,063,075,106,093,074,062,038,042,024,022,021,026,031,046,038,064
15,067,058,063,071,072,074,069,074,043,065,066,102,109,064,049,040,016,030,017,031,027,043,040,059
16,059,062,069,047,055,060,055,056,069,057,088,100,058,036,032,014,024,030,012,022,023,041,039,042
17,038,059,068,055,078,053,042,038,061,071,132,113,061,043,032,024,030,023,026,016,040,033,051,052
18,055,071,062,058,066,078,081,077,086,069,099,090,067,060,041,038,037,024,026,026,028,039,041,056
19,046,070,049,067,071,058,076,062,061,056,085,090,039,-1,-1,001,026,014,024,021,039,039,045,054
20,058,067,062,071,062,069,066,065,058,075,114,093,064,069,045,044,029,018,020,027,029,031,038,043
21,054,055,051,046,063,060,071,053,054,055,070,070,064,048,041,027,023,031,025,025,033,040,044,051
22,045,055,069,070,069,027,014,038,053,063,076,074,057,050,053,028,025,037,030,029,038,036,040,047
23,055,051,051,052,055,068,051,038,050,066,074,057,046,045,043,026,028,026,034,033,025,037,034,033
24,062,048,082,066,061,082,084,063,061,077,072,067,058,047,027,027,020,025,025,032,026,035,040,066
25,061,065,087,082,083,083,085,066,082,062,080,064,066,041,053,046,034,025,015,028,045,044,046,055
26,055,066,058,072,089,068,075,073,083,067,078,068,049,047,057,031,029,011,026,031,045,043,038,049
27,065,059,059,073,069,070,084,062,076,082,058,056,059,044,037,038,021,022,028,027,029,023,043,032
28,057,057,057,067,060,079,067,063,055,087,078,079,057,053,044,043,027,023,036,025,032,034,042,040
29,057,048,067,054,065,067,070,044,055,046,061,059,075,033,051,031,023,032,025,027,028,032,042,055
30,058,057,059,053,064,065,067,065,059,044,069,063,063,033,041,029,020,027,033,031,047,054,039,044
31,050,052,069,062,060,075,082,082,053,068,068,077,063,064,054,035,036,025,020,018,028,056,010,-1,-1
