jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,22,36,29,26,43,25,29,19,25,21,26,27,25,19,15,17,20,7,8,13,19,16,11,""
02,17,23,20,18,20,17,24,17,20,18,24,26,21,21,10,16,31,26,17,15,29,28,42,36,""
03,40,23,28,38,35,53,60,57,44,72,91,67,76,58,45,34,34,39,31,31,29,28,37,37,""
04,42,68,80,89,110,161,176,201,283,231,247,229,191,102,94,38,29,21,25,23,33,20,30,43,""
05,38,40,31,32,32,52,33,33,61,71,95,98,55,41,52,21,19,21,6,20,28,21,22,35,""
06,35,29,27,24,23,44,46,55,53,55,39,70,65,42,50,20,23,14,19,20,28,27,39,50,""
07,45,36,53,38,29,45,49,52,54,134,57,53,52,35,34,27,24,10,21,19,34,25,39,62,""
08,45,42,32,40,52,50,45,58,55,46,59,87,55,33,28,16,7,9,23,20,33,23,24,34,""
09,24,28,28,38,40,46,47,50,47,43,73,76,98,32,26,23,27,27,11,23,29,32,26,46,""
10,37,31,38,33,50,54,34,35,30,37,40,60,71,51,42,29,31,46,23,21,24,29,35,31,""
11,36,29,36,35,33,41,49,36,46,35,44,65,67,28,28,40,20,22,10,7,11,12,19,26,""
12,24,28,26,22,17,32,31,21,27,28,28,64,43,34,30,23,14,13,14,7,14,8,14,22,""
13,28,19,21,25,16,9,22,24,15,16,20,24,26,30,32,29,24,31,21,18,35,30,29,45,""
14,33,25,25,25,18,27,24,32,26,32,36,54,52,35,26,25,24,14,7,14,18,21,23,28,""
15,24,21,27,35,27,31,28,18,10,16,24,59,64,24,23,27,22,24,10,25,36,25,17,37,""
16,43,46,34,47,34,70,47,33,33,44,32,46,89,47,50,32,25,20,14,12,18,19,20,20,""
17,39,33,28,43,38,32,51,51,27,26,36,45,65,43,34,29,25,22,34,22,33,33,20,33,""
18,37,36,23,32,38,51,65,36,40,35,52,72,65,46,21,23,10,14,9,15,19,31,25,39,""
19,32,30,23,27,27,39,46,34,35,33,48,41,50,36,28,22,13,16,18,16,19,19,27,41,""
20,28,21,35,25,27,35,34,43,26,25,31,43,43,8,4,2,1,9,13,21,14,17,11,25,""
21,29,26,22,29,30,45,41,31,37,39,34,86,72,68,43,35,18,23,15,18,31,28,24,56,""
22,35,38,26,47,54,54,9,0,19,58,73,92,61,36,39,42,14,22,17,23,27,20,37,52,""
23,26,27,26,24,32,43,31,40,30,39,49,64,52,23,9,11,9,15,29,27,27,29,40,57,""
24,38,46,34,33,29,42,33,25,33,31,47,57,53,3,1,0,0,0,0,0,0,7,20,57,""
25,40,23,42,32,31,33,46,42,67,69,63,48,8,0,1,0,0,0,1,0,1,0,3,0,""
26,4,7,7,15,25,31,20,27,31,37,55,33,2,1,1,0,0,0,0,0,2,3,3,2,""
27,0,3,3,3,3,16,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,2,9,43,""
28,36,31,32,21,25,29,37,42,29,56,45,38,6,2,0,0,0,0,0,0,0,1,0,0,""
29,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,27,25,28,36,""
30,34,36,34,31,43,33,25,32,43,47,66,70,51,36,36,47,28,11,15,16,35,20,29,35,""
31,40,27,36,22,27,30,31,39,34,31,62,43,47,40,30,33,19,39,14,28,27,27,19,22,""
[E]fjf,"pkhIndh`e'jfd"
