jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,34,33,42,36,40,51,49,59,72,101,101,89,105,82,108,94,75,69,52,59,40,45,31,29,""
02,25,19,18,29,20,24,33,49,50,58,47,57,63,51,48,68,70,48,47,33,26,31,20,13,""
03,15,7,25,16,23,25,35,43,54,87,85,99,103,106,123,136,153,166,124,99,83,59,64,41,""
04,29,42,55,97,110,131,146,185,196,193,154,151,184,109,151,166,113,91,68,47,19,6,11,7,""
05,9,9,7,9,10,7,17,26,17,40,37,39,31,29,32,37,19,21,15,14,7,8,5,1,""
06,10,4,7,6,19,22,17,18,27,28,23,19,22,21,26,30,23,25,16,17,14,6,7,10,""
07,13,8,7,7,9,12,16,22,31,40,47,49,39,35,65,70,52,29,25,25,17,14,7,15,""
08,15,25,11,20,25,22,24,19,38,40,29,33,21,32,31,44,58,58,55,46,47,36,27,22,""
09,19,27,30,27,35,39,46,64,54,87,76,70,77,90,87,77,91,84,76,62,46,39,28,29,""
10,23,17,26,30,28,37,35,57,57,89,80,52,88,63,79,94,89,74,-1,-1,-1,-1,36,36,""
11,23,20,14,23,34,36,50,28,57,68,63,62,59,60,34,56,54,28,33,18,11,11,11,7,""
12,11,5,9,7,6,4,8,14,26,34,48,38,44,48,62,20,28,32,27,23,32,46,23,29,""
13,22,30,25,30,24,25,41,43,19,34,56,49,45,36,29,20,21,20,21,15,7,4,5,6,""
14,4,5,4,5,4,3,5,13,12,7,12,21,11,18,15,24,17,16,20,16,5,10,7,9,""
15,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,85,83,95,104,71,69,49,39,24,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,88,91,72,79,75,51,46,34,32,""
17,24,29,31,45,36,36,60,38,39,39,25,37,24,33,26,35,44,64,58,13,12,13,20,10,""
18,32,22,41,31,33,34,36,36,48,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,10,6,6,3,0,3,4,2,""
20,3,3,0,2,2,3,3,6,2,10,7,8,8,12,14,14,19,9,16,5,5,5,3,4,""
21,6,4,5,3,5,1,8,6,18,17,18,5,15,9,12,36,33,21,20,12,5,12,5,3,""
22,3,7,3,2,6,1,4,7,7,3,12,11,10,3,8,14,10,17,7,5,5,3,3,6,""
23,5,5,3,7,5,21,19,14,38,40,52,51,50,46,60,54,35,49,28,14,13,13,11,11,""
24,7,4,5,3,9,5,7,14,21,30,37,29,55,70,48,49,35,28,14,16,12,6,11,9,""
25,23,15,22,14,15,23,39,29,44,46,58,59,56,56,54,55,50,51,45,29,23,41,19,14,""
26,25,18,23,34,27,26,36,33,52,65,72,58,54,68,69,64,55,60,37,53,33,33,18,17,""
27,20,20,31,32,26,32,39,40,65,53,71,56,47,43,55,53,41,59,46,43,40,23,22,21,""
28,22,16,22,19,35,28,26,23,31,42,47,47,55,36,56,38,39,44,43,34,23,25,12,18,""
29,12,14,15,12,26,21,35,40,65,80,57,66,61,62,61,80,65,62,41,42,44,26,31,23,""
30,17,20,23,20,28,22,22,22,37,64,57,56,48,31,40,33,40,49,37,52,35,34,29,20,""
31,10,13,22,22,20,16,19,26,41,38,59,56,45,41,46,60,43,38,40,45,32,24,35,23,""
