jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,8,2,1,3,3,1,6,3,1,1,3,3,1,3,4,1,2,10,19,14,18,15,28,""
02,25,22,23,39,29,31,9,13,9,5,13,10,13,10,13,12,10,15,8,12,11,19,21,15,""
03,15,22,19,13,18,18,14,18,17,18,19,24,23,36,26,19,21,28,24,16,18,17,35,57,""
04,95,89,132,136,132,143,89,62,75,62,90,130,116,106,84,73,47,25,28,13,18,15,25,20,""
05,28,42,38,28,20,14,18,21,18,23,20,26,16,15,10,24,14,29,34,38,36,38,-1,29,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,4,14,10,14,15,9,11,16,14,13,14,16,""
07,11,28,14,22,17,12,14,0,8,11,12,23,13,15,13,6,3,3,3,9,5,10,4,13,""
08,7,11,25,19,18,24,17,17,15,14,19,20,15,13,16,43,18,78,47,43,18,11,11,11,""
09,17,19,16,21,23,8,8,8,7,5,8,8,8,12,6,6,4,6,5,7,9,14,8,6,""
10,12,12,11,15,5,5,8,12,10,5,10,7,17,10,7,16,6,10,6,15,8,14,17,12,""
11,14,13,9,15,17,15,10,10,13,9,4,10,13,8,8,5,3,3,5,3,3,9,6,15,""
12,12,17,7,9,5,11,17,10,8,14,18,2,12,6,4,8,6,5,4,10,4,5,3,4,""
13,8,8,7,4,11,6,12,3,5,7,12,9,9,3,6,2,6,7,9,8,3,2,4,5,""
14,10,4,7,6,6,11,4,9,9,5,4,7,3,5,5,3,5,2,2,2,0,1,6,6,""
15,6,7,3,3,5,5,2,5,4,2,2,1,2,2,6,3,3,6,8,2,8,1,2,3,""
16,3,12,11,10,1,8,12,11,20,10,6,6,10,6,11,4,3,8,4,4,4,7,9,6,""
17,5,3,7,7,1,5,10,12,10,10,6,5,6,13,14,9,10,12,4,7,8,15,30,66,""
18,40,66,56,34,35,30,18,25,15,21,15,6,0,12,7,5,7,13,36,57,35,14,7,4,""
19,4,4,10,8,5,5,16,12,4,21,12,8,13,17,17,16,10,14,10,18,8,8,11,7,""
20,14,9,11,14,13,11,13,10,6,2,6,3,6,4,1,2,1,1,3,3,3,3,1,2,""
21,1,1,6,6,2,1,3,3,7,3,2,2,1,0,1,3,6,2,4,1,8,5,5,3,""
22,8,3,6,5,3,4,1,4,6,2,10,10,5,5,8,6,15,15,12,25,14,5,2,6,""
23,6,8,8,2,6,5,8,14,8,7,6,8,6,6,15,6,5,5,8,19,29,27,27,28,""
24,25,10,10,17,26,15,19,9,10,12,19,22,11,6,10,82,17,13,17,16,17,8,11,17,""
25,21,14,18,12,12,10,11,14,11,10,14,13,11,12,7,1,1,3,8,6,6,4,7,7,""
26,3,6,8,6,10,8,10,6,8,10,61,7,4,12,14,22,8,6,11,8,8,11,15,15,""
27,15,15,18,20,17,15,16,19,34,19,15,12,6,8,10,9,8,16,6,19,14,20,14,17,""
28,26,23,12,16,17,19,28,14,13,15,7,9,6,7,4,8,8,8,7,8,4,7,12,5,""
29,15,12,9,10,11,6,7,14,16,4,10,3,4,6,6,4,14,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
