Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,15,20,17,12,-1,-1,-1,6,2,-1,2,6,12,9,11,38,50,51,65,37,24,45,33,27
2,27,23,33,13,10,19,9,11,5,7,4,9,9,8,17,27,32,43,50,38,33,46,35,42
3,32,23,24,23,14,6,11,4,7,5,7,3,11,13,17,25,47,56,42,45,42,38,25,24
4,25,27,21,18,15,19,6,6,4,4,7,3,12,14,14,16,37,53,52,34,42,42,28,20
5,30,21,15,18,-1,14,10,5,4,5,9,4,12,13,15,28,25,39,47,51,35,42,46,37
6,35,20,26,12,7,7,16,6,8,7,2,7,7,21,12,29,-1,-1,-1,-1,-1,-1,-1,12
7,13,13,22,17,10,11,7,2,6,4,8,5,14,15,4,17,23,40,45,38,34,26,29,28
8,31,16,17,9,10,7,7,13,5,6,11,10,13,7,10,15,26,39,47,51,49,29,35,32
9,27,25,16,23,13,13,9,9,7,4,8,4,8,8,10,17,26,25,22,43,44,39,51,19
10,31,20,30,18,15,5,8,-1,4,-1,5,4,10,20,11,18,35,31,41,51,55,38,39,37
11,40,28,19,7,19,21,8,11,7,4,6,7,12,-1,-1,21,28,32,38,34,29,42,36,38
12,14,24,23,18,15,12,11,7,5,7,6,10,7,10,14,9,-1,32,20,-1,-1,-1,-1,15
13,17,14,17,5,-1,-1,6,5,5,3,7,8,-1,8,14,17,26,13,34,23,17,23,49,26
14,22,31,28,23,15,17,7,-1,2,6,4,8,11,21,25,27,35,42,50,41,21,45,44,-1,-1
15,19,19,36,18,13,14,9,8,-1,-1,-1,11,18,12,14,26,33,43,48,30,43,36,28,15
16,21,23,16,10,11,14,10,-1,8,2,4,10,6,11,18,19,27,38,34,39,49,38,36,27
17,45,20,17,22,26,12,13,15,7,5,6,6,8,7,11,16,31,43,44,33,34,43,56,39
18,21,20,16,10,12,5,6,4,-1,5,8,9,5,10,8,16,21,35,16,30,32,31,28,28
19,30,14,14,11,10,-1,-1,-1,-1,-1,3,2,9,12,12,21,23,40,40,27,24,44,34,22
20,22,10,16,13,11,12,6,5,3,3,1,8,10,10,14,13,26,45,45,35,34,39,30,20
21,23,25,33,20,17,13,11,12,5,5,5,9,-1,9,12,18,28,30,38,41,33,22,19,19
22,24,18,24,11,11,7,6,7,5,5,-1,-1,3,12,-1,14,28,56,46,43,38,29,27,29
23,14,19,-1,-1,-1,-1,-1,-1,5,4,3,3,14,14,11,18,26,22,21,21,16,29,33,24
24,36,23,28,19,18,9,2,-1,6,7,6,5,11,17,27,10,36,38,40,25,17,40,28,35
25,29,18,25,18,15,9,10,5,4,4,9,8,8,13,-1,29,28,41,38,33,39,28,25,26
26,25,11,14,17,-1,16,4,5,2,4,5,13,-1,-1,14,-1,-1,-1,-1,-1,29,32,23,21
27,24,23,24,20,9,10,7,11,5,5,4,5,12,13,12,18,35,36,33,32,16,35,35,29
28,22,14,14,17,17,15,7,2,3,3,5,8,16,13,16,14,26,25,30,21,27,-1,36,25
29,30,27,18,13,21,18,14,11,11,13,9,12,18,15,17,17,26,13,-1,24,48,29,44,37
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
