Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,46,36,51,58,49,65,47,39,57,52,51,34,41,44,39,24,14,14,15,19,28,27,41,43
2,54,49,48,75,64,89,53,49,54,63,53,46,41,56,50,37,28,20,13,-1,19,28,31,33
3,27,60,46,57,69,65,35,56,57,58,54,67,43,50,41,36,22,28,22,20,20,9,37,41
4,48,58,55,69,72,77,57,51,42,32,30,37,37,48,39,25,23,15,18,9,26,20,45,39
5,48,41,53,40,67,61,59,49,60,33,67,87,56,71,50,50,24,21,10,17,28,16,38,36
6,40,36,66,64,59,73,38,55,49,44,48,45,46,39,34,24,23,28,15,10,16,22,34,54
7,35,40,61,73,98,72,58,42,39,50,43,34,54,66,40,36,52,18,36,13,18,20,27,40
8,49,50,58,53,66,74,68,42,58,75,68,145,115,97,92,48,48,24,12,12,20,11,22,29
9,30,34,48,59,56,48,29,67,39,43,38,32,40,50,34,26,37,21,7,22,28,14,32,29
10,41,39,49,78,87,71,50,38,59,61,43,57,37,53,152,195,93,62,15,15,13,6,32,35
11,27,45,49,83,76,69,65,26,71,62,105,97,128,177,103,58,21,20,4,12,33,22,30,29
12,36,30,43,51,57,53,54,39,48,63,51,36,46,39,27,19,10,57,20,8,12,16,21,27
13,37,37,44,54,69,52,61,31,46,59,39,40,41,39,32,46,77,120,55,28,43,42,75,121
14,142,156,122,131,172,70,123,107,52,42,60,44,39,30,22,28,25,34,32,17,17,22,31,29
15,79,80,113,116,87,82,47,61,27,59,70,70,44,55,41,177,77,62,41,35,85,34,39,48
16,55,130,113,125,105,78,102,48,46,89,73,48,26,31,43,39,19,25,11,18,13,27,36,47
17,35,52,49,49,49,35,34,53,61,50,68,45,45,52,40,19,19,15,22,23,26,18,29,28
18,28,40,57,67,66,66,67,56,54,69,49,50,36,44,64,39,9,9,9,11,18,20,29,59
19,32,40,50,47,50,54,72,36,35,52,54,45,50,66,52,43,16,19,9,14,28,18,30,40
20,35,31,50,53,58,54,68,59,41,40,39,47,40,35,44,27,18,19,13,11,15,26,37,47
21,53,37,52,67,54,58,59,51,27,48,50,47,50,60,38,35,25,13,14,7,20,35,26,33
22,43,56,48,55,66,54,55,46,39,60,71,55,50,49,47,30,21,15,14,15,16,25,35,42
23,44,57,52,56,72,57,52,36,35,49,65,69,50,46,55,26,23,20,11,17,13,33,33,38
24,47,33,52,43,67,53,45,38,45,58,42,34,39,36,38,59,16,18,14,15,14,12,36,31
25,24,53,53,65,64,71,46,34,57,54,33,37,53,41,45,19,11,9,6,9,11,20,25,15
26,20,22,33,42,84,56,38,30,38,25,29,48,39,43,34,34,27,24,14,30,17,24,54,45
27,41,52,55,74,60,81,58,49,48,54,46,59,55,43,19,16,19,15,11,7,7,29,25,34
28,34,26,36,43,70,51,38,32,22,40,37,25,29,26,29,21,16,12,14,11,9,22,30,27
29,27,34,42,52,53,38,34,32,28,33,32,20,34,36,20,19,20,18,20,10,10,16,25,36
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
