Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,21,34,27,34,33,30,44,45,44,59,60,64,58,56,53,102,73,76,39,26,31,27,31,22
2,27,27,28,37,29,32,37,52,59,63,56,52,55,37,56,42,46,40,77,23,28,27,24,20
3,-1,24,31,35,43,46,65,73,93,96,95,74,53,47,55,70,85,107,124,105,133,108,72,46
4,39,39,49,39,47,58,48,46,55,57,49,48,44,43,42,41,19,34,33,30,24,25,-1,-1,-1
5,-1,-1,41,35,34,33,46,34,35,57,44,41,42,34,35,41,41,42,29,26,26,15,28,23
6,18,29,32,32,33,44,32,48,31,37,45,31,34,51,42,35,37,30,28,26,20,14,13,14
7,14,20,33,43,34,32,43,38,50,53,34,30,39,41,30,39,36,47,35,18,27,24,20,18
8,-1,26,31,26,40,27,41,35,43,49,42,45,47,40,45,51,33,29,39,31,14,18,12,24
9,13,22,21,34,34,28,35,45,36,46,37,30,26,38,35,44,37,36,35,23,17,11,17,16
10,21,24,30,30,36,31,43,37,38,42,43,30,29,48,44,39,35,34,33,24,13,20,17,18
11,15,21,30,33,31,45,32,32,44,38,48,45,35,29,38,33,35,42,23,26,22,25,16,33
12,23,29,30,24,29,40,31,32,43,36,35,35,43,40,36,44,46,35,26,20,23,8,21,17
13,-1,23,22,30,33,39,28,41,40,49,41,49,45,41,43,28,41,23,24,24,23,14,22,15
14,18,21,22,17,35,33,36,27,36,50,34,32,44,35,35,33,36,27,41,25,20,16,11,15
15,17,25,23,29,39,32,35,27,39,41,42,48,44,36,56,37,33,28,26,19,17,14,20,14
16,28,23,32,27,25,29,34,36,34,49,34,27,42,39,40,48,42,52,40,34,25,14,26,35
17,-1,31,13,21,40,29,50,40,42,38,43,41,44,31,38,40,45,43,41,31,10,10,18,9
18,-1,30,26,33,29,32,35,50,54,52,45,34,40,42,35,55,47,37,45,35,22,15,19,22
19,20,39,25,26,30,47,35,41,28,53,40,45,35,45,42,51,48,37,27,27,28,13,32,29
20,20,30,15,26,33,31,39,43,41,40,34,31,31,33,32,41,25,32,31,31,14,15,15,24
21,29,31,18,31,16,19,30,19,24,34,25,29,26,31,27,38,31,28,31,20,20,12,13,24
22,16,19,22,27,27,19,33,27,30,34,37,38,34,37,37,40,29,23,27,19,25,13,22,23
23,-1,20,29,15,25,30,31,29,34,29,35,30,35,28,28,28,31,23,22,17,21,14,14,15
24,17,21,24,35,19,22,38,36,33,27,29,27,28,30,34,29,36,22,27,13,17,13,15,20
25,21,36,32,33,20,34,28,33,32,33,39,32,38,33,44,41,45,24,31,26,15,21,20,15
26,18,30,18,33,28,33,29,37,37,53,40,43,35,29,34,27,29,38,31,18,19,22,18,26
27,13,23,28,24,17,27,38,26,21,38,33,33,26,23,36,35,28,28,28,22,11,13,10,19
28,-1,28,21,21,29,28,29,32,36,33,38,41,41,43,26,34,33,30,25,15,15,12,18,12
29,13,29,19,18,24,31,26,30,32,32,19,38,31,24,29,26,25,28,36,24,26,18,27,14
30,17,-1,26,28,28,28,37,33,35,34,40,31,21,26,35,32,39,23,32,20,11,27,-1,-1,-1
31,10,10,21,23,21,21,33,30,23,42,21,31,25,34,42,36,34,38,35,21,28,17,20,20
