Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,5,10,13,28,21,18,61,24,22,27,34,17,15,8,17,3,8,7,5,16,12,8,12
2,4,8,7,33,22,8,14,17,33,21,16,53,33,7,21,13,5,8,2,6,21,5,14,16
3,10,6,24,15,20,28,12,12,18,27,74,91,116,202,198,125,89,75,59,48,89,53,50,7
4,19,25,16,10,19,22,34,18,27,29,35,30,26,10,12,5,5,4,7,12,23,9,9,4
5,5,4,6,10,9,15,21,22,15,29,21,24,14,14,24,5,10,9,2,13,15,3,4,3
6,3,7,5,8,15,15,17,14,15,35,28,21,17,8,5,12,8,7,3,2,13,8,17,5
7,3,3,7,9,14,8,21,14,25,15,20,17,7,13,6,6,4,6,3,4,11,5,5,4
8,5,7,8,12,11,28,87,12,14,9,14,14,14,12,6,3,8,6,5,9,6,4,19,7
9,3,5,12,10,23,15,9,17,16,18,14,9,19,3,4,2,8,3,9,3,5,6,16,5
10,6,8,6,8,10,16,40,14,44,28,13,16,11,11,7,8,4,8,3,7,3,5,8,4
11,3,4,5,29,35,13,14,19,14,9,24,29,11,7,7,-1,-1,4,8,3,15,6,7,3
12,3,10,23,16,35,26,6,11,17,20,37,20,35,5,5,3,4,2,2,5,10,7,3,1
13,9,6,8,15,23,17,10,10,10,26,30,15,26,9,19,9,3,1,2,4,6,7,8,6
14,15,4,5,12,12,9,20,22,22,10,24,11,18,9,7,3,3,3,4,5,4,4,5,2
15,3,6,10,6,20,13,15,17,14,16,9,16,25,10,8,2,4,2,7,2,6,10,10,2
16,4,6,6,9,21,16,12,35,3,10,11,21,9,14,10,12,11,2,5,10,11,5,8,3
17,17,7,7,6,18,13,21,27,30,29,22,13,12,19,10,4,5,4,21,19,9,9,6,2
18,7,16,7,12,25,22,17,16,46,22,26,23,17,11,4,14,3,5,6,6,7,7,8,6
19,4,5,11,11,24,12,17,47,27,20,16,20,12,10,6,7,1,3,3,5,8,8,8,5
20,5,5,7,19,28,64,29,29,26,19,30,12,14,8,4,4,6,2,2,2,6,5,4,4
21,6,13,4,3,10,11,12,7,19,6,17,6,18,4,8,6,1,2,4,3,8,12,5,3
22,9,8,5,10,5,9,17,39,21,12,10,20,7,13,21,4,5,5,2,5,3,7,7,2
23,7,6,8,25,14,15,17,16,18,10,-1,28,58,7,21,15,1,1,2,3,4,5,5,4
24,4,5,6,5,5,14,14,24,27,4,12,6,5,3,1,3,3,5,2,3,5,8,9,2
25,5,6,9,11,22,20,14,17,7,14,18,9,8,13,2,2,2,2,2,3,7,6,8,2
26,2,5,6,11,5,3,9,21,14,20,14,12,11,7,5,1,2,3,4,5,3,6,4,2
27,8,4,6,8,9,9,21,18,14,26,6,22,7,4,5,5,2,1,3,5,2,5,6,3
28,7,7,9,12,13,12,11,12,13,4,13,6,4,7,4,3,3,7,1,5,3,11,3,3
29,6,10,11,8,11,13,60,4,11,22,11,7,7,6,1,1,1,3,3,3,6,14,16,2
30,2,7,6,9,10,7,15,10,24,7,7,8,12,8,3,2,3,2,1,2,8,5,12,3
31,6,2,7,14,8,9,11,13,7,3,12,5,17,2,4,6,3,1,4,3,6,11,4,7
