Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,25,34,54,92,75,78,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,22,16,27
2,21,39,79,96,76,69,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,23,29,18
3,23,36,91,88,92,102,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,45,19,17
4,18,24,41,68,79,98,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,19,13,18
5,13,28,60,66,60,89,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,24,20,30
6,17,31,61,77,91,100,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,13,19,16
7,23,41,58,52,72,60,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,27,32,24
9,48,38,80,100,90,76,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,26,16,17
10,28,42,77,98,80,69,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,31,23,26
11,33,44,85,79,80,82,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,52,27,28
12,34,35,88,98,121,111,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,30,33,25
14,21,27,79,84,112,80,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,41,38,22
15,23,31,41,97,107,99,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,27,34,30
16,38,26,36,27,56,41,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,33,19,16
17,27,43,97,106,87,65,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,32,1,-1,-1
18,34,96,92,74,72,86,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,26,28,22
19,61,29,64,81,89,95,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,27,25,24
20,34,35,60,89,76,75,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,31,37,24
21,35,50,66,89,95,86,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,12,10,35
22,25,23,35,82,81,89,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,40,35,38
23,61,46,68,82,85,73,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,33,44,27
24,29,37,80,96,94,116,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,34,30,34
25,29,55,67,94,120,168,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,58,33,39
26,33,39,74,110,171,107,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,56,43,41
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,30,36,76,135,122,139,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,46,37,47
29,58,44,88,121,167,138,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,62,46,40
30,56,46,67,105,148,161,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,49,39,36
31,51,43,87,141,111,102,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,40,33,35
