Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,24,17,21
2,15,12,16,13,10,3,7,10,5,12,17,24,23,12,21,24,39,31,42,35,36,30,22,11
3,16,11,12,6,12,6,7,9,12,16,22,31,21,15,14,24,36,31,32,23,38,34,36,13
4,19,11,9,13,7,8,8,11,6,7,13,27,20,11,21,30,37,43,27,38,48,26,25,20
5,10,12,14,15,10,9,5,4,14,27,27,29,20,10,24,26,41,49,41,37,51,41,29,17
6,13,13,10,7,11,9,9,3,11,9,20,30,22,10,31,30,46,50,36,25,32,40,35,23
7,25,16,18,16,22,-1,-1,-1,-1,21,41,34,32,31,24,38,63,53,48,43,53,53,20,14
8,18,18,16,6,7,3,4,5,10,10,22,34,26,20,25,28,53,59,53,46,84,78,41,25
9,21,13,18,11,10,10,6,5,16,9,23,24,38,14,20,26,60,36,48,43,30,33,21,15
10,13,22,12,8,9,9,9,5,6,11,20,25,22,26,24,35,52,54,31,28,74,50,39,23
11,17,34,16,20,12,11,3,-1,-1,-1,36,38,36,19,23,55,63,55,36,36,37,26,24,26
12,17,27,9,9,10,10,4,5,10,4,22,27,26,22,19,32,41,47,48,32,31,33,23,25
13,17,29,11,12,10,6,7,10,10,15,18,20,20,13,20,37,38,35,46,31,26,41,29,22
14,17,36,15,16,15,5,9,3,3,8,21,31,13,16,19,39,35,35,40,32,29,40,40,22
15,18,20,14,16,15,5,4,2,8,12,21,18,22,14,19,42,37,42,45,34,32,45,30,24
16,24,26,15,14,10,16,5,10,3,10,23,27,32,21,37,46,47,45,54,26,50,41,32,15
17,17,9,24,13,16,11,8,10,17,19,18,29,23,13,21,43,32,49,46,51,36,26,32,16
18,7,19,15,7,5,3,5,11,6,10,9,20,21,10,17,24,19,28,32,26,27,23,20,15
19,16,13,18,11,7,8,2,6,4,14,16,24,19,10,14,31,43,49,21,38,41,37,24,31
20,22,14,18,11,13,12,12,14,9,15,17,20,25,14,19,30,47,44,37,54,42,49,50,32
21,24,21,23,18,15,9,8,7,12,9,23,17,23,19,20,46,45,61,45,44,67,54,45,27
22,14,16,16,16,17,6,6,8,6,12,30,27,20,14,33,34,51,59,52,62,74,59,44,30
23,14,23,17,13,-1,-1,13,4,7,12,18,35,20,16,19,45,40,40,51,47,61,58,39,34
24,24,22,25,22,9,9,-1,-1,-1,12,22,22,24,24,22,56,98,69,57,64,65,53,49,27
25,17,26,28,19,16,9,9,13,2,10,18,20,19,20,22,43,42,44,35,36,51,45,26,25
26,15,22,19,19,14,11,4,8,16,17,16,23,17,26,28,42,60,59,53,33,37,38,36,22
27,23,18,33,17,18,16,10,10,8,7,16,19,19,13,26,25,37,37,20,31,46,42,29,21
28,23,17,17,18,8,5,6,11,11,11,16,23,17,18,28,43,42,31,28,37,36,34,18,20
29,25,16,10,11,5,5,26,10,12,16,18,20,14,17,13,32,39,36,28,31,46,36,28,13
30,18,27,31,30,29,27,20,10,8,5,24,21,17,15,10,23,37,38,23,39,29,37,32,30
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
