mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,43,41,47,53,52,53,39,29,32,33,33,21,28,20,21,19,19,23,10,17,16,19,9,29
02,37,18,37,45,54,52,44,30,29,19,23,32,20,17,19,15,11,10,10,17,17,13,32,42
03,34,33,43,45,38,37,44,19,34,40,19,29,36,32,23,17,20,16,15,12,16,29,27,34
04,30,37,38,51,47,48,46,41,26,19,27,16,11,13,15,3,11,12,14,12,14,6,18,13
05,8,19,37,40,35,27,37,35,28,25,28,24,18,17,10,12,22,5,4,19,22,22,23,14
06,19,14,15,23,30,42,29,20,27,22,22,18,15,9,11,13,16,13,5,6,19,14,18,18
07,17,28,15,19,22,24,29,10,22,3,7,12,12,15,12,10,16,9,6,12,17,27,23,19
08,25,8,28,23,43,38,31,35,27,26,18,14,28,12,12,15,13,6,15,16,21,13,21,21
09,20,11,18,24,23,44,35,26,31,19,21,21,16,13,10,13,7,5,11,7,7,7,22,9
10,13,6,9,13,34,20,29,25,42,19,15,19,15,9,8,9,9,10,17,14,3,16,18,12
11,14,23,23,31,18,34,31,19,24,44,26,21,26,18,22,9,9,12,17,12,15,25,28,24
12,27,23,12,26,32,18,14,9,24,15,7,14,17,11,4,11,5,7,12,6,11,13,14,20
13,13,11,35,20,15,18,19,7,17,16,18,11,13,7,19,9,6,14,11,13,19,15,16,22
14,23,13,37,46,34,36,19,25,21,26,26,19,16,10,14,6,17,16,6,10,16,24,28,12
15,10,12,33,28,35,22,37,27,30,17,17,25,34,12,14,14,14,15,11,6,23,27,37,36
16,36,41,42,52,46,49,25,24,29,25,19,14,16,21,12,20,19,11,13,9,7,16,7,21
17,37,26,23,29,21,19,26,25,23,31,17,35,14,22,15,20,11,9,3,10,13,13,15,10
18,23,21,10,21,31,28,18,37,40,26,13,21,29,26,10,15,16,18,16,9,8,12,18,20
19,18,17,19,23,7,31,50,27,30,19,21,35,23,24,19,18,20,13,10,7,14,23,30,33
20,34,32,45,44,42,44,43,26,17,29,19,25,19,14,11,10,24,15,13,12,26,26,23,19
21,25,26,32,32,38,29,30,28,22,17,17,23,24,19,15,6,7,12,13,12,15,26,28,34
22,25,34,27,24,23,30,27,11,25,16,19,22,22,9,9,15,19,28,8,8,8,10,26,32
23,25,15,29,39,29,32,21,15,18,19,18,28,22,4,16,6,18,5,6,12,13,18,14,21
24,15,12,19,22,7,23,17,35,49,34,19,18,22,27,11,7,10,13,9,21,16,15,18,23
25,34,35,37,25,13,34,51,12,12,32,32,20,17,31,12,16,13,13,7,13,7,15,25,31
26,28,33,38,53,37,37,31,40,34,23,31,21,26,9,22,23,20,14,8,8,8,9,16,12
27,21,12,34,44,46,36,40,38,25,20,14,17,18,18,17,29,17,16,13,18,11,12,9,7
28,26,26,36,29,52,47,30,33,4,22,16,9,24,9,11,24,15,13,12,9,3,14,19,19
29,14,11,13,24,42,45,48,38,11,16,10,15,22,14,5,30,12,4,14,12,13,17,22,20
30,26,30,27,23,27,19,27,36,11,26,21,21,16,17,7,19,25,13,17,13,17,27,23,29
31,16,29,31,27,24,26,10,4,23,38,36,33,33,31,12,23,35,26,11,5,5,13,15,19
