mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,21,16,21,14,20,21,16,15,24,16,18,28,26,30,28,30,-1,-1,-1,-1,35,33,42,27
02,23,11,14,16,16,23,17,10,15,20,21,24,32,29,29,25,39,39,33,38,44,45,35,17
03,7,8,14,17,15,18,16,16,10,15,20,26,32,31,36,47,41,45,47,38,31,34,38,32
04,16,12,13,12,12,17,17,-1,-1,13,13,19,29,18,14,29,33,26,23,35,38,35,40,29
05,21,14,11,24,16,10,12,13,20,15,29,24,30,40,29,39,73,49,45,39,32,41,35,33
06,24,10,20,18,22,12,9,10,21,16,18,25,26,32,38,53,65,41,34,42,27,31,41,28
07,18,18,20,21,24,18,17,14,15,18,22,29,29,30,31,52,61,57,60,49,46,50,37,21
08,15,10,21,23,18,16,19,10,17,10,19,19,27,33,37,32,34,44,33,24,29,55,45,26
09,19,20,22,19,23,22,20,14,18,-1,21,27,30,28,39,39,43,53,44,53,67,71,45,20
10,26,26,11,9,11,25,15,17,12,21,21,40,26,31,30,46,59,43,39,38,44,67,33,30
11,27,15,21,16,24,10,24,11,19,15,34,38,29,34,24,33,51,41,46,60,48,61,38,28
12,22,15,31,16,18,20,13,18,20,19,29,23,26,48,49,45,41,51,46,59,56,51,54,30
13,27,25,23,28,24,16,12,21,17,12,38,31,33,41,50,38,49,37,44,36,49,42,47,39
14,31,21,22,27,16,21,20,21,12,24,22,31,32,37,46,32,47,45,39,49,52,60,49,37
15,12,12,23,29,21,19,21,14,16,23,36,26,31,38,31,51,55,29,38,40,51,40,51,24
16,17,24,19,11,15,23,21,10,12,29,35,30,42,37,33,41,51,41,46,51,60,67,33,38
17,17,22,26,15,13,22,11,16,20,12,21,41,50,36,35,33,25,45,45,47,49,48,50,27
18,24,17,16,24,15,-1,-1,12,15,12,18,29,35,41,38,52,64,60,45,47,52,53,24,26
19,11,11,18,23,12,24,21,21,17,13,27,23,32,41,30,35,35,44,42,42,53,52,36,25
20,25,15,27,26,16,18,21,23,21,18,35,29,39,26,21,37,50,48,47,56,49,49,28,19
21,22,22,34,15,22,16,8,38,36,14,33,28,34,36,34,44,49,43,46,42,46,42,39,30
22,26,18,10,15,24,19,21,13,19,7,27,34,36,34,31,50,47,49,36,52,46,56,33,29
23,23,14,24,15,16,10,11,10,8,17,22,24,29,30,31,29,51,49,51,40,46,36,32,20
24,18,13,26,16,12,6,8,9,9,11,25,30,41,21,32,26,35,28,21,40,40,28,33,35
25,17,21,12,16,21,23,8,18,11,17,16,25,37,34,22,34,36,43,50,40,31,32,26,23
26,11,28,16,10,7,10,1,12,21,20,14,17,32,29,29,30,36,39,30,44,41,39,38,15
27,19,17,13,17,7,7,11,9,17,20,23,23,35,27,23,31,60,45,43,44,51,30,24,18
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,32,36,45,40,50,37,39,50,35,31,15
29,14,17,15,13,6,12,10,9,21,23,22,28,33,26,34,36,43,45,36,41,42,38,15,17
30,13,8,15,9,18,29,9,13,12,15,26,48,26,32,34,27,36,51,44,48,32,16,36,16
31,15,12,6,5,3,3,6,3,8,10,17,18,32,26,21,40,47,39,37,31,42,37,25,17
