mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,31,27,30,20,21,8,16,-1,-1,-1,3,8,25,22,22,30,38,38,45,49,32,41,41,39
02,7,9,8,-1,-1,2,1,3,3,4,-1,-1,15,6,10,42,39,44,44,31,41,20,14,9
03,25,15,12,-1,6,14,-1,-1,-1,-1,6,8,11,11,35,24,20,23,35,47,24,34,34,24
04,29,13,24,10,19,7,-1,3,-1,-1,-1,-1,8,12,35,21,22,34,31,38,42,17,26,26
05,6,5,9,16,-1,13,15,7,6,1,5,7,17,16,16,27,16,8,14,16,18,25,14,12
06,16,14,10,-1,10,6,-1,-1,5,3,13,9,22,20,33,28,26,20,27,38,26,34,36,25
07,25,21,4,2,6,3,3,4,-1,4,2,7,16,10,22,33,19,27,23,35,36,37,34,30
08,6,6,-1,-1,2,2,-1,3,-1,-1,9,11,15,25,31,25,20,18,15,36,31,25,26,19
09,7,4,5,3,3,3,2,1,3,5,5,9,18,19,23,31,25,31,30,22,25,32,39,20
10,29,25,4,12,10,14,14,-1,8,9,10,13,13,25,31,28,34,25,42,32,38,35,27,21
11,2,8,3,5,5,-1,-1,-1,-1,-1,-1,7,-1,-1,30,35,33,34,15,20,18,26,20,12
12,8,7,4,-1,-1,-1,-1,-1,2,-1,-1,-1,14,30,37,20,42,34,39,35,33,40,19,12
13,8,3,4,5,4,8,2,-1,-1,-1,-1,18,18,22,31,30,17,7,5,7,11,9,13,25
14,12,16,12,13,18,-1,-1,-1,2,-1,3,15,19,25,26,40,35,35,33,33,38,37,41,30
15,27,35,26,23,14,-1,-1,-1,-1,-1,7,13,-1,21,22,43,33,25,33,29,34,35,38,37
16,12,8,2,5,7,-1,-1,-1,-1,-1,10,5,12,12,21,25,27,24,24,33,26,35,18,15
17,20,19,22,24,12,-1,-1,-1,7,-1,6,8,-1,13,29,21,33,37,34,27,29,43,29,37
18,28,21,21,9,1,-1,-1,4,-1,1,4,8,16,6,8,32,39,42,29,32,35,33,38,40
19,13,-1,-1,-1,3,6,-1,-1,-1,4,4,4,24,25,20,14,26,24,17,6,10,8,7,12
20,29,7,-1,4,2,3,1,2,4,7,5,13,22,20,22,27,36,38,28,34,43,39,34,25
21,7,4,3,7,3,-1,2,-1,1,5,7,9,14,26,38,43,32,35,45,41,27,36,32,10
22,26,13,8,7,-1,-1,-1,-1,8,8,3,9,10,6,20,36,34,26,28,29,32,40,40,18
23,17,12,20,8,4,8,6,-1,-1,16,8,14,23,25,25,34,41,39,42,35,33,42,27,30
24,31,18,12,4,4,10,3,6,2,10,5,5,17,20,20,38,32,32,38,29,37,35,52,48
25,17,13,14,12,14,29,8,14,-1,10,14,19,21,19,31,30,38,35,35,39,42,35,34,26
26,30,22,11,13,-1,-1,-1,-1,-1,3,2,6,5,-1,-1,31,20,36,28,43,34,35,31,39
27,9,7,6,4,5,5,-1,-1,-1,-1,4,10,8,15,20,-1,-1,29,20,29,40,-1,27,10
28,8,7,8,3,16,11,6,9,10,4,8,13,14,16,35,21,22,22,21,25,44,32,17,22
29,-1,5,7,14,12,6,4,1,6,9,11,11,22,-1,-1,36,22,37,29,36,63,26,20,7
30,13,11,-1,2,5,3,3,1,2,3,5,11,15,-1,-1,-1,-1,-1,37,37,37,32,23,30
31,8,14,12,16,21,11,7,5,3,6,7,20,12,34,36,-1,-1,39,28,37,43,15,13,12
