dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,113,119,115,119,124,96,97,98,104,94,98,81,84,85,111,45,46,66,56,75,81,97,84,118
02,98,104,128,119,102,95,80,97,95,81,114,88,79,58,61,59,42,69,73,80,105,97,113,86
03,139,127,109,105,110,95,103,104,94,93,106,81,88,71,62,63,72,53,69,93,97,106,97,113
04,111,117,103,100,109,97,101,91,106,113,98,120,105,97,76,65,76,81,78,129,123,122,129,162
05,178,190,174,163,160,146,155,159,153,173,132,108,123,98,81,86,96,90,98,115,135,137,139,181
06,179,208,211,154,200,205,201,183,154,172,155,129,94,96,135,92,96,86,111,98,103,182,154,139
07,163,151,128,123,131,123,135,127,112,92,97,88,109,122,106,89,79,97,104,114,135,152,177,194
08,228,210,191,172,173,160,146,170,128,119,98,93,91,68,75,69,32,65,87,88,138,133,132,140
09,154,167,142,143,141,119,118,122,128,111,114,83,63,50,59,59,66,58,62,82,106,117,135,163
10,158,143,178,144,170,165,155,140,160,141,105,103,87,68,69,57,64,71,99,116,138,166,217,228
11,290,326,273,224,222,215,227,217,211,230,179,106,62,64,56,73,47,84,100,159,180,215,199,218
12,291,293,239,194,212,184,167,167,188,192,113,72,74,65,52,62,34,91,158,213,244,273,335,377
13,455,453,448,380,351,327,324,269,287,270,226,166,112,86,95,80,88,148,252,287,334,388,341,323
14,376,407,430,412,350,309,243,240,212,207,166,133,110,142,114,102,70,100,106,113,157,167,209,227
15,208,215,218,205,220,177,199,178,180,138,136,114,89,82,100,54,51,81,81,90,123,100,125,155
16,160,196,196,174,219,182,199,170,177,146,158,133,121,97,95,81,66,78,75,90,103,130,156,148
17,152,180,162,139,144,165,133,161,160,147,130,147,104,108,84,94,90,97,82,114,88,71,135,106
18,142,148,138,142,151,156,139,158,139,205,182,168,172,149,136,121,73,75,96,168,104,158,115,85
19,130,114,148,138,131,126,100,161,203,214,176,205,150,146,119,134,81,73,79,88,78,82,93,105
20,117,138,136,138,152,133,140,136,131,134,134,117,152,118,98,94,92,102,118,114,114,145,105,81
21,123,170,188,162,196,201,168,195,188,181,186,174,150,137,152,124,95,101,112,108,87,150,170,181
22,187,204,208,171,192,169,160,192,171,180,139,109,83,80,96,71,53,58,54,64,75,85,73,93
23,119,130,142,98,142,146,121,143,107,97,114,122,100,79,84,67,55,49,54,70,69,53,78,79
24,94,131,133,111,119,120,128,114,134,89,108,39,39,31,49,34,25,25,20,23,28,36,24,22
25,36,115,109,132,131,153,145,129,140,103,128,101,131,93,100,69,65,56,62,61,91,81,92,85
26,110,121,119,157,151,158,127,141,131,137,118,120,86,92,81,69,67,59,67,65,77,62,53,104
27,102,127,96,132,118,121,113,138,0,80,84,115,106,87,63,49,46,42,33,51,70,96,96,93
28,100,116,93,114,112,123,118,142,103,115,134,115,123,88,76,69,64,58,33,70,77,114,38,95
29,97,119,112,120,109,113,95,109,100,121,130,131,107,92,65,74,47,54,57,74,47,115,126,118
30,132,127,127,112,122,111,122,128,108,126,112,124,119,106,74,67,38,42,68,69,62,78,69,80
31,119,127,120,115,131,118,113,133,138,123,105,128,84,111,103,87,69,61,44,77,89,107,138,257
[E]hgmpI}lel`z`fg'o0'jf',b
