dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,239,261,276,291,298,234,171,92,85,69,78,36,36,32,29,36,31,42,70,61,42,79,118,169
02,206,256,276,256,254,290,241,154,128,75,94,60,72,54,72,54,122,122,91,92,108,83,133,124
03,143,118,115,141,220,284,147,186,117,93,104,127,157,0,0,0,53,90,95,113,114,103,103,114
04,139,101,130,134,159,135,115,95,89,107,105,81,89,84,65,66,54,90,82,128,67,65,106,123
05,169,146,127,221,275,267,281,173,229,162,204,204,95,78,82,96,78,66,72,87,80,205,201,93
06,131,112,121,140,129,132,107,97,102,74,85,57,68,70,81,91,63,59,58,80,82,65,93,139
07,197,153,199,141,155,145,131,109,100,80,81,124,72,80,72,88,43,18,23,35,38,28,46,42
08,86,65,80,79,90,84,80,42,33,34,22,33,25,23,23,25,21,29,35,53,34,48,43,42
09,71,114,108,104,101,103,60,57,29,35,66,29,37,12,15,25,24,38,59,62,73,57,65,80
10,86,59,71,64,76,81,54,56,52,54,63,36,36,74,34,31,45,39,58,92,76,70,81,60
11,109,80,135,126,138,116,81,65,50,61,86,24,18,22,18,17,14,39,55,63,101,91,25,31
12,128,147,188,158,182,145,101,51,54,84,53,27,18,20,30,13,22,57,74,93,135,120,109,123
13,177,226,240,214,206,184,113,73,79,106,75,38,29,20,17,21,29,59,89,111,108,143,153,218
14,203,193,241,199,190,182,126,113,96,71,63,28,17,13,20,16,22,22,54,55,51,38,46,62
15,47,79,83,76,111,74,33,40,52,0,0,0,0,23,95,105,0,0,101,128,153,0,92,154
16,179,181,201,180,218,211,178,88,148,103,87,48,36,69,37,37,63,55,42,63,75,97,72,132
17,159,172,183,168,297,204,175,86,134,113,69,66,67,69,52,65,39,49,61,64,68,62,104,83
18,157,174,215,343,322,217,138,131,133,127,94,100,90,51,60,71,48,62,59,62,63,65,92,123
19,191,169,217,221,254,209,145,132,143,122,139,114,45,34,30,34,46,67,62,82,89,71,132,75
20,155,187,228,252,169,205,205,120,117,102,98,91,84,67,64,48,42,63,155,159,86,67,68,133
21,183,209,229,293,258,259,253,175,147,134,81,75,82,49,54,56,45,61,68,115,184,106,104,100
22,120,173,239,216,291,272,161,145,138,256,209,74,73,51,36,149,162,53,222,140,70,69,82,62
23,189,122,143,31,237,181,99,57,63,46,28,39,24,16,5,21,17,35,21,25,46,23,30,109
24,92,17,15,42,155,129,50,37,39,43,36,59,49,50,39,32,15,21,40,19,24,69,95,112
25,156,194,242,266,184,223,161,94,117,178,117,101,62,40,135,65,45,36,49,68,104,84,96,111
26,190,182,228,244,229,168,173,154,127,138,101,57,47,108,92,61,59,91,68,94,102,91,108,119
27,222,255,242,267,105,192,165,191,155,162,126,104,103,73,53,42,37,40,64,69,101,87,122,132
28,171,189,186,195,244,182,171,171,168,104,124,107,69,47,41,41,38,45,72,51,88,118,117,129
29,157,161,180,161,158,210,144,150,240,153,95,98,77,73,63,141,59,59,65,51,67,83,100,144
30,135,184,233,269,221,180,141,133,142,191,91,118,128,115,76,40,31,51,61,96,52,96,125,118
31,175,189,201,173,170,150,128,145,168,118,122,96,61,81,44,45,46,38,78,67,69,82,96,-1,-1
