jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,139,141,129,170,124,106,71,120,56,45,5,17,8,32,12,12,17,13,54,88,118,193,193,197
02,195,186,196,191,204,172,189,186,139,37,21,66,38,6,7,11,10,15,27,83,52,137,181,99
03,172,165,147,99,157,165,192,128,148,165,139,68,70,92,133,85,72,38,36,31,36,129,35,44
04,166,175,138,134,168,155,191,83,59,67,38,51,68,84,112,55,96,97,76,135,198,179,188,207
05,106,1,61,101,145,157,95,98,58,26,25,30,34,27,24,23,46,23,77,99,46,22,42,56
06,79,109,88,116,156,171,171,148,101,62,92,145,124,49,88,131,129,94,59,74,121,118,96,78
07,73,74,91,76,102,77,121,101,106,120,79,96,59,65,59,28,37,38,99,56,67,164,127,39
08,37,19,50,53,61,59,61,40,59,35,33,38,43,117,76,67,62,3,3,0,1,4,19,23
09,111,66,76,76,92,128,45,24,28,29,26,15,29,76,26,33,50,73,65,62,72,95,68,144
10,78,59,96,135,107,120,146,108,108,108,41,24,18,86,22,34,70,155,115,81,61,44,64,37
11,48,40,107,133,130,142,140,110,36,76,91,81,80,14,33,94,56,29,38,91,58,45,60,77
12,86,115,121,136,132,160,150,129,60,88,93,29,96,171,123,45,8,86,47,12,12,13,27,11
13,68,90,123,128,148,140,117,82,33,5,18,38,96,6,0,3,2,2,32,47,30,41,4,19
14,15,14,42,48,61,46,42,37,49,61,40,39,37,16,1,3,1,5,56,115,117,26,14,3
15,33,75,120,141,144,158,109,75,108,58,53,7,34,26,6,6,8,10,19,41,47,66,84,68
16,103,114,109,108,111,115,133,79,21,11,74,28,70,108,40,54,111,47,11,24,38,40,18,107
17,184,176,217,182,195,182,177,160,54,62,29,62,46,12,52,49,14,1,6,57,52,112,144,141
18,100,143,150,196,155,131,154,101,2,84,93,3,9,47,42,22,6,0,24,27,107,60,164,197
19,196,67,87,161,134,57,149,125,74,98,27,177,94,87,69,69,16,53,103,157,180,193,181,197
20,187,175,144,158,165,71,72,135,46,34,34,27,11,26,46,55,20,11,34,78,109,156,100,105
21,121,111,132,74,122,94,119,171,122,92,51,121,170,139,147,63,129,182,196,190,178,153,204,107
22,138,172,123,177,173,170,190,166,112,4,29,35,8,9,16,57,21,9,9,5,5,69,93,28
23,59,39,38,50,68,65,73,107,67,23,37,34,39,75,23,26,17,15,21,27,23,123,43,44
24,35,52,70,90,88,61,100,63,25,26,40,58,73,26,103,83,4,5,14,10,12,19,106,110
25,127,101,79,120,88,93,67,89,122,33,20,59,43,20,90,129,133,129,152,170,110,107,128,181
26,167,188,184,202,187,168,90,109,106,108,104,168,83,101,130,100,120,114,36,89,151,125,30,73
27,164,161,113,131,91,145,134,167,166,44,17,72,95,122,92,13,58,159,168,130,175,145,133,120
28,138,118,100,169,155,176,163,122,13,17,3,0,1,57,77,97,47,3,3,9,11,108,117,97
29,117,139,69,52,138,92,24,9,40,61,4,29,10,12,9,6,10,48,15,33,100,108,74,129
30,55,104,49,35,69,47,97,93,20,2,0,9,87,24,43,14,11,1,1,0,53,59,50,85
31,108,81,105,53,19,34,140,35,14,2,5,36,44,62,28,14,32,47,37,2,26,56,10,4
