jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,78,68,51,62,61,53,82,59,70,51,28,24,35,58,44,61,14,26,15,19,24,43,47,40
02,58,58,78,67,66,74,90,40,72,54,61,25,30,39,33,20,14,41,38,25,36,45,58,65
03,51,70,71,66,65,69,68,68,59,43,28,39,30,23,11,10,22,21,23,26,35,51,38,42
04,54,44,53,58,79,68,66,72,56,42,41,25,21,20,17,38,36,27,25,49,32,29,45,23
05,21,21,22,72,69,75,97,84,85,64,29,-1,13,4,8,12,10,19,-1,-1,27,35,43,41
06,58,39,22,33,51,46,59,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,24,30,41,43,54
07,60,60,49,62,58,78,62,80,-1,65,47,33,-1,20,20,19,16,29,28,20,29,39,41,56
08,50,60,74,82,41,54,55,53,81,59,27,24,25,17,20,23,42,18,17,26,30,37,50,55
09,82,88,63,62,59,45,89,62,80,44,30,37,28,24,20,-1,29,30,25,30,45,48,62,81
10,58,62,56,53,82,58,62,59,58,58,37,29,13,31,21,19,22,19,29,37,35,37,36,46
11,51,81,70,54,55,52,53,52,64,54,38,24,16,17,15,20,10,15,23,22,36,40,53,41
12,40,31,67,44,56,47,61,83,84,34,43,44,33,16,26,14,17,22,27,27,27,34,37,44
13,38,46,62,48,48,48,52,62,55,40,61,20,18,-1,14,21,47,22,13,29,34,27,81,39
14,46,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,24,20,-1,-1,22,28,16,17,27,40
15,43,45,44,47,35,88,52,38,41,29,10,26,41,30,12,28,11,12,13,20,24,35,45,40
16,54,52,64,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,38,36,26,42,33,52
17,63,40,60,40,40,26,32,46,43,24,27,28,19,20,17,5,10,12,16,17,22,16,42,54
18,50,59,67,48,73,66,64,55,41,41,30,25,15,14,31,27,13,27,21,21,17,30,49,53
19,85,82,81,70,60,60,30,37,40,20,38,28,21,17,14,20,27,10,11,20,36,33,42,41
20,38,47,48,48,60,63,49,48,61,33,29,23,16,14,12,14,23,10,16,15,24,36,37,51
21,52,71,60,46,55,47,71,52,41,28,32,18,18,27,6,16,26,18,18,22,20,32,45,43
22,47,48,42,42,49,30,50,35,44,31,29,23,26,11,10,15,9,18,3,14,18,29,23,39
23,52,52,43,37,45,70,64,55,56,24,17,18,20,12,15,11,11,13,8,14,24,22,33,33
24,39,46,53,41,41,38,36,33,15,19,18,19,25,12,9,5,8,12,14,19,21,35,47,63
25,78,88,75,95,53,40,36,22,17,19,20,13,12,33,12,15,12,7,10,10,10,19,17,17
26,27,25,27,41,32,46,27,19,18,16,23,16,8,8,15,6,10,13,2,16,23,47,62,58
27,58,64,49,59,56,37,37,29,29,25,24,14,12,15,9,7,6,17,17,11,19,22,23,32
28,46,56,43,55,64,57,61,22,41,20,13,10,21,9,14,4,12,17,5,9,11,26,32,26
29,53,58,61,73,59,43,44,41,34,48,34,14,41,21,12,14,14,14,23,22,23,25,46,69
30,68,72,-1,97,92,67,34,61,55,39,25,30,17,21,36,1,1,3,5,5,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
