jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,200,223,283,288,311,335,354,384,370,354,272,281,219,214,232,140,18,7,57,41,84,110,132,180
02,196,192,202,269,266,272,291,275,291,331,233,290,175,163,200,177,151,123,71,86,84,96,140,159
03,190,217,249,248,345,316,310,393,239,218,11,177,244,167,183,155,153,122,300,290,136,293,144,141
04,169,193,200,220,261,269,284,241,328,252,228,216,207,228,244,169,137,94,67,94,98,110,131,157
05,207,206,224,262,240,63,6,7,197,292,264,248,236,233,216,145,155,62,6,27,119,236,163,190
06,217,281,293,255,329,315,304,335,359,298,176,204,72,163,45,0,0,0,0,0,94,113,186,175
07,225,209,236,279,335,281,210,32,166,295,81,7,22,334,6,20,320,70,73,403,149,10,200,232
08,257,264,84,226,318,374,365,363,365,330,314,248,235,322,298,262,239,266,545,364,261,138,157,225
09,265,260,185,319,335,378,138,143,470,83,284,101,126,359,288,151,178,55,141,184,88,157,184,200
10,228,253,256,254,304,363,375,287,352,307,105,109,212,29,106,233,229,140,224,210,166,182,147,186
11,248,243,215,243,318,299,370,170,40,107,234,148,237,59,39,183,306,173,336,234,176,201,231,276
12,261,235,415,270,412,330,320,368,303,166,175,228,11,551,497,138,6,8,68,189,315,113,232,331
13,305,355,125,149,309,328,360,131,45,36,205,101,132,249,333,246,193,303,169,349,18,198,198,197
14,216,337,275,333,308,282,347,268,204,6,6,227,177,196,199,169,142,107,100,99,105,134,137,196
15,216,226,259,265,291,305,304,313,336,386,287,222,183,191,203,224,164,135,36,49,6,66,158,185
16,237,260,235,294,280,332,320,325,352,340,228,230,187,221,269,12,6,6,10,172,45,234,88,146
17,184,192,243,239,280,263,272,362,221,78,64,141,95,82,185,133,93,72,83,66,71,132,195,252
18,230,199,223,264,294,302,282,398,148,6,118,193,319,201,249,177,110,93,49,72,101,113,144,191
19,182,241,234,231,260,256,270,255,278,256,318,418,267,131,146,148,127,125,118,53,23,113,148,181
20,191,211,219,240,262,275,298,274,315,306,230,185,182,179,182,69,45,6,6,6,233,297,198,200
21,205,230,214,244,250,288,290,316,180,10,273,244,167,179,187,154,167,119,111,212,168,139,168,198
22,231,245,260,260,300,333,267,295,333,207,222,206,175,212,204,130,213,158,109,120,138,124,174,218
23,241,273,260,274,326,347,296,308,289,283,338,299,239,261,231,172,219,174,139,111,124,152,198,227
24,233,309,298,282,339,294,294,326,302,252,263,179,205,169,116,134,109,118,89,106,115,139,180,246
25,282,340,301,310,374,342,296,292,305,299,251,167,157,189,176,178,151,132,97,101,78,121,157,252
26,80,318,276,286,288,283,293,179,126,113,7,36,188,99,9,196,179,56,147,98,30,182,63,243
27,276,292,284,323,348,297,288,266,275,253,65,196,178,172,140,129,121,120,98,64,119,134,199,294
28,333,312,336,327,362,331,293,276,280,247,273,166,146,164,186,172,119,127,115,119,154,157,241,270
29,351,393,375,378,327,353,314,284,335,294,346,239,151,185,78,184,108,36,45,99,112,129,216,259
30,311,338,328,354,373,352,304,250,290,300,253,202,179,190,189,205,168,144,114,155,165,186,252,321
31,364,386,346,392,353,298,336,315,345,297,255,229,163,171,158,200,213,121,110,125,109,145,234,224
