may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,36,114,91,120,143,142,122,114,181,249,207,382,348,277,300,295,384,369,337,288,275,295,241,""
02,320,299,324,264,353,276,239,219,277,264,298,309,409,425,474,510,416,334,304,362,261,282,364,251,""
03,259,253,293,285,281,369,325,292,283,328,391,451,465,572,473,433,425,398,319,302,257,237,221,200,""
04,251,194,267,217,231,319,301,268,261,385,419,475,552,522,471,498,408,384,325,274,294,245,223,147,""
05,216,241,264,208,241,278,337,316,329,391,396,474,528,557,533,481,415,379,380,306,265,300,302,238,""
06,248,265,229,262,296,300,368,348,334,418,471,509,552,561,545,477,431,436,321,282,278,204,197,210,""
07,196,264,222,233,256,283,321,347,294,349,405,487,512,506,572,489,470,348,281,221,212,215,155,164,""
08,196,183,191,173,237,555,315,407,510,316,417,495,516,488,536,487,474,405,368,304,312,218,351,459,""
09,574,292,272,268,287,299,305,290,335,372,428,514,560,600,549,493,442,379,349,287,254,247,284,252,""
10,369,267,301,260,266,308,335,283,259,295,350,312,423,479,451,429,333,251,221,238,239,163,166,117,""
11,156,226,184,203,185,244,276,228,254,282,393,444,524,512,526,424,317,340,268,258,254,263,156,179,""
12,212,128,199,158,208,280,308,290,294,368,362,440,523,555,484,491,415,369,293,323,274,289,204,244,""
13,331,207,205,253,221,288,312,282,262,305,369,467,571,576,532,509,419,414,318,324,290,251,276,248,""
14,215,241,196,205,245,299,320,336,283,337,424,522,534,535,593,497,453,437,363,354,249,234,185,155,""
15,165,152,181,198,262,290,352,280,303,330,391,485,559,584,580,512,427,385,359,338,279,248,246,207,""
16,210,188,201,209,264,275,263,272,273,367,393,483,592,595,645,498,447,371,376,316,308,254,194,174,""
17,169,222,216,221,258,283,306,254,284,351,432,474,616,626,547,507,417,383,319,305,280,217,163,197,""
18,153,209,256,232,224,302,305,303,291,343,410,474,542,550,545,482,366,357,314,249,264,235,191,238,""
19,159,186,211,185,240,308,339,315,332,389,428,499,536,538,520,438,360,306,284,243,207,199,156,194,""
20,168,169,162,166,218,265,305,312,300,337,426,447,542,589,529,442,368,282,298,270,278,209,265,198,""
21,163,215,182,234,233,288,325,325,310,367,454,514,584,627,548,508,400,361,286,223,217,215,157,197,""
22,171,195,166,185,249,309,318,273,315,366,447,538,579,574,570,502,477,387,379,318,284,237,272,187,""
23,177,190,180,214,283,329,316,295,322,393,506,547,564,519,536,364,359,361,340,255,243,242,214,521,""
24,222,220,174,195,262,335,324,265,302,359,453,459,533,592,575,536,365,309,273,282,267,353,254,265,""
25,282,278,212,218,248,286,290,291,299,383,416,448,515,604,521,487,412,318,294,247,213,191,159,154,""
26,131,222,186,200,206,304,334,284,301,296,337,402,491,599,547,491,388,369,287,305,370,298,252,11,""
27,300,316,329,254,299,321,357,298,344,403,521,488,549,589,551,449,388,327,288,246,271,221,120,146,""
28,197,182,196,155,210,248,254,293,277,304,368,470,467,525,485,496,385,282,216,175,218,157,99,61,""
29,82,318,277,126,188,219,236,235,246,314,338,437,435,439,428,303,251,111,53,46,86,89,148,210,""
30,185,216,237,180,246,247,230,233,248,293,326,391,516,561,521,407,308,359,288,241,226,237,183,172,""
31,138,184,191,202,204,189,264,231,231,251,370,421,510,542,632,509,410,352,341,344,273,322,193,-1,""
