may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,21,34,38,46,65,69,67,91,85,94,96,102,104,119,132,105,77,65,32,42,37,21,13,""
02,14,13,26,33,53,76,64,75,74,92,111,101,126,120,115,110,94,77,52,35,32,25,14,21,""
03,16,24,23,37,32,37,54,64,72,81,82,90,100,109,109,112,115,76,63,46,29,28,19,21,""
04,10,11,25,43,55,37,57,78,88,89,109,106,151,141,141,120,94,80,62,50,31,25,18,12,""
05,19,20,31,29,40,43,55,73,98,77,101,118,135,123,135,129,119,113,74,43,26,23,27,16,""
06,17,20,26,46,61,40,68,58,78,83,70,114,120,126,132,121,123,77,82,46,41,20,20,13,""
07,18,16,22,43,46,55,48,72,80,89,91,97,116,118,123,91,105,63,48,38,35,15,23,15,""
08,24,15,32,36,48,52,55,67,91,72,100,107,115,128,151,123,90,71,64,32,35,22,16,16,""
09,16,19,26,39,55,62,67,82,82,80,92,113,127,117,141,135,116,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,25,24,95,118,77,86,67,44,37,32,17,16,""
11,28,18,26,42,56,67,66,76,80,82,103,103,122,110,107,126,98,77,66,45,34,29,23,22,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,86,109,89,83,90,85,76,41,50,35,26,22,""
13,14,18,24,23,49,45,56,65,58,81,75,88,86,91,87,92,81,81,48,48,-1,-1,-1,-1,""
14,-1,0,47,53,38,49,59,49,65,69,60,70,73,15,70,87,82,67,67,39,38,26,28,16,""
15,26,19,27,37,51,55,65,62,64,64,78,76,65,86,88,86,78,55,56,43,29,21,18,17,""
16,11,21,20,39,47,61,49,67,76,70,88,76,75,81,85,75,70,60,51,46,38,45,22,20,""
17,20,18,21,45,59,63,78,73,91,76,97,103,90,75,97,90,78,81,51,57,28,22,30,21,""
18,22,22,32,43,55,57,53,57,67,78,81,79,72,89,77,69,66,54,57,41,45,32,23,15,""
19,27,21,24,31,58,55,54,57,71,55,76,79,72,81,89,76,62,58,63,36,38,14,22,21,""
20,22,29,30,32,41,53,50,59,59,58,68,80,80,66,66,58,68,68,60,35,32,44,22,25,""
21,15,17,30,39,46,54,50,66,69,78,76,62,69,69,81,64,64,54,35,43,24,29,24,18,""
22,14,23,24,35,51,55,57,53,69,65,59,70,63,71,75,64,64,67,50,28,28,22,25,24,""
23,19,18,19,28,41,54,52,67,54,77,56,68,67,58,65,64,57,49,38,7,2,6,3,3,""
24,3,2,7,4,13,17,20,16,26,23,28,7,9,15,12,26,10,9,10,14,6,6,4,5,""
25,2,4,9,13,14,14,0,0,0,0,12,61,61,70,76,75,58,30,14,8,8,11,11,9,""
26,8,9,24,17,43,47,62,59,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,91,78,61,48,44,34,29,24,21,18,""
28,20,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,69,68,70,74,56,39,42,44,-1,-1,-1,17,""
29,17,21,25,31,37,57,65,61,73,81,69,70,67,71,66,53,54,45,58,27,35,30,33,22,""
30,24,18,28,35,44,49,63,64,64,76,61,74,66,80,79,57,54,75,41,38,37,31,30,20,""
31,19,20,29,44,36,41,53,54,67,59,68,77,70,72,62,75,61,45,40,34,32,36,26,-1,""
