may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,030,022,040,037,031,053,052,053,051,043,045,047,047,028,028,026,030,023,015,013,017,013,014,023
02,023,025,033,023,030,049,035,037,037,045,042,028,030,029,028,028,029,022,022,017,018,024,022,029
03,021,018,034,044,039,054,043,053,045,052,032,036,038,025,027,024,023,017,008,004,023,029,028,027
04,033,029,045,055,056,046,069,067,055,060,038,038,035,025,045,033,026,026,025,029,024,027,024,025
05,031,034,043,043,053,053,078,086,062,061,046,042,050,041,040,027,040,027,032,030,027,037,028,026
06,035,029,038,047,048,057,057,052,077,058,067,051,051,043,022,029,020,025,025,026,026,027,041,036
07,031,041,071,053,057,066,064,075,061,074,066,047,001,039,027,029,015,025,026,023,020,019,033,038
08,050,046,041,041,044,046,063,046,058,056,041,041,043,047,043,032,019,021,020,025,029,030,034,041
09,028,042,052,048,049,051,072,079,067,044,053,054,057,038,054,036,043,033,028,022,029,034,047,036
10,058,060,052,065,068,076,094,079,044,016,020,016,013,015,010,006,001,009,010,008,009,013,017,018
11,019,021,023,032,041,041,036,036,043,032,027,009,007,009,020,016,007,005,004,004,010,012,014,014
12,015,017,015,024,038,034,035,046,014,013,013,023,030,006,014,004,004,009,009,007,007,005,017,014
13,026,010,018,028,022,037,035,020,031,043,032,027,013,026,019,024,017,013,012,009,007,009,001,003
14,003,008,006,006,003,002,013,008,001,002,003,009,004,011,020,029,025,021,019,015,016,013,014,015
15,017,022,024,037,040,040,055,061,066,067,048,043,042,044,035,025,027,025,022,016,017,025,039,031
16,032,040,027,050,049,034,035,057,065,061,042,059,046,045,040,037,028,030,029,025,029,029,028,016
17,030,024,032,028,032,046,045,041,070,049,051,037,029,027,040,030,027,025,024,024,019,028,017,030
18,032,039,029,039,039,058,043,060,053,063,038,044,051,034,040,038,029,020,016,022,024,020,013,012
19,018,011,011,016,011,020,019,052,053,047,038,026,030,024,028,025,013,021,019,017,012,015,022,027
20,028,025,018,020,029,019,031,043,041,048,058,043,013,050,025,014,013,014,016,012,018,026,026,034
21,035,026,043,045,042,056,054,054,054,048,043,030,032,024,026,021,013,011,013,015,021,021,014,019
22,019,031,023,033,042,040,048,034,043,046,042,032,016,025,036,046,037,023,021,022,015,023,022,018
23,020,016,028,025,029,021,023,029,062,045,061,031,033,029,030,046,028,021,023,024,016,029,030,042
24,046,037,051,041,038,039,052,047,041,033,025,026,028,014,014,021,020,017,007,022,020,026,031,028
25,041,035,051,044,046,048,051,030,035,033,053,024,026,024,014,028,012,011,010,013,014,019,019,021
26,025,033,034,053,039,041,054,063,062,029,050,035,032,031,043,033,020,015,019,019,026,023,028,035
27,040,042,039,039,038,033,050,063,057,054,050,034,039,032,045,048,023,023,022,026,025,033,022,049
28,042,047,040,037,053,054,037,058,063,053,037,030,026,031,034,034,023,022,012,023,024,025,032,034
29,025,041,040,043,049,059,060,065,046,060,052,046,042,037,033,037,034,022,018,024,028,037,031,043
30,034,050,046,056,054,055,049,006,006,006,010,035,023,020,024,029,016,011,016,018,025,023,023,028
31,040,035,043,063,049,049,047,045,020,043,059,046,025,028,023,020,026,019,022,024,024,028,029,005
