may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,0,0,0,0,0,3,7,12,3,4,7,3,3,5,5,6,14,4,18,12,10,8,8,8,""
05,6,5,6,8,4,10,9,7,4,14,19,10,18,92,26,34,20,16,6,10,10,8,12,8,""
06,3,2,6,6,6,7,6,8,7,7,8,5,5,11,16,6,6,12,20,16,10,16,6,2,""
07,4,3,3,10,7,7,4,6,6,7,7,10,9,5,12,10,14,6,12,4,10,0,6,6,""
08,2,2,3,3,5,5,6,10,8,3,8,15,15,5,19,6,0,0,0,0,0,0,0,0,""
09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
10,0,0,0,0,0,0,0,1,1,3,2,4,0,1,4,20,0,2,4,2,0,0,0,0,""
11,1,0,0,0,0,2,0,0,0,0,0,2,2,12,80,60,4,0,4,2,0,2,0,2,""
12,1,2,0,2,1,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,2,0,""
13,0,0,0,0,0,1,0,0,0,0,2,1,4,2,18,22,21,18,37,36,24,22,46,34,""
14,17,17,23,14,19,13,12,14,11,20,34,31,40,48,40,42,83,13,11,18,36,45,63,57,""
15,42,44,36,48,42,22,10,2,14,6,6,6,2,10,6,8,12,8,32,14,40,50,34,32,""
16,17,23,15,24,26,15,18,11,10,7,6,7,7,0,0,0,0,0,4,6,2,0,2,0,""
17,0,0,0,0,1,0,0,2,1,0,2,0,0,1,0,2,1,0,2,2,2,0,0,0,""
18,0,1,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,""
19,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,4,2,2,0,""
20,0,1,0,1,0,1,1,0,1,0,1,2,0,0,0,10,2,2,0,2,2,0,2,0,""
21,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,""
22,0,0,0,0,1,0,1,0,0,1,0,0,2,4,0,6,2,0,2,0,2,2,2,0,""
23,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,0,0,""
27,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,""
28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,""
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
30,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,""
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
