may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,14,22,14,15,17,12,15,22,18,13,17,27,37,22,15,20,9,4,2,9,9,10,7,""
02,14,14,17,15,17,18,25,19,12,24,21,34,30,30,29,22,19,13,9,4,6,13,8,16,""
03,19,14,22,27,21,25,43,34,28,42,16,31,36,38,37,22,16,16,8,12,10,5,6,9,""
04,7,25,24,21,37,25,42,45,42,35,41,40,47,37,32,13,11,14,10,9,6,5,7,14,""
05,13,12,13,10,22,36,55,60,42,36,39,42,32,34,22,25,25,3,7,8,7,6,8,10,""
06,8,15,18,23,29,19,37,32,28,42,21,24,34,27,22,24,13,8,7,6,5,7,11,9,""
07,11,6,19,14,21,34,22,30,38,33,24,20,33,33,33,17,26,10,8,8,12,0,6,10,""
08,12,18,15,13,18,21,26,32,27,18,24,45,30,29,14,20,33,8,11,3,5,7,14,5,""
09,10,8,16,16,18,25,34,34,23,21,22,18,29,18,34,21,12,8,2,8,9,7,11,5,""
10,11,10,17,10,19,33,37,28,28,17,23,20,19,20,26,11,13,13,5,8,3,6,13,12,""
11,15,18,10,18,16,18,32,29,20,18,15,25,27,20,29,14,16,10,8,4,10,7,9,6,""
12,7,11,19,16,28,24,29,21,22,11,22,28,39,33,21,10,17,16,6,6,7,9,7,12,""
13,10,24,18,16,30,20,31,21,26,22,17,26,39,25,34,27,13,15,0,0,0,3,3,7,""
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,14,12,5,3,6,9,8,6,""
15,14,9,25,16,23,26,28,32,25,12,16,20,27,23,25,18,11,15,9,2,11,5,11,9,""
16,15,12,12,24,24,26,19,26,26,26,24,25,18,24,21,23,11,11,8,6,5,6,3,10,""
17,10,20,20,22,20,14,29,24,17,13,17,18,19,25,24,23,10,8,12,4,7,6,11,8,""
18,6,4,10,32,16,17,23,16,17,20,18,22,11,22,16,23,16,4,10,8,3,7,2,0,""
19,0,0,0,0,0,0,0,0,14,22,20,24,12,30,21,25,10,18,24,8,7,7,11,14,""
20,19,14,20,27,24,21,27,44,17,29,86,15,18,27,25,20,17,11,4,9,3,3,6,11,""
21,8,11,9,11,13,12,19,13,15,16,13,21,22,24,15,15,27,13,7,7,4,6,5,10,""
22,14,14,19,18,16,24,17,18,20,24,7,24,13,24,15,15,9,7,7,5,5,5,6,8,""
23,8,13,15,18,14,19,27,21,19,14,15,11,15,30,16,15,9,8,9,10,7,6,4,11,""
24,13,13,14,14,20,16,31,27,18,10,18,15,21,18,16,15,24,10,8,7,5,8,7,9,""
25,10,11,13,17,18,29,28,30,29,14,19,15,29,23,33,21,13,10,13,8,5,8,6,10,""
26,10,18,17,17,17,21,21,25,25,15,16,17,26,24,28,18,16,15,9,4,3,9,11,8,""
27,12,21,19,14,33,21,28,30,26,13,13,19,25,26,21,23,22,21,11,9,9,4,8,15,""
28,16,14,22,19,17,20,27,35,18,22,17,19,24,22,28,26,15,12,7,12,5,4,7,8,""
29,4,12,11,9,19,32,27,25,23,11,11,19,25,24,20,19,9,9,7,13,3,6,8,7,""
30,7,6,16,17,13,21,22,21,1,0,0,2,18,15,16,19,10,11,9,6,4,4,9,9,""
31,9,12,14,17,29,12,28,22,20,6,14,8,17,22,13,15,16,8,7,4,9,7,4,11,""
