may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,19,23,19,22,15,29,22,21,20,18,18,20,21,18,11,3,1,9,10,5,9,8,18,""
02,17,11,14,24,18,21,25,16,19,16,22,9,20,21,13,9,14,10,7,10,5,12,7,14,""
03,15,28,18,21,21,22,27,32,23,19,15,23,30,25,16,15,8,8,9,4,3,11,16,21,""
04,23,28,16,24,19,36,19,29,23,23,37,25,22,18,15,17,10,11,5,10,9,15,15,20,""
05,24,22,26,21,39,37,45,37,37,21,22,25,24,22,22,18,15,5,9,5,10,7,14,24,""
06,16,24,22,31,21,31,32,31,29,23,29,20,27,24,15,10,7,3,8,9,8,12,17,13,""
07,12,16,12,25,33,38,48,26,25,23,17,20,22,20,12,14,9,12,12,8,11,10,14,23,""
08,24,14,22,17,26,16,25,21,11,25,16,19,18,22,19,17,11,6,7,7,8,10,12,18,""
09,11,20,14,15,30,33,31,40,31,26,22,18,21,35,23,15,9,10,6,4,9,9,18,11,""
10,22,20,11,29,35,29,31,35,22,28,28,21,32,26,24,17,15,4,1,8,7,11,26,18,""
11,17,11,18,16,30,26,34,34,19,21,26,23,26,30,27,12,14,9,4,7,10,13,23,18,""
12,12,16,15,17,26,28,25,27,19,29,27,32,24,22,17,16,11,7,11,11,6,20,14,10,""
13,17,22,12,25,20,23,25,21,17,22,15,25,19,23,17,8,9,0,0,0,0,0,0,0,""
14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18,12,9,8,10,8,9,11,22,""
15,21,15,14,19,15,17,28,22,20,19,18,20,18,23,19,6,14,4,3,17,5,5,9,15,""
16,17,7,16,15,21,23,27,27,27,15,15,13,20,19,16,18,9,5,6,8,6,8,14,11,""
17,14,15,22,24,19,19,26,24,21,21,13,21,17,13,17,13,13,7,7,6,11,6,6,8,""
18,13,18,11,20,23,23,24,18,22,10,17,13,14,15,19,16,5,7,3,5,6,6,0,0,""
19,0,0,0,0,0,0,0,16,19,22,15,17,17,27,16,14,14,7,5,11,13,9,13,9,""
20,23,11,15,23,16,30,27,19,16,13,18,14,29,18,21,14,9,14,6,2,6,10,15,12,""
21,12,20,15,21,21,27,21,16,21,18,16,19,28,11,13,13,8,6,7,5,12,6,14,20,""
22,17,22,21,24,25,27,28,36,18,16,17,18,18,19,16,15,9,5,5,6,17,7,11,11,""
23,21,19,21,12,25,18,14,18,21,12,15,10,23,18,14,14,9,10,9,5,6,11,16,19,""
24,15,17,18,33,23,31,13,19,16,20,13,17,30,18,27,19,10,5,5,12,10,8,15,15,""
25,17,16,20,18,26,21,25,18,14,16,17,25,24,13,20,12,14,13,9,8,14,16,22,17,""
26,24,30,23,29,25,26,33,41,20,25,11,20,19,24,16,12,15,3,14,11,7,11,10,15,""
27,13,21,18,28,30,22,16,26,23,15,25,18,24,24,22,26,16,8,7,7,4,12,12,21,""
28,15,26,16,19,17,21,25,20,19,19,19,11,13,19,17,18,12,6,9,11,1,15,12,7,""
29,19,13,11,16,27,30,23,20,12,12,12,14,29,19,39,16,18,12,10,8,6,8,11,18,""
30,6,15,20,23,28,36,31,0,0,0,0,18,24,20,22,12,11,5,12,5,6,7,12,12,""
31,11,17,19,30,19,27,22,24,14,17,14,19,22,12,23,14,21,10,11,16,9,9,16,-1,""
