jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,82,98,99,128,152,180,227,196,245,198,175,148,135,116,102,58,26,20,25,20,31,54,65,71,""
02,104,93,127,113,192,190,238,220,263,214,177,165,104,78,43,28,28,18,30,29,46,51,68,76,""
03,93,104,97,155,168,194,239,213,226,228,184,169,114,73,45,33,18,29,17,30,36,58,66,95,""
04,121,112,91,117,170,225,214,226,266,240,182,159,83,69,38,25,19,14,21,24,25,47,51,66,""
05,74,95,77,125,176,181,224,213,264,249,201,119,81,40,37,23,19,13,19,27,28,35,82,69,""
06,85,92,94,108,145,149,254,254,297,321,246,168,123,90,57,19,14,19,25,25,30,45,66,83,""
07,81,93,110,121,171,227,239,247,290,332,238,176,123,86,44,30,19,19,22,31,48,47,67,76,""
08,85,87,126,140,216,262,264,285,315,313,224,176,112,98,46,24,23,25,16,33,38,40,64,71,""
09,90,94,116,137,205,236,290,311,319,312,236,178,126,72,50,34,37,46,43,31,28,52,73,84,""
10,95,111,123,180,214,248,309,291,337,348,246,226,127,76,49,30,22,28,42,48,60,61,78,108,""
11,105,137,137,155,222,265,159,6,11,187,244,215,131,62,43,26,24,35,24,38,59,69,62,66,""
12,106,104,102,134,198,250,267,269,308,293,242,179,136,103,39,19,27,35,30,24,41,62,63,85,""
13,122,86,138,168,214,227,328,374,402,300,269,202,105,90,47,43,38,49,21,36,85,48,73,85,""
14,110,105,127,163,234,292,323,276,354,336,222,154,111,65,32,40,34,47,40,44,42,61,61,74,""
15,100,117,122,164,241,281,338,303,308,349,219,179,119,65,42,28,27,24,28,31,49,70,48,80,""
16,113,97,143,177,228,247,304,325,311,266,198,140,119,71,29,25,31,22,31,34,55,55,79,112,""
17,112,121,127,150,199,289,284,327,285,268,193,125,107,72,36,22,30,25,15,25,37,63,72,89,""
18,110,117,117,131,187,211,288,267,267,226,176,138,131,52,48,29,35,27,26,37,47,70,73,89,""
19,99,137,161,155,192,210,225,245,261,238,190,129,101,77,41,23,40,43,32,36,50,50,94,105,""
20,122,124,161,177,211,205,242,270,279,291,228,213,211,175,105,79,35,31,32,36,56,65,114,108,""
21,119,121,152,173,217,261,260,250,236,220,197,134,90,53,35,37,24,43,36,50,49,58,108,94,""
22,89,122,132,162,215,209,245,244,231,222,161,136,82,64,28,14,30,39,29,39,42,55,90,85,""
23,105,124,142,156,181,188,214,184,170,190,144,104,90,63,36,29,34,26,21,36,31,42,53,73,""
24,128,114,156,146,177,179,220,266,236,74,168,127,81,74,33,46,42,44,49,29,35,56,86,195,""
25,112,99,99,102,153,174,191,192,174,159,141,114,78,42,30,21,25,23,27,24,34,54,69,86,""
26,95,118,113,134,168,166,140,184,212,142,70,102,64,39,24,27,23,14,16,39,27,39,72,80,""
27,95,99,97,108,142,141,131,161,179,173,133,84,73,53,27,16,17,19,24,27,26,46,73,71,""
28,104,111,131,116,160,170,193,173,182,152,151,107,91,51,45,21,24,20,25,29,34,62,59,77,""
29,92,103,110,120,143,157,165,171,200,175,118,113,96,65,19,16,18,19,12,30,37,56,83,79,""
30,114,88,113,109,165,168,167,166,138,149,108,77,61,33,30,19,26,19,27,24,28,56,59,6,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
