jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,76,77,70,79,95,110,160,212,226,209,240,279,294,326,383,416,358,361,337,346,290,247,155,144,""
02,106,83,97,100,109,132,165,168,217,225,272,261,316,364,359,382,374,399,340,338,306,261,169,109,""
03,82,66,76,89,81,106,145,159,201,214,244,277,284,313,380,361,364,372,369,363,340,315,183,132,""
04,82,72,79,72,60,105,128,172,207,250,250,326,328,346,334,353,342,363,332,335,296,245,162,133,""
05,97,83,102,104,91,143,156,199,231,254,242,311,333,320,388,389,377,387,377,89,306,294,234,159,""
06,121,122,114,110,130,143,180,207,230,281,305,328,349,409,391,412,389,364,372,352,323,279,230,146,""
07,132,124,122,113,111,108,169,194,212,223,263,306,353,363,411,393,372,401,397,363,331,316,246,140,""
08,120,128,132,103,127,162,167,192,208,238,265,332,337,353,377,358,346,376,384,348,313,256,214,130,""
09,111,150,98,110,94,140,191,207,200,246,275,321,359,387,388,395,391,402,373,377,360,322,215,189,""
10,148,131,99,118,135,151,175,183,200,220,282,305,302,374,369,369,384,373,349,381,370,344,282,142,""
11,123,107,94,99,124,136,162,213,237,254,302,333,351,373,366,394,400,392,408,420,382,304,246,134,""
12,146,100,98,97,153,120,175,163,190,215,274,300,331,367,382,424,398,425,380,372,351,315,199,101,""
13,100,166,95,97,156,170,212,221,228,240,301,350,387,376,408,415,389,407,406,372,368,271,183,159,""
14,140,131,127,123,138,159,188,217,211,257,291,344,406,415,401,372,438,409,378,383,349,286,224,157,""
15,152,144,129,132,153,180,195,197,237,250,285,336,369,365,393,419,394,371,397,384,357,280,243,161,""
16,154,123,111,108,137,165,179,156,95,300,199,281,363,394,360,375,410,377,382,380,320,290,204,120,""
17,114,139,92,138,172,150,197,177,196,232,286,323,351,388,399,416,391,380,257,348,296,223,185,155,""
18,122,106,138,127,106,83,150,189,201,239,279,323,339,383,407,407,381,390,421,364,304,264,222,144,""
19,131,126,107,49,98,107,178,200,239,251,292,313,338,339,408,361,262,107,-1,181,319,215,124,81,""
20,80,72,120,116,10,116,179,179,213,279,257,337,338,374,400,47,-1,321,335,316,271,275,170,113,""
21,68,132,157,122,101,128,175,157,229,228,292,313,351,377,375,391,365,21,0,155,271,242,232,154,""
22,97,113,111,93,73,95,194,189,231,247,284,326,341,346,400,377,375,392,328,318,277,-1,108,121,""
23,118,122,150,158,122,144,192,207,232,243,333,336,323,368,389,403,400,393,340,302,290,264,222,160,""
24,138,147,147,152,142,170,189,200,240,254,281,339,319,337,372,368,240,276,358,311,280,249,186,158,""
25,102,140,113,109,116,190,201,245,241,280,284,339,342,330,396,405,398,368,384,-1,-1,-1,-1,-1,""
26,-1,37,140,130,124,177,185,222,221,241,284,309,337,351,366,352,375,340,331,276,189,227,149,137,""
27,66,63,69,94,105,143,145,202,287,202,296,308,316,337,366,349,390,340,330,296,236,186,145,107,""
28,60,89,86,95,139,198,199,211,206,232,260,294,299,313,370,391,383,359,328,315,299,228,131,127,""
29,117,87,108,113,97,138,176,203,211,261,266,287,301,320,326,365,352,344,315,283,212,110,107,112,""
30,85,70,69,98,135,166,183,211,209,261,298,295,340,312,320,340,343,312,309,276,238,186,168,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
