jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,189,183,176,215,289,291,322,328,327,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,59,56,86,106,136,""
02,173,191,191,178,262,294,281,329,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,69,81,80,118,158,""
03,156,208,196,205,282,287,338,364,-1,292,-1,279,-1,-1,-1,307,199,142,96,67,58,101,134,174,""
04,178,191,222,227,306,318,329,-1,-1,353,-1,259,292,381,376,-1,-1,-1,91,61,66,75,100,129,""
05,165,214,189,223,289,298,-1,-1,-1,-1,-1,-1,-1,-1,387,281,-1,-1,88,55,57,47,97,114,""
06,192,185,190,247,258,322,322,361,-1,-1,-1,-1,-1,379,381,-1,-1,159,89,90,90,-1,142,130,""
07,166,173,-1,247,294,321,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,60,110,0,""
08,-1,-1,-1,256,301,333,-1,-1,-1,353,314,316,399,427,439,346,245,158,77,71,58,87,100,128,""
09,186,186,216,272,280,354,353,346,342,325,306,367,399,-1,-1,-1,233,192,110,82,70,80,101,168,""
10,200,218,260,270,351,366,384,375,342,321,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
11,-1,-1,296,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,161,81,80,80,100,146,0,""
12,-1,216,269,296,310,352,374,388,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,169,""
13,195,204,213,278,304,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,92,63,99,107,112,133,""
14,164,201,244,267,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,116,103,162,""
15,201,224,285,272,364,369,419,441,299,336,298,330,377,390,377,344,210,119,77,72,68,81,115,137,""
16,138,153,197,233,296,336,364,379,346,316,225,244,358,423,418,300,241,211,222,93,73,108,113,153,""
17,157,198,232,255,340,348,384,337,332,298,253,289,376,397,376,267,201,192,186,6,82,71,121,114,""
18,150,185,194,250,276,333,367,345,328,337,325,350,397,410,378,337,207,138,100,77,71,100,136,154,""
19,141,201,228,270,286,328,301,313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,84,130,178,""
20,150,210,249,252,299,316,314,370,347,314,-1,-1,-1,-1,-1,-1,211,-1,-1,-1,-1,92,130,157,""
21,166,225,228,253,278,300,307,277,307,309,288,288,343,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
22,21,221,205,274,304,327,343,336,360,386,-1,-1,-1,-1,-1,278,214,213,-1,-1,78,73,141,147,""
23,144,215,273,258,275,323,-1,-1,-1,-1,230,-1,-1,360,-1,260,211,-1,-1,-1,-1,-1,-1,0,""
24,183,223,223,243,286,302,326,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,-1,165,""
25,193,198,245,213,275,297,299,278,305,307,-1,-1,-1,-1,-1,260,185,-1,-1,55,-1,105,134,0,""
26,-1,172,218,250,259,271,291,329,353,-1,-1,-1,-1,-1,287,244,142,111,89,69,-1,99,107,151,""
27,165,175,214,229,290,302,293,308,314,-1,-1,-1,-1,321,314,249,207,123,92,61,69,75,124,134,""
28,182,188,175,234,241,258,300,317,346,322,261,221,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
29,-1,-1,-1,-1,-1,-1,252,321,321,318,229,329,322,298,269,250,139,117,176,159,62,100,106,151,""
30,152,183,199,212,236,261,308,307,300,255,231,207,253,294,298,204,165,124,110,162,146,101,128,23,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]mhlI{hm`fmlz`ngzl{`jlz'jf',"b"
