jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,262,287,327,360,384,367,322,378,357,370,339,328,282,378,371,363,337,256,223,284,334,356,377,367
02,344,342,362,376,373,430,205,293,112,314,396,313,303,336,184,101,109,96,81,162,146,356,377,409
03,391,402,373,377,339,275,299,246,162,153,177,117,172,180,211,159,142,167,144,327,345,280,332,361
04,359,397,368,314,258,306,362,399,311,219,221,167,182,145,128,210,211,183,141,100,206,355,429,410
05,403,399,394,398,436,419,379,325,140,205,87,67,28,45,85,48,102,202,123,171,285,268,263,274
06,277,255,274,265,279,306,348,252,195,160,158,106,234,184,220,137,188,168,164,144,150,198,334,343
07,304,311,218,160,168,113,155,93,79,201,168,187,225,229,241,270,242,251,219,206,290,275,260,257
08,219,244,272,189,235,251,225,184,174,201,176,150,131,61,63,128,215,286,228,247,238,222,274,243
09,173,175,167,161,193,197,282,196,277,272,273,258,226,254,172,255,213,208,251,249,255,262,234,299
10,301,312,275,283,291,346,365,252,83,108,154,181,178,138,143,131,122,157,161,171,218,346,395,411
11,415,378,348,362,334,337,334,330,338,258,269,260,227,208,198,203,197,200,117,106,149,184,239,343
12,391,325,369,367,362,402,378,291,327,177,152,131,185,183,175,167,122,128,146,141,268,280,356,311
13,353,342,343,336,312,380,383,197,214,186,229,273,246,281,117,60,157,150,117,264,288,281,320,341
14,393,416,407,393,377,365,352,249,201,172,80,65,95,101,285,197,224,224,226,205,202,322,425,441
15,409,436,443,415,419,315,251,154,221,361,353,371,346,219,373,129,36,31,154,146,231,265,244,311
16,249,250,233,200,180,262,364,398,397,353,322,325,355,327,351,345,325,319,280,290,256,302,272,293
17,294,302,329,333,319,357,309,345,394,205,265,172,309,333,347,280,204,157,193,180,248,308,300,328
18,221,222,280,257,232,280,394,422,361,333,326,313,331,381,347,371,362,358,324,320,300,339,343,390
19,341,318,306,322,329,332,346,335,329,267,230,187,137,177,164,184,265,282,244,247,248,260,301,287
20,228,270,217,200,219,226,324,337,331,181,267,274,288,282,245,257,281,178,134,298,221,216,206,228
21,247,269,223,186,164,176,273,285,210,197,210,228,215,211,207,298,282,226,249,187,147,167,157,201
22,253,299,249,302,286,279,261,168,209,161,204,259,269,265,245,305,320,252,227,231,168,85,157,263
23,216,186,163,175,190,232,242,237,229,258,289,195,249,230,243,258,230,164,144,143,140,159,225,248
24,247,301,285,280,255,233,177,182,218,132,167,172,291,239,292,284,146,116,94,134,247,350,396,430
25,451,448,437,379,355,294,179,189,145,158,115,173,159,186,185,97,76,205,125,201,298,315,378,439
26,477,432,417,382,401,338,242,70,130,183,158,163,169,212,221,173,169,205,175,146,183,223,270,304
27,338,333,210,280,300,254,182,257,155,182,193,113,118,124,164,145,139,182,105,143,230,315,362,378
28,398,384,362,341,336,326,263,196,260,242,244,241,260,282,280,280,281,252,235,191,198,196,285,309
29,297,304,300,322,315,315,426,337,331,351,331,356,354,295,268,238,263,232,209,208,274,344,387,294
30,265,291,224,236,309,300,264,267,254,274,272,285,94,189,296,212,192,159,233,250,266,314,364,380
31,382,373,377,375,367,331,338,294,228,189,254,286,312,259,274,243,187,116,194,260,268,281,332,361
