jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,16,19,20,29,39,22,44,17,22,9,5,4,4,2,3,3,74,12,28,51,6,1,5,5
02,3,8,6,4,17,11,10,12,9,8,5,8,7,3,5,5,5,5,1,0,1,4,11,14
03,18,20,16,20,9,22,16,5,16,10,3,5,6,8,4,3,9,5,1,3,3,9,10,30
04,20,21,23,23,23,21,27,22,9,3,7,4,3,3,4,2,1,0,4,1,2,5,13,27
05,4,8,11,15,15,11,7,8,13,8,6,3,4,2,1,1,2,1,2,1,1,2,28,7
06,7,9,5,12,11,11,9,6,14,7,26,28,0,1,7,3,6,2,1,5,2,4,6,4
07,3,16,9,11,24,26,9,9,11,7,4,10,6,8,6,0,1,5,0,4,1,4,4,4
08,1,9,17,156,152,74,5,12,24,29,21,10,8,0,5,3,3,1,1,2,5,1,6,8
09,1,2,4,3,5,2,2,5,3,2,2,22,12,9,12,14,5,1,0,0,0,0,1,1
10,2,2,0,4,3,1,20,5,5,0,1,2,0,3,0,0,1,2,0,3,53,63,20,32
11,14,27,25,25,27,29,22,13,17,37,10,5,0,1,2,0,2,1,2,1,0,3,8,15
12,19,25,31,31,38,37,31,26,21,19,20,22,14,8,10,8,8,1,0,1,1,3,3,4
13,4,1,2,3,4,1,5,6,2,5,8,1,3,8,1,8,3,1,0,1,0,0,11,10
14,11,16,18,19,24,32,21,9,19,18,18,4,4,6,3,3,3,1,2,5,1,0,4,4
15,4,4,6,9,9,7,12,12,7,2,5,5,9,3,2,3,0,1,0,0,2,1,2,2
16,6,4,7,9,9,8,4,5,5,8,4,3,3,0,0,1,2,0,0,0,2,5,11,7
17,19,21,18,22,23,26,22,19,15,19,21,13,3,3,5,0,1,1,0,1,3,1,4,12
18,9,7,29,31,28,19,16,26,11,18,3,8,7,4,5,2,2,2,1,1,4,4,8,15
19,6,9,7,6,13,17,7,71,32,7,5,4,4,5,3,4,2,2,2,3,8,1,4,5
20,21,15,21,18,24,21,19,9,7,6,6,4,1,2,0,1,1,3,4,2,3,3,5,5
21,2,8,3,7,13,16,14,12,7,14,9,3,1,0,1,0,3,0,0,0,0,2,6,3
22,16,17,28,21,23,21,23,9,7,10,12,5,0,1,0,3,2,3,3,10,41,2,0,1
23,1,0,1,1,0,0,1,1,3,4,0,4,0,2,0,0,1,0,0,0,2,2,2,1
24,0,3,3,1,2,7,3,3,5,2,7,3,2,1,1,0,0,0,0,0,2,3,5,23
25,5,16,15,11,25,30,24,10,7,6,8,8,5,2,6,1,4,3,3,2,5,7,17,22
26,30,33,63,42,36,34,28,21,17,9,14,6,5,3,5,10,10,4,12,7,3,13,19,30
27,29,24,39,33,51,22,15,17,12,3,0,5,4,1,3,0,0,0,0,5,4,1,3,2
28,2,2,1,3,5,7,4,9,9,72,39,17,13,7,10,7,1,6,1,8,4,2,7,2
29,2,4,8,8,5,4,4,7,2,2,7,4,5,4,6,6,12,3,3,7,4,2,5,7
30,6,39,1,1,3,6,14,3,14,15,11,11,16,4,3,2,3,5,1,3,4,11,16,33
31,38,42,57,39,52,53,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
