jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,29,152,128,134,131,122,106,68,29,283,156,157,119,76,74,43,59,75,79,112
02,89,73,94,92,124,138,142,141,133,128,160,165,110,94,86,64,44,17,66,109,49,50,78,73
03,93,58,57,89,104,121,125,102,93,139,92,83,0,0,0,0,0,0,0,1,0,0,0,0
04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0
05,0,0,0,0,0,19,143,117,121,147,216,158,111,109,209,84,45,6,102,71,46,80,100,95
06,115,69,76,117,103,128,126,57,96,157,141,114,45,72,138,61,7,27,117,50,56,99,120,111
07,82,80,82,76,124,174,36,6,6,37,162,90,70,89,95,78,67,75,58,53,60,94,133,131
08,133,103,116,116,137,151,193,200,199,164,115,48,63,134,110,147,188,66,92,99,122,95,134,200
09,131,98,106,106,134,133,171,167,110,122,89,69,68,97,68,68,63,31,40,73,52,67,90,203
10,208,94,131,76,114,130,139,134,107,86,77,69,60,80,87,69,57,51,49,200,246,263,270,231
11,133,107,79,94,95,87,90,113,130,148,91,106,111,121,130,70,84,65,44,61,74,108,103,129
12,107,111,129,164,166,178,181,182,148,167,108,119,138,148,105,61,65,87,260,199,290,394,446,596
13,553,563,654,675,651,618,335,519,511,345,144,83,94,73,79,72,82,95,6,6,107,106,168,200
14,219,160,286,287,292,248,97,104,186,34,65,58,66,53,51,58,56,42,118,65,54,142,77,81
15,89,67,94,138,156,197,112,102,153,131,78,87,147,252,46,49,97,13,9,67,278,157,82,100
16,86,91,81,82,76,93,97,101,101,90,82,69,45,61,55,42,36,35,60,31,43,60,58,64
17,57,48,53,57,73,107,100,103,98,123,53,123,92,67,43,104,34,8,46,111,68,90,79,72
18,85,70,61,85,89,98,88,131,107,77,67,60,82,93,81,60,40,58,37,25,27,52,74,98
19,69,57,62,61,72,98,72,92,92,93,64,70,60,69,64,60,53,31,54,49,36,63,78,63
20,70,69,42,84,92,90,97,83,110,89,72,49,75,50,51,60,62,44,41,38,32,59,64,83
21,83,57,58,52,94,106,84,101,193,118,64,58,63,65,63,52,54,49,45,54,32,90,93,85
22,81,53,60,59,77,102,103,101,95,98,58,53,88,67,97,71,41,46,39,30,50,74,99,119
23,132,76,95,100,100,167,123,116,87,115,105,55,60,85,57,70,60,50,39,41,38,63,79,100
24,115,120,95,97,92,115,99,103,85,73,49,47,64,68,95,73,65,51,56,40,32,52,104,100
25,107,82,89,89,119,108,87,119,87,62,69,41,56,56,45,47,42,39,46,38,47,61,102,105
26,128,164,159,105,146,129,107,132,105,92,92,50,65,55,40,49,51,43,47,31,47,52,81,99
27,117,113,92,145,239,139,112,88,127,108,52,33,51,186,404,41,42,45,52,97,30,80,94,133
28,138,154,120,126,147,162,107,106,85,103,87,60,72,51,52,61,53,43,58,52,91,65,128,116
29,176,187,111,111,144,106,94,97,74,60,56,46,45,36,36,37,164,51,69,36,41,60,119,128
30,142,161,161,106,157,163,102,81,127,70,85,68,87,221,73,78,102,40,31,37,55,81,271,170
31,120,122,114,109,115,162,106,96,14,6,69,51,38,58,58,50,6,22,186,172,49,68,99,-1,-1
