nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,36,25,24,25,21,""
02,13,21,31,49,38,26,32,22,25,26,27,22,31,17,19,14,24,21,19,20,23,23,20,13,""
03,17,22,32,49,30,29,28,30,16,27,28,30,17,13,28,17,19,21,19,23,26,29,16,11,""
04,11,19,19,30,35,26,24,25,16,11,18,28,23,25,19,24,17,17,15,29,15,25,17,19,""
05,13,16,24,36,36,30,23,18,20,19,20,21,24,25,24,19,20,22,23,16,26,23,20,17,""
06,15,14,20,40,25,26,41,18,4,1,1,5,2,3,1,2,12,15,20,23,26,24,23,28,""
07,18,22,31,51,32,36,24,25,13,21,17,15,17,2,29,16,24,19,31,23,17,17,10,21,""
08,16,11,13,27,28,26,19,17,28,26,28,24,20,19,19,21,11,16,22,24,22,21,12,11,""
09,26,23,32,32,32,30,30,23,19,19,22,28,19,16,16,10,10,16,18,24,18,21,28,25,""
10,20,39,44,43,41,41,47,31,32,18,25,21,22,16,16,10,16,15,18,27,45,39,56,81,""
11,89,104,90,64,46,32,30,20,12,11,19,20,23,13,21,8,19,20,18,19,17,16,25,30,""
12,19,15,91,80,42,46,71,50,39,29,22,22,20,9,13,17,11,17,18,18,29,23,28,35,""
13,46,46,17,37,34,27,23,30,21,12,27,21,25,19,9,13,12,17,21,15,15,19,20,25,""
14,19,10,8,15,9,11,6,6,6,2,5,44,26,51,75,2,1,0,1,2,8,7,3,2,""
15,0,0,2,32,46,36,22,32,34,34,33,38,38,21,25,21,20,25,27,29,28,25,16,19,""
16,18,23,19,30,38,35,27,21,17,13,18,29,23,21,20,10,17,13,15,16,21,13,19,16,""
17,21,19,17,30,38,22,23,22,17,12,26,31,23,22,15,23,21,21,45,42,9,5,18,13,""
18,19,36,18,32,34,34,22,23,20,13,21,31,19,19,9,25,16,22,18,25,21,14,21,22,""
19,24,28,26,18,27,35,33,26,27,15,20,20,20,15,7,9,12,19,18,23,20,15,19,17,""
20,14,25,17,16,25,20,18,27,20,21,21,23,17,12,13,14,17,22,14,8,13,9,14,16,""
21,9,11,15,21,25,25,23,18,22,32,18,14,19,24,16,20,21,16,12,13,23,14,9,21,""
22,9,21,18,24,39,34,22,19,15,17,9,18,16,12,10,12,18,13,11,14,23,17,13,17,""
23,13,24,19,30,25,22,20,21,23,21,20,16,14,13,8,15,12,19,18,17,18,24,26,19,""
24,15,24,17,21,21,25,21,16,18,19,19,13,21,15,15,13,13,14,11,16,20,8,11,10,""
25,15,17,17,19,24,26,18,9,15,16,12,13,12,12,8,15,7,16,9,12,16,15,15,9,""
26,14,9,14,8,16,17,20,15,14,17,8,14,11,12,6,9,14,8,17,15,15,13,11,11,""
27,8,9,8,13,12,21,7,10,13,11,10,8,12,9,5,10,9,9,7,12,7,9,13,13,""
28,13,15,19,16,15,24,15,12,8,16,9,17,18,16,15,20,10,18,10,10,14,21,18,7,""
29,27,34,45,41,26,34,54,61,34,14,17,12,6,8,8,6,8,14,8,23,17,14,19,15,""
30,23,19,9,18,13,15,18,10,15,9,11,12,7,19,9,8,8,13,18,18,7,16,6,19,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]}ly`Idjzl'a,""
