Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,13,7,6,5,-1,-1,-1,-1,-1,2,4,11,12,13,12,12,7,10,13,8,19,16,13
2,19,8,6,7,6,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,10,13,12,13,8,18,16,22,19
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,17,9,10,7,5,5,8,5,4,3,-1,2,5,13,17,7,14,2,9,12,14,13,23,27
5,8,7,-1,2,2,1,2,-1,2,1,3,2,11,11,11,14,16,15,14,14,16,16,23,9
6,6,4,2,-1,1,-1,2,2,-1,-1,5,7,13,19,17,8,9,8,16,18,6,16,17,12
7,18,17,7,-1,3,-1,4,-1,-1,-1,-1,3,7,13,11,18,9,7,9,16,9,10,14,18
8,8,7,8,4,-1,1,-1,-1,-1,2,3,7,12,15,18,14,7,6,16,5,10,15,20,15
9,12,9,4,-1,3,7,8,3,3,4,-1,-1,-1,-1,-1,12,13,7,11,25,15,20,19,12
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,13,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,21,4,8,6,5,3,7,2,-1,-1,4,4,13,7,11,15,7,11,13,12,13,21,21,14
12,11,5,6,6,1,5,-1,3,1,-1,-1,8,15,16,-1,13,13,14,15,12,10,13,13,10
13,5,4,-1,-1,1,-1,3,1,-1,3,2,4,7,7,11,-1,13,8,6,8,19,15,19,20
14,5,4,1,-1,-1,2,2,-1,2,2,5,8,11,13,13,5,9,11,12,20,14,12,17,6
15,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,11,5,7,17,13,12,14,19,17,15,15
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,15,8,8,8,14,10,20,14,20,14,-1,-1
17,4,6,7,3,4,4,-1,1,6,-1,-1,3,7,6,8,11,11,5,11,14,7,20,19,10
18,7,3,6,-1,3,4,1,6,-1,-1,4,4,2,3,10,6,6,7,2,11,10,15,17,20
19,7,5,8,3,2,7,3,6,3,-1,6,8,5,10,9,8,18,10,6,10,14,12,10,12
20,8,6,1,7,7,2,7,4,1,1,3,10,10,7,17,5,9,10,8,7,15,15,16,14
21,6,8,5,2,2,-1,2,2,-1,-1,4,4,3,8,10,11,12,10,8,14,16,21,14,14
22,7,1,2,5,2,2,1,2,5,8,5,1,7,10,17,19,14,12,14,13,14,20,10,9
23,16,9,16,2,4,4,5,3,1,4,5,4,14,10,19,21,14,24,32,19,20,19,26,27
24,18,16,5,5,6,7,4,8,6,-1,-1,-1,7,14,9,6,21,16,15,9,13,19,13,14
25,10,7,3,5,2,6,5,3,3,1,4,-1,6,11,7,7,7,12,10,12,23,15,18,23
26,3,-1,-1,2,4,5,-1,-1,-1,4,8,5,5,10,10,12,12,8,8,16,14,17,10,7
27,11,9,3,2,1,2,1,-1,-1,1,3,3,7,3,9,3,11,12,18,6,22,20,17,21
28,18,9,5,2,4,2,5,2,4,3,1,6,7,11,14,7,4,5,6,8,14,15,17,10
29,9,11,3,3,4,-1,-1,4,2,4,6,2,5,13,9,13,7,11,16,14,16,14,29,11
30,9,8,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,3,6,12,8,6,8,8,13,8,17,17,13
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
