Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,3,4,4,1,1,8,1,1,3,1,3,1,-1,-1,1,-1,1,7,2,8,-1,-1
2,-1,2,2,5,12,4,9,2,2,6,3,6,2,35,1,5,-1,-1,-1,1,2,1,-1,-1,-1
3,-1,1,1,2,3,4,10,9,4,24,3,5,2,1,2,1,-1,-1,-1,-1,-1,3,-1,1
4,1,-1,6,1,6,12,8,11,20,5,1,1,3,-1,3,7,1,-1,-1,-1,1,9,-1,-1,-1
5,-1,-1,1,12,3,2,19,8,6,10,4,5,2,2,-1,5,-1,-1,1,8,1,2,-1,-1,-1
6,-1,3,4,6,2,7,17,4,7,13,5,4,4,1,1,1,1,1,-1,22,1,1,-1,2
7,-1,9,6,10,4,3,2,7,3,9,1,3,1,-1,1,-1,-1,-1,1,-1,1,4,4,-1,-1
8,-1,-1,1,8,8,11,2,-1,1,1,9,1,1,-1,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1
9,-1,-1,-1,8,10,6,2,2,11,-1,1,-1,-1,-1,1,3,1,-1,1,-1,4,1,-1,-1,-1
10,-1,-1,3,4,6,2,8,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,1,12,4,5,9,3,5,8,2,1,1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,2,1,5,7,8,4,2,5,8,1,2,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
13,-1,-1,-1,4,9,3,3,13,3,3,4,10,2,1,2,1,1,-1,-1,-1,1,1,-1,-1,-1
14,-1,-1,1,5,3,5,4,4,2,1,1,2,2,3,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,2,2,12,5,2,7,-1,-1,1,1,-1,1,-1,3,1,1,-1,8,12,1,-1,-1,-1
16,-1,-1,9,5,1,2,9,5,1,3,1,-1,3,-1,2,2,-1,1,-1,10,-1,4,-1,1
17,-1,-1,2,13,8,5,2,2,-1,16,1,-1,-1,-1,1,1,-1,-1,1,8,2,-1,-1,-1,-1
18,-1,-1,-1,1,5,4,22,13,1,1,-1,-1,-1,-1,2,1,-1,1,2,1,1,1,-1,1
19,1,1,1,6,4,6,3,8,10,15,12,8,5,5,2,1,1,1,2,1,4,1,1,1
20,1,4,3,9,3,6,4,9,10,16,13,7,7,4,2,2,1,-1,-1,2,1,3,1,-1,-1
21,1,2,7,3,10,8,11,12,12,11,6,9,5,6,2,3,-1,2,4,3,5,5,1,2
22,2,2,7,6,14,17,11,12,23,5,6,16,2,18,1,1,2,-1,5,12,2,4,2,12
23,5,5,9,12,7,9,12,2,7,10,3,3,3,2,2,1,-1,-1,1,5,1,-1,1,1
24,1,3,1,2,4,15,5,7,4,14,4,8,1,1,-1,-1,2,1,-1,-1,2,-1,1,1
25,1,3,2,3,6,11,9,11,6,3,2,4,1,-1,1,-1,-1,-1,-1,-1,2,4,-1,1
26,-1,1,5,13,3,21,3,9,18,9,8,16,18,6,3,2,1,1,3,2,6,3,9,8
27,9,11,3,15,11,9,35,21,9,9,7,8,5,4,2,2,2,-1,2,1,1,-1,2,3
28,1,2,2,11,7,13,10,7,11,3,2,2,1,2,2,1,-1,1,-1,-1,1,3,8,1
29,4,4,8,2,33,20,6,8,2,3,4,1,3,1,2,1,-1,-1,-1,1,1,-1,2,3
30,1,2,3,5,5,8,3,6,8,9,5,4,11,3,1,1,1,17,1,1,1,-1,2,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
