Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,7,5,5,2,2,-1,-1,-1,-1,3,1,7,3,4,6,8,4,6,12,9,9,8,6,9
2,7,12,11,5,5,-1,-1,-1,-1,4,2,5,10,14,13,11,9,12,18,11,14,10,15,13
3,10,6,11,7,4,9,4,3,1,1,-1,4,10,10,6,14,11,15,13,13,13,14,10,8
4,13,11,5,11,6,2,1,1,1,1,-1,7,12,15,21,10,16,18,22,18,16,14,12,10
5,23,12,7,16,6,9,12,4,4,2,-1,2,9,5,1,20,27,24,25,28,37,31,28,31
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,22,12,13,11,9,2,4,-1,-1,-1,2,2,7,7,6,8,16,26,21,15,20,30,14,16
8,4,11,4,2,5,5,-1,-1,1,5,2,-1,7,4,12,14,16,17,10,12,11,19,19,14
9,9,9,7,6,8,7,5,-1,-1,1,1,3,4,14,18,10,9,11,11,21,16,17,23,14
10,11,2,8,3,6,7,5,1,2,2,2,3,11,9,11,19,20,24,18,16,14,12,18,3
11,17,13,9,6,8,3,1,5,-1,3,6,6,10,8,22,13,20,18,12,11,22,17,17,14
12,20,15,8,14,7,6,1,3,4,1,2,6,8,7,13,13,18,14,17,22,21,12,14,24
13,18,5,10,7,2,6,-1,2,2,6,4,4,4,2,8,15,10,12,18,14,19,15,15,11
14,6,10,10,2,6,8,3,4,1,-1,3,5,3,7,16,11,19,11,20,14,16,10,15,18
15,9,5,3,7,12,3,2,4,-1,-1,1,2,4,7,7,7,14,10,10,11,14,14,12,11
16,14,2,3,6,9,6,6,2,-1,2,1,2,8,10,7,11,10,17,15,10,14,20,21,17
17,16,11,3,5,5,1,3,1,-1,-1,1,1,13,14,8,5,6,8,17,14,7,16,14,9
18,7,6,5,4,9,2,3,2,4,2,2,8,8,8,14,14,13,19,10,3,15,10,10,13
19,5,5,2,8,9,1,4,2,1,-1,2,6,10,10,15,18,14,14,17,10,12,19,9,20
20,15,13,6,8,5,4,-1,-1,-1,-1,2,5,10,10,9,16,15,12,12,6,11,15,10,18
21,6,8,5,7,5,3,1,1,-1,1,4,4,9,14,21,8,16,10,17,7,15,18,12,9
22,12,10,2,2,6,6,7,6,2,1,1,6,2,11,16,31,19,25,23,15,21,26,30,15
23,10,4,4,2,11,9,3,5,-1,4,2,1,8,12,13,15,19,9,6,10,15,19,23,19
24,11,6,8,5,3,4,5,4,1,2,1,2,11,16,17,7,16,17,15,24,12,10,17,20
25,4,4,2,5,4,2,4,-1,-1,1,3,1,11,13,20,16,11,20,12,8,11,13,18,15
26,20,9,10,9,6,7,3,-1,-1,2,1,5,3,11,8,21,23,8,11,13,14,11,16,14
27,16,8,8,7,8,6,7,1,-1,1,4,5,5,7,10,8,13,13,12,13,20,22,20,19
28,12,7,8,14,12,12,4,-1,2,-1,3,5,12,23,16,6,10,12,4,8,10,14,15,14
29,9,10,7,15,19,5,3,4,4,-1,3,5,8,12,11,22,18,9,12,9,21,17,26,16
30,5,6,8,6,11,12,5,3,-1,1,4,5,8,13,14,20,23,6,9,10,15,10,20,16
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
