jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,71,70,74,55,60,74,84,88,69,87,81,65,65,70,51,54,34,21,28,38,47,40,70,66
02,83,73,72,89,89,74,104,82,82,59,67,56,57,56,63,44,46,36,26,31,32,9,23,56
03,71,78,78,77,92,76,71,85,75,63,53,42,63,58,52,46,45,36,33,39,33,39,39,59
04,60,69,61,66,75,58,67,53,68,45,42,30,35,38,30,28,25,30,20,27,37,38,45,46
05,54,66,69,78,63,60,50,50,49,48,43,35,46,55,46,19,51,30,17,27,28,47,43,51
06,48,67,65,57,59,57,53,53,31,53,53,57,39,35,40,29,39,32,30,44,40,41,57,50
07,62,60,75,85,81,68,78,93,78,53,50,50,31,41,32,18,16,24,18,19,25,36,35,46
08,47,51,59,66,55,49,52,47,57,46,50,36,37,39,26,27,33,21,19,26,41,46,60,57
09,69,54,79,76,67,84,75,68,77,72,71,45,58,46,42,45,21,10,26,47,36,52,63,53
10,43,79,66,80,71,52,56,60,58,59,44,54,45,38,37,42,37,41,33,33,49,51,49,47
11,75,63,66,67,64,82,69,49,61,54,56,47,42,33,43,34,32,32,39,41,45,45,59,67
12,70,72,66,70,66,55,67,71,61,57,26,30,29,34,42,42,20,8,19,35,32,46,63,60
13,80,63,77,83,77,77,60,75,87,65,55,52,51,39,47,34,36,35,32,51,36,51,63,50
14,69,76,82,75,81,56,48,40,21,40,54,41,56,45,41,47,34,11,41,38,36,43,37,53
15,65,62,59,66,74,72,81,82,94,73,74,60,62,59,69,59,57,45,46,41,43,57,68,56
16,79,86,84,95,83,72,78,74,57,36,19,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,38,36,41,53,57,75,74
18,87,98,86,106,108,73,86,93,87,82,69,66,56,64,55,55,28,42,43,39,50,66,73,79
19,68,79,91,79,96,61,81,72,89,66,73,48,42,41,41,30,27,32,42,32,49,64,60,72
20,92,90,96,94,96,97,84,81,98,74,64,67,49,44,46,41,46,39,42,48,65,67,77,97
21,101,82,90,105,95,91,90,79,103,84,65,79,49,65,65,53,52,44,51,41,56,75,91,90
22,96,107,95,107,113,97,107,67,57,27,41,71,28,72,51,50,44,46,38,52,71,63,82,87
23,111,117,-1,127,125,95,60,50,97,71,32,25,13,7,13,13,36,39,39,45,46,54,76,70
24,97,108,99,119,26,43,77,63,34,57,46,42,43,43,18,5,41,31,0,40,48,45,73,105
25,121,109,132,104,122,86,84,66,82,78,76,67,52,52,54,44,55,38,53,40,44,61,75,83
26,100,120,113,100,95,102,104,68,72,67,67,45,47,45,54,54,39,40,39,44,53,57,85,93
27,119,114,129,114,121,82,77,70,86,83,67,50,55,48,57,65,58,30,38,48,53,57,76,102
28,108,115,113,110,115,75,74,87,87,77,68,65,52,41,37,16,38,38,45,42,52,65,84,83
29,125,119,116,98,88,78,72,73,81,67,46,51,44,73,46,47,43,33,44,54,33,45,67,99
30,101,106,99,101,85,99,68,71,63,74,52,51,46,36,38,37,35,38,43,37,47,60,87,77
31,104,112,103,98,100,89,64,55,67,54,48,41,50,29,48,43,46,35,44,49,46,46,-1,-1,-1
