jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,5,12,11,17,17,20,10,15,16,9,16,8,16,11,8,8,12,5,3,4,6,4,14,""
02,9,5,3,4,8,8,12,6,10,7,5,7,15,8,9,7,8,7,2,4,3,5,5,7,""
03,9,17,5,17,4,9,11,8,6,12,7,7,7,11,13,10,12,4,6,2,3,8,7,4,""
04,8,8,7,12,7,11,9,14,7,9,6,7,8,11,10,7,10,7,2,1,6,7,6,4,""
05,2,6,7,12,6,17,15,10,10,10,6,9,13,11,8,0,7,4,3,9,4,6,8,5,""
06,11,12,7,9,13,10,9,6,9,4,6,8,3,6,5,3,3,4,6,6,4,0,4,2,""
07,8,11,14,13,11,10,10,11,10,7,7,11,13,11,8,7,4,8,3,6,6,5,4,7,""
08,7,6,11,12,7,12,8,9,17,7,18,17,11,6,16,10,7,9,3,8,11,10,14,4,""
09,9,11,12,10,18,12,15,12,18,9,7,13,9,10,12,3,6,11,7,9,5,4,6,5,""
10,3,9,11,10,12,7,11,10,5,16,13,8,9,11,9,5,3,2,4,5,8,8,5,3,""
11,7,14,5,9,5,15,8,13,5,8,6,9,10,7,5,5,5,7,7,5,7,5,4,5,""
12,11,7,10,17,15,12,17,19,17,14,12,12,11,7,4,2,5,7,2,6,1,8,3,6,""
13,10,14,7,11,13,17,21,11,10,9,12,8,13,12,10,7,8,4,4,5,7,6,3,8,""
14,5,11,10,10,13,17,15,11,9,6,9,7,12,8,9,11,6,6,6,7,3,3,4,7,""
15,12,11,8,11,10,25,16,17,8,5,10,5,9,5,12,7,7,7,9,6,5,7,10,11,""
16,6,15,11,7,10,11,18,17,14,9,8,5,7,10,9,7,5,4,6,7,8,5,5,10,""
17,6,8,12,9,12,14,19,16,11,12,10,9,7,9,6,7,7,5,9,8,8,14,10,8,""
18,12,9,9,11,9,22,19,13,13,6,4,13,6,7,12,8,7,6,8,4,11,2,7,14,""
19,6,7,11,15,13,6,14,22,12,18,15,9,14,13,11,14,6,10,6,7,5,5,6,7,""
20,10,8,8,10,7,10,14,18,17,9,10,6,8,8,11,7,10,8,4,6,10,3,4,15,""
21,8,13,12,8,16,6,13,9,10,5,10,12,12,10,11,11,5,7,6,7,6,11,13,9,""
22,9,7,16,10,12,13,15,10,8,11,11,6,10,5,9,4,7,6,1,7,5,8,10,6,""
23,3,7,10,11,11,13,13,16,14,6,8,4,6,3,7,5,5,8,7,4,7,5,8,14,""
24,11,16,11,10,15,17,9,12,16,9,10,2,6,8,4,6,5,5,5,4,7,5,10,10,""
25,4,7,15,13,22,13,11,4,8,14,15,12,8,8,3,4,4,9,7,6,5,10,9,10,""
26,7,15,13,23,14,16,11,12,11,6,8,11,4,6,5,2,5,9,3,7,7,10,7,8,""
27,15,3,13,18,23,18,16,10,9,9,8,6,6,12,11,8,3,8,9,5,12,14,11,13,""
28,21,21,25,22,12,16,11,19,13,13,7,6,8,7,8,9,9,7,5,4,10,10,8,8,""
29,10,7,19,29,10,9,13,11,12,13,9,8,8,10,8,9,7,9,2,4,5,3,8,0,""
30,9,9,11,15,10,4,13,8,9,7,0,2,5,5,4,0,0,1,0,0,0,0,0,0,""
31,1,2,6,18,22,22,9,13,19,8,10,6,10,7,5,5,4,2,5,6,7,3,10,-1,""
