jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,46,115,40,52,96,104,146,142,178,168,177,167,175,201,249,168,106,147,71,54,51,42,24,""
02,16,14,20,37,46,93,113,121,171,204,171,149,138,152,194,207,142,87,75,60,43,57,34,18,""
03,20,22,24,29,67,69,88,98,135,138,167,135,134,142,130,126,103,83,70,32,34,43,28,22,""
04,14,15,36,34,59,87,87,97,116,158,138,134,139,150,128,138,-1,126,-1,38,-1,-1,87,14,""
05,-1,13,15,21,45,75,107,119,123,166,129,139,155,142,113,137,101,74,42,38,32,26,23,23,""
06,15,10,19,34,44,79,73,122,120,126,110,109,112,125,91,117,83,52,-1,-1,29,38,28,38,""
07,17,16,35,-1,-1,75,85,106,90,117,105,149,129,118,103,106,74,86,26,23,34,22,22,27,""
08,21,15,23,44,46,59,82,73,93,132,118,99,102,112,90,96,54,140,62,-1,73,26,-1,22,""
09,18,-1,-1,37,41,90,-1,107,128,126,123,115,122,117,110,83,79,72,38,34,41,40,19,-1,""
10,-1,-1,38,29,70,94,103,125,92,177,155,146,156,125,110,97,73,65,42,35,28,28,27,27,""
11,22,23,20,40,57,102,117,126,136,174,166,196,146,149,162,138,117,89,55,152,35,35,27,17,""
12,29,24,34,45,76,100,120,143,157,157,169,170,126,127,120,97,64,44,41,34,22,22,25,27,""
13,23,24,23,33,54,81,106,134,141,184,186,176,139,142,107,122,100,60,47,27,27,26,21,57,""
14,31,19,21,53,56,73,88,89,87,121,142,127,102,110,84,76,71,43,32,36,24,26,11,16,""
15,19,17,22,35,69,68,80,106,108,132,128,126,103,85,84,76,81,60,41,23,25,25,12,12,""
16,30,13,19,33,47,63,83,99,166,156,147,108,93,120,110,117,81,55,48,27,24,31,30,16,""
17,19,30,-1,41,74,75,94,100,117,134,139,126,99,154,119,124,69,61,31,30,21,24,18,50,""
18,-1,-1,20,38,53,82,77,101,107,130,142,139,105,98,114,87,57,58,35,46,15,27,-1,-1,""
19,-1,-1,-1,49,59,84,118,116,128,147,154,133,110,86,84,80,65,51,51,20,30,32,14,16,""
20,12,19,24,39,-1,46,85,95,103,154,127,106,106,88,107,55,65,47,38,43,21,18,16,12,""
21,19,13,-1,-1,65,93,84,97,119,142,112,100,78,108,80,83,61,66,42,28,22,19,16,17,""
22,18,11,25,48,45,76,90,116,107,159,170,164,108,94,78,123,109,166,44,35,20,16,28,18,""
23,15,35,21,45,71,117,132,187,147,168,190,138,147,98,125,127,69,53,42,28,27,43,31,34,""
24,22,18,34,55,80,137,163,188,163,196,216,183,144,150,134,113,71,62,51,25,27,26,18,8,""
25,16,15,24,41,65,-1,-1,161,150,199,200,171,131,124,116,103,90,55,66,26,15,23,30,16,""
26,24,37,33,45,60,134,165,145,131,181,191,186,166,170,153,72,-1,73,41,39,30,18,23,21,""
27,18,35,24,44,65,124,165,179,169,246,201,164,119,161,160,123,62,53,49,36,17,15,22,20,""
28,14,25,31,61,78,158,187,207,213,249,260,221,143,140,99,102,65,57,51,30,32,23,19,17,""
29,19,79,185,128,172,188,239,342,301,377,360,357,249,216,169,129,108,78,66,56,45,26,46,-1,""
30,-1,-1,-1,134,103,209,247,257,250,304,276,257,195,176,184,100,103,129,58,36,31,21,17,19,""
31,15,66,25,57,118,170,195,196,195,261,280,232,225,172,133,106,104,61,50,40,34,35,34,-1,""
